#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.59895e+09 4.90771e+08 6.67863e+06 4.20356e+08 2.22896e+08 9.95408e+07 2.74356e+09 5.06844e+07 3.65981e+09 6.80662e+08 2.88671e+09 961
1.61102e+10 4.65594e+08 6.6796e+06 4.01037e+08 2.12348e+08 8.25871e+07 3.80418e+09 3.74115e+07 4.10191e+09 4.10865e+08 7.07614e+08 761
2.51089e+10 4.66396e+08 6.64539e+06 4.05994e+08 1.99157e+08 8.28467e+07 4.16082e+09 2.1505e+07 4.28184e+09 3.95991e+08 4.9269e+08 819
3.96867e+10 4.59983e+08 6.69009e+06 3.90856e+08 1.9901e+08 6.90033e+07 4.20198e+09 1.90765e+07 4.34047e+09 3.37367e+08 6.15695e+08 816
6.35239e+10 4.81879e+08 7.42056e+06 4.05994e+08 2.40161e+08 8.41409e+07 4.10212e+09 2.21629e+07 4.28184e+09 3.95991e+08 8.20345e+08 867
1.00433e+11 5.28756e+08 8.82728e+06 4.37779e+08 2.86664e+08 1.12999e+08 3.88144e+09 2.42538e+07 3.97868e+09 6.44891e+08 7.89168e+08 1009
1.59407e+11 5.44113e+08 8.46033e+06 4.37779e+08 3.23798e+08 1.14632e+08 3.69709e+09 2.56161e+07 3.91612e+09 5.96655e+08 1.00667e+09 1179
2.52142e+11 5.84068e+08 9.67845e+06 4.66638e+08 3.6705e+08 1.38879e+08 3.36183e+09 3.00603e+07 3.65981e+09 7.39229e+08 1.55751e+09 1370
4.01446e+11 6.11663e+08 9.08544e+06 4.79814e+08 4.07737e+08 1.47323e+08 2.9537e+09 3.07018e+07 3.25829e+09 9.64245e+08 1.87574e+09 1669
6.36592e+11 6.6082e+08 9.10154e+06 5.16832e+08 4.91111e+08 1.75105e+08 2.56928e+09 2.79391e+07 2.69447e+09 1.28421e+09 1.76096e+09 2140
1.00011e+12 6.9613e+08 8.7416e+06 5.51839e+08 5.22106e+08 2.05828e+08 2.0743e+09 2.50056e+07 1.87412e+09 1.72015e+09 1.18156e+09 2487
1.5709e+12 7.60827e+08 1.09178e+07 5.98421e+08 5.74753e+08 2.29105e+08 1.74688e+09 2.61674e+07 1.33034e+09 1.85917e+09 7.18525e+08 2059
2.40752e+12 8.16108e+08 1.60409e+07 6.39673e+08 6.22628e+08 2.61184e+08 1.46476e+09 3.18172e+07 1.093e+09 1.45595e+09 5.62121e+08 1092
3.79611e+12 8.74111e+08 3.01494e+07 7.09342e+08 7.10307e+08 3.13797e+08 1.40265e+09 5.6445e+07 1.01337e+09 1.46218e+09 4.82497e+08 351
6.15914e+12 1.02667e+09 7.37647e+07 7.71952e+08 1.01762e+09 3.70396e+08 1.10703e+09 8.19781e+07 7.73094e+08 1.17743e+09 2.51269e+08 97
9.84463e+12 1.05804e+09 1.02964e+08 9.3351e+08 6.37908e+08 5.29842e+08 1.02092e+09 1.23489e+08 6.92559e+08 7.94653e+08 2.42038e+08 47
1.54536e+13 1.12498e+09 1.15568e+08 1.11547e+09 6.04638e+08 6.00184e+08 9.99508e+08 1.77198e+08 6.92559e+08 7.94653e+08 2.42813e+08 24
2.28574e+13 1.58861e+09 2.59617e+08 1.25797e+09 2.08144e+09 6.51074e+08 9.36364e+08 1.05051e+08 9.3351e+08 6.31703e+08 4.83764e+08 18
3.89775e+13 1.53113e+09 3.21442e+08 1.01187e+09 1.6346e+09 3.04943e+08 1.07096e+09 1.94873e+08 8.53413e+08 1.0207e+09 2.41596e+08 9
6.15101e+13 1.91201e+09 3.40595e+08 2.25261e+09 0 6.8119e+08 4.50096e+08 8.07804e+07 5.30876e+08 0 1.61561e+08 2
8.12647e+13 3.01175e+09 3.01175e+09 3.01175e+09 0 0 4.49746e+08 4.49746e+08 4.49746e+08 0 0 1
