#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final z=0 stellar mass
#vmpeak range: 2.78333 - 2.95
#HM   Stats: 2.882350e+13 (median) + 4.573599e+12  / - 8.970601e+12
#SM   Stats: 1.637030e+11 (median) + 2.153200e+10  / - 1.287835e+11
#VMP  Stats: 6.800100e+02 (median) + 1.481600e+02  / - 4.797003e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 2.019630e-12 (median) + 4.618913e-12  / - 1.434605e-12
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 11
sfh 0.060123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 11
sfh 0.062373 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 11
sfh 0.064623 0 0 0 #avg: 3.14637e-14; avg_err: 3.14637e-14; sd: 9.94969e-14; counts: 11
sfh 0.066873 0 7.01144e-12 0 #avg: 1.76111e-12; avg_err: 1.17184e-12; sd: 3.70568e-12; counts: 11
sfh 0.069123 3.29593e-14 1.33696e-11 3.29593e-14 #avg: 3.2042e-12; avg_err: 1.68832e-12; sd: 5.33892e-12; counts: 11
sfh 0.071373 1.17514e-12 1.34437e-11 1.17514e-12 #avg: 5.19623e-12; avg_err: 2.36036e-12; sd: 7.46412e-12; counts: 11
sfh 0.073623 2.94253e-12 1.12931e-11 2.94253e-12 #avg: 5.7884e-12; avg_err: 2.3412e-12; sd: 7.40353e-12; counts: 11
sfh 0.075873 9.60579e-12 9.24209e-12 9.60579e-12 #avg: 1.06661e-11; avg_err: 3.74631e-12; sd: 1.18469e-11; counts: 11
sfh 0.078123 1.1026e-11 5.34843e-11 1.1026e-11 #avg: 2.11885e-11; avg_err: 8.34537e-12; sd: 2.63904e-11; counts: 11
sfh 0.080373 1.99131e-11 4.81241e-11 1.99131e-11 #avg: 3.11831e-11; avg_err: 1.15957e-11; sd: 3.66689e-11; counts: 11
