#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#mpeak range: 11.75 - 12.25
#HM   Stats: 8.751470e+11 (median) + 4.666130e+11  / - 2.391180e+11
#SM   Stats: 3.100670e+10 (median) + 3.606800e+10  / - 1.771310e+10
#VMP  Stats: 1.673400e+02 (median) + 2.641000e+01  / - 2.114999e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.442963e-12 (median) + 2.677134e-12  / - 9.286782e-13
sfh 0.055623 0 0 0 #avg: 8.70516e-05; avg_err: 4.85539e-05; sd: 0.00813767; counts: 28091
sfh 0.060123 0 0 0 #avg: 0.000866814; avg_err: 0.000451653; sd: 0.0756974; counts: 28091
sfh 0.062373 0 0 0 #avg: 0.00259795; avg_err: 0.000927229; sd: 0.155404; counts: 28091
sfh 0.064623 0 0 0 #avg: 0.00328666; avg_err: 0.000718057; sd: 0.120347; counts: 28091
sfh 0.066873 0 0 0 #avg: 0.00559393; avg_err: 0.000985963; sd: 0.165248; counts: 28091
sfh 0.069123 0 0 0 #avg: 0.00975335; avg_err: 0.00158094; sd: 0.264967; counts: 28091
sfh 0.071373 0 0 0 #avg: 0.0146343; avg_err: 0.00175103; sd: 0.293475; counts: 28091
sfh 0.073623 0 0 0 #avg: 0.0208752; avg_err: 0.00182655; sd: 0.306131; counts: 28091
sfh 0.075873 0 0 0 #avg: 0.0312106; avg_err: 0.00246339; sd: 0.412866; counts: 28091
sfh 0.078123 0 0 0 #avg: 0.0409079; avg_err: 0.00263147; sd: 0.441037; counts: 28091
sfh 0.080373 0 0 0 #avg: 0.0493246; avg_err: 0.00252977; sd: 0.42399; counts: 28091
sfh 0.082623 0 0.000591009 0 #avg: 0.0533145; avg_err: 0.00234845; sd: 0.393602; counts: 28091
sfh 0.085998 0 0.0276433 0 #avg: 0.0758942; avg_err: 0.00271119; sd: 0.454397; counts: 28091
sfh 0.089373 0 0.0700417 0 #avg: 0.0993353; avg_err: 0.00327289; sd: 0.548539; counts: 28091
sfh 0.092748 0 0.117567 0 #avg: 0.126451; avg_err: 0.00405513; sd: 0.679643; counts: 28091
sfh 0.096123 0 0.169896 0 #avg: 0.154818; avg_err: 0.00453496; sd: 0.760063; counts: 28091
sfh 0.099498 0.00602851 0.209889 0.00602851 #avg: 0.182898; avg_err: 0.00541454; sd: 0.90748; counts: 28091
sfh 0.102873 0.0168008 0.237596 0.0168008 #avg: 0.211287; avg_err: 0.00550523; sd: 0.922681; counts: 28091
sfh 0.106248 0.0283213 0.266885 0.0283213 #avg: 0.244474; avg_err: 0.00677675; sd: 1.13579; counts: 28091
sfh 0.109623 0.0411511 0.301249 0.0411511 #avg: 0.273757; avg_err: 0.00694989; sd: 1.16481; counts: 28091
sfh 0.112998 0.0530345 0.326788 0.0530345 #avg: 0.303043; avg_err: 0.00691793; sd: 1.15945; counts: 28091
sfh 0.116373 0.0635404 0.362971 0.0628379 #avg: 0.334757; avg_err: 0.00713022; sd: 1.19503; counts: 28091
sfh 0.119748 0.0742428 0.400966 0.0713083 #avg: 0.371261; avg_err: 0.00815253; sd: 1.36637; counts: 28091
sfh 0.123123 0.0850733 0.444808 0.0796944 #avg: 0.405552; avg_err: 0.00908468; sd: 1.5226; counts: 28091
sfh 0.126498 0.096854 0.492159 0.0890421 #avg: 0.442536; avg_err: 0.00989992; sd: 1.65923; counts: 28091
sfh 0.129873 0.110885 0.539744 0.099995 #avg: 0.493002; avg_err: 0.0120345; sd: 2.01698; counts: 28091
sfh 0.133248 0.125342 0.586543 0.111414 #avg: 0.545606; avg_err: 0.0157408; sd: 2.63817; counts: 28091
sfh 0.136623 0.141283 0.654058 0.123957 #avg: 0.614392; avg_err: 0.0276039; sd: 4.62643; counts: 28091
sfh 0.141685 0.165399 0.733864 0.142957 #avg: 0.663102; avg_err: 0.0144757; sd: 2.42615; counts: 28091
sfh 0.146748 0.193908 0.827272 0.165489 #avg: 0.752105; avg_err: 0.0169527; sd: 2.84129; counts: 28091
sfh 0.15181 0.22055 0.91887 0.185591 #avg: 0.846616; avg_err: 0.024175; sd: 4.05175; counts: 28091
sfh 0.156873 0.250889 1.00372 0.210026 #avg: 0.950102; avg_err: 0.0297146; sd: 4.98019; counts: 28091
sfh 0.161935 0.281031 1.12405 0.233955 #avg: 1.03923; avg_err: 0.0279395; sd: 4.68268; counts: 28091
sfh 0.166998 0.310568 1.24552 0.256541 #avg: 1.11783; avg_err: 0.0254595; sd: 4.26703; counts: 28091
sfh 0.17206 0.340787 1.35118 0.280299 #avg: 1.22068; avg_err: 0.0286153; sd: 4.79594; counts: 28091
sfh 0.177123 0.373445 1.46233 0.306518 #avg: 1.34242; avg_err: 0.0319595; sd: 5.35643; counts: 28091
sfh 0.182185 0.410141 1.56623 0.334179 #avg: 1.45367; avg_err: 0.03943; sd: 6.6085; counts: 28091
sfh 0.187248 0.442613 1.69825 0.359356 #avg: 1.56881; avg_err: 0.0433061; sd: 7.25813; counts: 28091
sfh 0.19231 0.479509 1.79104 0.38821 #avg: 1.6657; avg_err: 0.0377444; sd: 6.32599; counts: 28091
sfh 0.197373 0.51647 1.88869 0.417625 #avg: 1.76134; avg_err: 0.0368308; sd: 6.17286; counts: 28091
sfh 0.202435 0.55912 2.02977 0.451412 #avg: 1.89128; avg_err: 0.044196; sd: 7.40728; counts: 28091
sfh 0.207498 0.602431 2.15524 0.486638 #avg: 2.04684; avg_err: 0.0603544; sd: 10.1154; counts: 28091
sfh 0.21256 0.649022 2.27821 0.525974 #avg: 2.17755; avg_err: 0.0724153; sd: 12.1369; counts: 28091
sfh 0.217623 0.699741 2.45726 0.566968 #avg: 2.32966; avg_err: 0.0878708; sd: 14.7272; counts: 28091
sfh 0.222685 0.742847 2.58522 0.602352 #avg: 2.46337; avg_err: 0.0792103; sd: 13.2757; counts: 28091
sfh 0.227748 0.796188 2.70668 0.644831 #avg: 2.55203; avg_err: 0.0552766; sd: 9.2644; counts: 28091
sfh 0.23281 0.837062 2.88604 0.675048 #avg: 2.64566; avg_err: 0.0497423; sd: 8.33685; counts: 28091
sfh 0.237873 0.888557 3.12195 0.715749 #avg: 2.75879; avg_err: 0.0479415; sd: 8.03503; counts: 28091
sfh 0.242935 0.941609 3.31807 0.755995 #avg: 2.94821; avg_err: 0.052587; sd: 8.81363; counts: 28091
sfh 0.247998 0.995719 3.46412 0.799488 #avg: 3.14822; avg_err: 0.0629264; sd: 10.5465; counts: 28091
sfh 0.25306 1.05611 3.60024 0.843382 #avg: 3.36658; avg_err: 0.0706916; sd: 11.848; counts: 28091
sfh 0.258123 1.11004 3.74019 0.884333 #avg: 3.55084; avg_err: 0.0723839; sd: 12.1316; counts: 28091
sfh 0.263185 1.17457 3.96645 0.936357 #avg: 3.70873; avg_err: 0.0750053; sd: 12.5709; counts: 28091
sfh 0.268248 1.2407 4.24745 0.989559 #avg: 3.93794; avg_err: 0.0795384; sd: 13.3307; counts: 28091
