#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.02409e+09 0.974619 0.0112342 3.95328e+08 3.63206e+07 0 7.73094e+08 0 0.25035 0.00644464 0.221227 0.155195 0.0514842 0.294031 0.00618829 0.278699 0.138039 0.0741139 0.395309 0.00431823 0.410842 0.0443518 0.0769464 197
1.46628e+10 1 0 5.6067e+08 2.71605e+08 0 1.7203e+09 0 0.242137 0.0352537 0.200891 0.140552 0.043376 0.276152 0.0338679 0.251841 0.105154 0.083037 0.347583 0.039526 0.381996 0.0576117 0.20631 9
4.64853e+10 1 1 1.01337e+09 1.01337e+09 1.01337e+09 0 0 0.247131 0.247131 0.247131 0 0 0.319041 0.319041 0.319041 0 0 0.400903 0.400903 0.400903 0 0 1
1.08472e+11 1 0 0 0 0 0 0 0.174171 0.0215554 0.192328 0.0066265 0.0610978 0.253149 0.0242876 0.260433 0.0306662 0.0525174 0.432425 0.009264 0.423794 0.0271453 0.00125119 3
1.56388e+11 1 0 4.58209e+08 1.2559e+08 4.49746e+08 2.42813e+08 4.49746e+08 0.219543 0.0339429 0.21106 0.0155656 0.0465563 0.287793 0.0275796 0.295678 0.0144563 0.0796689 0.421424 0.00973895 0.435623 0.000263989 0.029111 8
2.71675e+11 1 0 2.71969e+08 8.09636e+07 0 5.30876e+08 0 0.231444 0.00857331 0.227287 0.0490144 0.0514649 0.340104 0.00818554 0.349078 0.0329053 0.0555331 0.442676 0.00475267 0.447795 0.0217714 0.0232667 46
4.23974e+11 1 0 4.4278e+08 3.62351e+07 3.21693e+08 6.11817e+08 3.21693e+08 0.251628 0.00377747 0.246284 0.0691221 0.0548443 0.361994 0.00299975 0.363644 0.0437598 0.0506483 0.444727 0.00188539 0.453587 0.0151428 0.0335048 240
6.65894e+11 1 0 5.29317e+08 1.87529e+07 4.49746e+08 6.43252e+08 4.49746e+08 0.267959 0.00177699 0.26252 0.0691184 0.0536301 0.377031 0.00129446 0.38145 0.0389799 0.045855 0.442787 0.00100659 0.452213 0.0185035 0.0373935 1150
1.03571e+12 1 0 6.34513e+08 1.09667e+07 5.30876e+08 7.20614e+08 5.30876e+08 0.280201 0.00103671 0.277715 0.0706217 0.0625703 0.377614 0.000775159 0.382608 0.0412059 0.0464468 0.436418 0.000618481 0.445919 0.0227126 0.0411008 3676
1.61488e+12 0.999343 0.000293756 8.29527e+08 8.47935e+06 6.92559e+08 8.72654e+08 6.92559e+08 0.274851 0.000680459 0.274345 0.0621327 0.0595247 0.364771 0.000561855 0.369295 0.0448579 0.0526587 0.421849 0.000490362 0.430658 0.0313364 0.0499361 7610
2.50939e+12 1 0 1.09136e+09 8.3546e+06 1.01337e+09 8.60745e+08 1.01337e+09 0.259061 0.000583224 0.25822 0.0583906 0.0564585 0.343105 0.000534344 0.347719 0.0466641 0.0552383 0.400234 0.000496912 0.407445 0.0402183 0.0540769 9281
3.94072e+12 1 0 1.35847e+09 9.58683e+06 1.25149e+09 9.26147e+08 7.20614e+08 0.241277 0.000589961 0.239789 0.0548613 0.0511385 0.318567 0.000574866 0.321419 0.0476155 0.0533634 0.375108 0.000565585 0.380089 0.0449498 0.0545525 7857
6.20211e+12 1 0 1.58455e+09 1.24587e+07 1.56521e+09 9.83734e+08 8.72654e+08 0.22386 0.000679122 0.222205 0.0512131 0.0480216 0.295028 0.000688509 0.296344 0.0487579 0.0512937 0.351959 0.000705134 0.355708 0.0474311 0.0549932 5192
9.81703e+12 0.999695 0.000304692 1.75114e+09 1.60995e+07 1.7203e+09 9.74166e+08 9.47209e+08 0.207098 0.000766088 0.205027 0.0462167 0.0418795 0.273728 0.000818984 0.274537 0.0455278 0.0481404 0.332011 0.000867601 0.334356 0.0481638 0.0522213 3282
1.55855e+13 1 0 1.74983e+09 2.17169e+07 1.79737e+09 9.69207e+08 1.10482e+09 0.195559 0.000914859 0.193572 0.0418289 0.0365081 0.259794 0.00100616 0.259945 0.0430761 0.0444839 0.321031 0.00113386 0.321663 0.0468197 0.049532 1898
2.45452e+13 1 0 1.79354e+09 3.12474e+07 1.79737e+09 1.04086e+09 1.10482e+09 0.181648 0.00112052 0.180272 0.0354045 0.0341198 0.241869 0.00130001 0.242405 0.0380065 0.0386418 0.306345 0.00154036 0.303168 0.0492764 0.0436648 993
3.85998e+13 1 0 1.64282e+09 4.14408e+07 1.64291e+09 9.7901e+08 1.0311e+09 0.173979 0.00144521 0.173481 0.0337403 0.0335656 0.232376 0.00171647 0.233308 0.0385935 0.042874 0.301331 0.00218768 0.301314 0.051155 0.0479062 552
