#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.13237e+09 0.0002535 0.000255578 1.6425e-05 0 0 0 0.000111837 2.99363e-06 0 0 0 962523
1.58024e+10 0.000492983 0.000495045 3.20801e-05 0 0 0 0.000233234 5.12311e-06 0 0 0 484804
2.4919e+10 0.000861174 0.000863572 4.5621e-05 0 0 0 0.000420424 7.13812e-06 0 0 0 416873
3.9349e+10 0.00136058 0.00136654 6.40186e-05 0 0 0 0.000656142 1.01186e-05 0 0 0 335885
6.22024e+10 0.00203922 0.00206693 9.15802e-05 0 0 0 0.000954074 1.52939e-05 0 0 0 252548
9.81471e+10 0.00406891 0.00412381 0.000160383 0 0 0 0.0015518 2.79453e-05 0 0 0 163926
1.5553e+11 0.00796639 0.0082397 0.000297074 0 0 0 0.00301666 6.25385e-05 0 0 0 98790
2.46283e+11 0.0168049 0.0177974 0.000573714 0 0 0 0.00736985 0.000157248 0 0 0 59447
3.90722e+11 0.0355 0.0376389 0.00106358 0 0 0 0.0220561 0.000383565 0 0.0215477 0 36000
6.1812e+11 0.0718866 0.077277 0.00195309 0 0 0 0.060479 0.000837203 0 0.133525 0 21520
9.78938e+11 0.110016 0.118623 0.0031007 0 0 0 0.127459 0.00148263 0.0447207 0.259874 0.0447207 12780
1.55128e+12 0.153273 0.16501 0.0047312 0 0 0 0.221965 0.00226998 0.189908 0.245264 0.182318 7242
2.4569e+12 0.169128 0.181753 0.00643823 0 1 0 0.307364 0.00299975 0.300958 0.211528 0.215728 4198
3.90202e+12 0.189548 0.204065 0.00897078 0 1 0 0.401121 0.00393762 0.405419 0.19399 0.207928 2411
6.16928e+12 0.17033 0.182889 0.01171 0 1 0 0.466604 0.00517276 0.477543 0.174249 0.196894 1274
9.81913e+12 0.146875 0.148437 0.0142375 0 0 0 0.527358 0.00678154 0.542696 0.146601 0.18317 640
1.53813e+13 0.143333 0.15 0.0217029 0 0 0 0.561558 0.00915907 0.569325 0.16177 0.158195 300
2.49036e+13 0.140741 0.140741 0.0300414 0 0 0 0.591955 0.0151372 0.612892 0.146412 0.146024 135
3.87667e+13 0.0892857 0.107143 0.0488742 0 0 0 0.614247 0.0238719 0.654222 0.132008 0.203898 56
6.02691e+13 0.1 0.1 0.0557086 0 0 0 0.626273 0.0278124 0.634811 0.140918 0.133031 30
9.12029e+13 0.333333 0.333333 0.210819 0 1 0 0.741775 0.0259151 0.765898 0.0381124 0.13078 6
2.63971e+14 0 0 0 0 0 0 0.722931 0.722931 0.722931 0 0 1
