#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
50.8362 1 0 1.20055e+08 1.20055e+08 0 3.60165e+08 0 0.293982 0.0259936 0.309105 0.020392 0.0657588 0.295971 0.0260342 0.311137 0.0203876 0.0658868 0.297959 0.0260747 0.31317 0.0203832 0.0660147 3
64.5328 1 0 3.48957e+08 2.83101e+08 0 1.73358e+09 0 0.2199 0.0412682 0.237045 0.0924394 0.13624 0.233563 0.0405136 0.25982 0.0716982 0.154318 0.257346 0.0352556 0.28768 0.0458711 0.177397 6
83.6512 1 0 3.3467e+08 6.2544e+07 0 9.44654e+08 0 0.16294 0.00635423 0.147132 0.0650985 0.0222307 0.198946 0.00535016 0.186399 0.0567459 0.021724 0.246066 0.00455278 0.246136 0.0415987 0.0408685 58
103.291 1 0 4.17907e+08 3.07307e+07 0 9.44654e+08 0 0.157497 0.00231206 0.152315 0.0391414 0.0309699 0.200322 0.00228812 0.198211 0.0426217 0.0343886 0.252808 0.00209701 0.258425 0.0276237 0.0448045 287
128.881 1 0 4.69314e+08 1.52945e+07 3.60165e+08 7.16137e+08 3.60165e+08 0.159112 0.00110443 0.155516 0.040095 0.033982 0.209072 0.00112425 0.208229 0.0407011 0.0392711 0.258911 0.00100779 0.262971 0.0308507 0.0411961 1215
160.259 0.999656 0.000344471 5.48364e+08 1.02623e+07 4.66944e+08 6.74324e+08 4.66944e+08 0.164488 0.000677708 0.162418 0.0373429 0.0351754 0.215305 0.000701388 0.215136 0.0400731 0.0382492 0.262723 0.0006816 0.269309 0.0296999 0.0436125 2903
199.559 1 0 6.1492e+08 9.12931e+06 5.36715e+08 6.68934e+08 5.36715e+08 0.174802 0.000628516 0.172511 0.0409 0.0364699 0.226757 0.000637776 0.227954 0.0407043 0.0422264 0.268837 0.000610836 0.27645 0.0292431 0.0469498 3754
248.009 0.999654 0.00034638 6.8685e+08 1.0397e+07 6.74785e+08 5.94649e+08 6.74785e+08 0.18521 0.000744131 0.183451 0.0419103 0.0390199 0.234333 0.00072502 0.236381 0.0384091 0.0429981 0.269219 0.000690116 0.275811 0.0306338 0.0457872 2887
310.211 1 0 8.10894e+08 1.56982e+07 7.43049e+08 6.52126e+08 7.43049e+08 0.184799 0.00104436 0.184075 0.0387859 0.0372203 0.23125 0.00103585 0.233354 0.0373034 0.0412231 0.261359 0.00102886 0.266375 0.0335763 0.0447368 1327
387.166 1 0 9.29869e+08 2.56777e+07 8.77994e+08 6.40409e+08 5.17828e+08 0.176125 0.00158442 0.175574 0.0340092 0.0336357 0.221362 0.00167856 0.225689 0.0342605 0.039342 0.252477 0.00173817 0.257388 0.0318957 0.0452335 457
486.04 1 0 1.05881e+09 5.00201e+07 1.14127e+09 5.57071e+08 6.74324e+08 0.171115 0.00306453 0.16914 0.0329785 0.0328343 0.21152 0.00347157 0.209907 0.0419952 0.0376867 0.241467 0.0035416 0.239779 0.0432291 0.043329 129
617.568 1 0 9.72611e+08 1.08669e+08 8.77994e+08 5.79115e+08 3.41278e+08 0.167252 0.00582058 0.160627 0.0422011 0.0137933 0.212975 0.00814175 0.221366 0.0292928 0.0471049 0.248499 0.00747325 0.251354 0.0297518 0.0494882 18
852.493 1 0 1.58532e+09 5.09014e+08 2.09433e+09 0 1.01803e+09 0.128848 0.00650201 0.13535 0 0.013004 0.168984 0.0354234 0.204407 0 0.0708469 0.199288 0.0288291 0.228118 0 0.0576581 2
