#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.66851e+09 0.00025446 0.000254875 5.94587e-06 0 0 0 0.000233439 1.81121e-06 0 0 0 7230987
1.56626e+10 0.000624131 0.000624999 1.64879e-05 0 0 0 0.000589981 4.97632e-06 0 0 0 2304003
2.47493e+10 0.00111867 0.00111991 2.63599e-05 0 0 0 0.00107246 8.11364e-06 0 0 0 1613517
3.91154e+10 0.00172654 0.00173735 3.9768e-05 0 0 0 0.00161829 1.24399e-05 0 0 0 1110310
6.18724e+10 0.00279165 0.00281275 6.3277e-05 0 0 0 0.00241259 2.09776e-05 0 0 0 711049
9.81496e+10 0.00453466 0.00456674 0.000102779 0 0 0 0.00374708 3.60837e-05 0 0 0 436416
1.55531e+11 0.00754528 0.00763175 0.000170654 0 0 0 0.00615021 6.55792e-05 0 0 0 265994
2.46285e+11 0.0113616 0.0114852 0.000267711 0 0 0 0.0100655 0.000114402 0 0 0 161861
3.90359e+11 0.0155888 0.0157837 0.000404262 0 0 0 0.0162376 0.000194031 0 0 0 97442
6.18227e+11 0.023302 0.0235417 0.000633868 0 0 0 0.0263574 0.000316984 0 0.0339954 0 58407
9.79604e+11 0.0296875 0.0301901 0.000946309 0 0 0 0.0412566 0.000512898 0 0.0872162 0 33819
1.55097e+12 0.0373315 0.0377446 0.00138496 0 0 0 0.0629479 0.000810696 0 0.153612 0 19367
2.45153e+12 0.0416159 0.042272 0.0019794 0 0 0 0.0943585 0.00130008 0.0246145 0.199318 0.0246145 10669
3.89139e+12 0.0470928 0.0477729 0.00282249 0 0 0 0.131385 0.00188404 0.0868151 0.201172 0.0868151 5882
6.15589e+12 0.0410864 0.0410864 0.00370443 0 0 0 0.170948 0.00283042 0.13858 0.191445 0.13858 2872
9.74369e+12 0.0403397 0.0403397 0.0052361 0 0 0 0.200646 0.0040249 0.181314 0.178371 0.144291 1413
1.52798e+13 0.0366412 0.0366412 0.00734666 0 0 0 0.231366 0.00572056 0.219963 0.160972 0.150764 655
2.46717e+13 0.0118577 0.0118577 0.00681883 0 0 0 0.24197 0.00927577 0.242447 0.151331 0.157932 253
3.82227e+13 0 0 0 0 0 0 0.251599 0.0155357 0.236221 0.210982 0.130615 88
5.80382e+13 0 0 0 0 0 0 0.257819 0.0295914 0.260899 0.13933 0.175947 22
9.46856e+13 0 0 0 0 0 0 0.16184 0.0561379 0.135246 0.157665 0.123182 5
