#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#mpeak range: 10.25 - 10.75
#HM   Stats: 2.780880e+10 (median) + 1.502940e+10  / - 7.529400e+09
#SM   Stats: 1.943970e+07 (median) + 3.292670e+07  / - 1.209605e+07
#VMP  Stats: 6.947000e+01 (median) + 1.094000e+01  / - 7.970001e+00
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.251551e-09 (median) + 1.693280e-09  / - 6.607365e-10
sfh 0.055623 0 0 0 #avg: 4.80317e-08; avg_err: 4.79055e-08; sd: 8.85711e-05; counts: 3418326
sfh 0.060123 0 0 0 #avg: 3.09611e-07; avg_err: 2.66437e-07; sd: 0.000492608; counts: 3418326
sfh 0.062373 0 0 0 #avg: 1.33625e-06; avg_err: 7.69338e-07; sd: 0.00142241; counts: 3418326
sfh 0.064623 0 0 0 #avg: 8.40273e-06; avg_err: 6.1851e-06; sd: 0.0114355; counts: 3418326
sfh 0.066873 0 0 0 #avg: 9.85741e-06; avg_err: 4.74732e-06; sd: 0.00877719; counts: 3418326
sfh 0.069123 0 0 0 #avg: 1.43293e-05; avg_err: 3.83147e-06; sd: 0.00708389; counts: 3418326
sfh 0.071373 0 0 0 #avg: 2.37332e-05; avg_err: 2.78562e-06; sd: 0.00515025; counts: 3418326
sfh 0.073623 0 0 0 #avg: 4.64847e-05; avg_err: 4.49105e-06; sd: 0.00830337; counts: 3418326
sfh 0.075873 0 0 0 #avg: 8.9332e-05; avg_err: 8.68055e-06; sd: 0.0160492; counts: 3418326
sfh 0.078123 0 0 0 #avg: 0.000134625; avg_err: 6.56097e-06; sd: 0.0121304; counts: 3418326
sfh 0.080373 0 0 0 #avg: 0.000210511; avg_err: 7.92328e-06; sd: 0.0146491; counts: 3418326
sfh 0.082623 0 0 0 #avg: 0.000284787; avg_err: 7.875e-06; sd: 0.0145599; counts: 3418326
sfh 0.085998 0 0 0 #avg: 0.000499581; avg_err: 1.1153e-05; sd: 0.0206205; counts: 3418326
sfh 0.089373 0 0 0 #avg: 0.000765898; avg_err: 1.2348e-05; sd: 0.0228298; counts: 3418326
sfh 0.092748 0 0 0 #avg: 0.00112971; avg_err: 1.63903e-05; sd: 0.0303035; counts: 3418326
sfh 0.096123 0 0 0 #avg: 0.00157413; avg_err: 1.7465e-05; sd: 0.0322905; counts: 3418326
sfh 0.099498 0 0 0 #avg: 0.00210147; avg_err: 1.93496e-05; sd: 0.0357749; counts: 3418326
sfh 0.102873 0 0 0 #avg: 0.00268148; avg_err: 1.86895e-05; sd: 0.0345545; counts: 3418326
sfh 0.106248 0 0 0 #avg: 0.00334007; avg_err: 1.89283e-05; sd: 0.034996; counts: 3418326
