#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#mpeak range: 11.25 - 11.75
#HM   Stats: 4.116180e+11 (median) + 1.038230e+11  / - 1.310300e+11
#SM   Stats: 5.524890e+09 (median) + 9.099810e+09  / - 3.490460e+09
#VMP  Stats: 1.634300e+02 (median) + 1.860001e+01  / - 1.662000e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 2.189212e-12 (median) + 3.689594e-12  / - 1.390894e-12
sfh 0.055623 0 0 0 #avg: 5.14082e-05; avg_err: 5.14082e-05; sd: 0.00391176; counts: 5791
sfh 0.060123 0 0 0 #avg: 0.00142551; avg_err: 0.00114083; sd: 0.0868077; counts: 5791
sfh 0.062373 0 0 0 #avg: 0.00166994; avg_err: 0.000800837; sd: 0.0609373; counts: 5791
sfh 0.064623 0 0 0 #avg: 0.00328527; avg_err: 0.00118901; sd: 0.0904745; counts: 5791
sfh 0.066873 0 0 0 #avg: 0.00640016; avg_err: 0.0020184; sd: 0.153584; counts: 5791
sfh 0.069123 0 0 0 #avg: 0.00976518; avg_err: 0.00200832; sd: 0.152817; counts: 5791
sfh 0.071373 0 0 0 #avg: 0.0157265; avg_err: 0.00307902; sd: 0.234289; counts: 5791
sfh 0.073623 0 0 0 #avg: 0.0228395; avg_err: 0.00340378; sd: 0.259001; counts: 5791
sfh 0.075873 0 0 0 #avg: 0.0335071; avg_err: 0.00519062; sd: 0.394965; counts: 5791
sfh 0.078123 0 0 0 #avg: 0.0405921; avg_err: 0.00483384; sd: 0.367816; counts: 5791
sfh 0.080373 0 0 0 #avg: 0.0512211; avg_err: 0.00461279; sd: 0.350997; counts: 5791
sfh 0.082623 0 0.0121531 0 #avg: 0.0611523; avg_err: 0.00493267; sd: 0.375337; counts: 5791
sfh 0.085998 0 0.0450122 0 #avg: 0.0888075; avg_err: 0.00655839; sd: 0.499041; counts: 5791
sfh 0.089373 0 0.103606 0 #avg: 0.118964; avg_err: 0.00693192; sd: 0.527464; counts: 5791
sfh 0.092748 0 0.147601 0 #avg: 0.148004; avg_err: 0.0115341; sd: 0.877652; counts: 5791
sfh 0.096123 0.0014055 0.194281 0.0014055 #avg: 0.164867; avg_err: 0.0088213; sd: 0.671231; counts: 5791
sfh 0.099498 0.00855326 0.226629 0.00855326 #avg: 0.183779; avg_err: 0.00955414; sd: 0.726994; counts: 5791
sfh 0.102873 0.0213252 0.268241 0.0213252 #avg: 0.208287; avg_err: 0.00928529; sd: 0.706537; counts: 5791
sfh 0.106248 0.0328026 0.283293 0.0328026 #avg: 0.249051; avg_err: 0.0132985; sd: 1.01191; counts: 5791
sfh 0.109623 0.0451006 0.328625 0.0451006 #avg: 0.353089; avg_err: 0.0626684; sd: 4.76857; counts: 5791
