#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
40.0496 6.5838e+08 6.30176e+07 6.6446e+08 3.73006e+08 3.4648e+08 1.37043e+09 2.32359e+08 1.093e+09 7.81121e+08 6.43252e+08 22
102.53 8.53413e+08 8.53413e+08 8.53413e+08 0 0 8.6689e+08 8.6689e+08 8.6689e+08 0 0 1
127.951 1.20414e+09 2.04781e+08 1.40892e+09 0 4.09561e+08 1.84243e+09 4.84766e+08 2.3272e+09 0 9.69533e+08 2
163.026 8.08476e+08 7.78408e+07 5.79662e+08 7.67967e+08 2.26024e+08 1.81042e+09 1.76294e+08 1.56521e+09 1.20137e+09 1.02584e+09 47
202.591 7.93805e+08 3.12544e+07 6.33798e+08 6.17692e+08 2.3013e+08 1.57594e+09 7.40662e+07 1.25149e+09 1.58675e+09 7.20614e+08 218
250.974 9.66394e+08 3.44101e+07 7.92119e+08 6.87394e+08 3.19904e+08 1.21015e+09 4.72554e+07 9.43961e+08 9.30157e+08 4.13085e+08 287
310.816 1.0411e+09 4.66483e+07 8.53413e+08 7.23428e+08 3.94032e+08 1.21313e+09 6.63629e+07 8.53413e+08 1.39919e+09 3.75017e+08 189
389.791 1.71674e+09 1.00562e+08 1.56521e+09 8.36178e+08 7.11799e+08 1.04522e+09 9.87193e+07 7.61983e+08 9.19113e+08 3.12237e+08 68
499.65 2.02596e+09 1.56439e+08 2.25261e+09 6.56836e+08 1.23939e+09 1.05143e+09 1.5965e+08 7.73094e+08 8.49384e+08 3.36248e+08 28
608.662 1.9291e+09 2.7723e+08 2.41642e+09 6.34031e+08 1.70006e+09 7.33623e+08 9.47874e+07 6.99035e+08 3.78844e+08 3.55191e+08 14
765.33 1.81466e+09 1.0945e+08 1.78299e+09 2.35078e+08 1.40079e+08 5.35703e+08 8.91999e+07 5.30876e+08 1.61682e+08 1.47202e+08 3
927.35 2.68057e+09 2.68057e+09 2.68057e+09 0 0 1.17237e+09 1.17237e+09 1.17237e+09 0 0 1
