#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
46.8295 4.78418e+08 1.08711e+07 4.20356e+08 2.0695e+08 9.72089e+07 3.54709e+09 7.5902e+07 4.10191e+09 4.66638e+08 2.53669e+09 296
62.9573 4.37441e+08 8.12618e+06 3.84989e+08 1.69087e+08 6.23632e+07 4.25805e+09 2.98761e+07 4.39903e+09 2.788e+08 5.46096e+08 342
81.4202 4.72519e+08 8.36232e+06 4.10865e+08 2.08424e+08 8.9012e+07 4.16895e+09 2.08774e+07 4.22253e+09 4.55301e+08 4.97762e+08 570
100.079 5.18999e+08 7.62435e+06 4.43556e+08 2.87936e+08 1.20409e+08 3.93416e+09 2.17496e+07 4.04061e+09 5.82958e+08 7.14059e+08 955
126.864 5.8499e+08 8.67713e+06 4.82497e+08 3.5283e+08 1.50208e+08 3.47003e+09 2.51437e+07 3.65981e+09 6.80662e+08 1.11086e+09 1333
158.547 6.91407e+08 1.03685e+07 5.35262e+08 5.0016e+08 1.89251e+08 2.53212e+09 2.96047e+07 2.62192e+09 1.29419e+09 1.60855e+09 1768
195.535 7.71035e+08 1.41546e+07 6.04016e+08 6.27685e+08 2.34701e+08 1.90975e+09 3.37376e+07 1.7203e+09 1.60625e+09 1.10849e+09 1217
243.764 8.45345e+08 3.48964e+07 6.81088e+08 5.70402e+08 2.91126e+08 1.50873e+09 6.75769e+07 1.093e+09 1.60147e+09 5.30876e+08 250
310.103 1.07173e+09 7.32414e+07 1.0311e+09 3.83875e+08 5.00219e+08 1.18988e+09 1.1178e+08 8.63865e+08 1.30143e+09 3.32989e+08 59
396.68 1.66737e+09 3.59273e+08 1.40892e+09 1.7356e+09 1.0881e+09 9.821e+08 2.94684e+08 7.15606e+08 3.77391e+08 2.65861e+08 12
492.539 1.95392e+09 5.38624e+08 8.96622e+08 2.63231e+09 1.04503e+08 1.29407e+09 4.88642e+08 7.73094e+08 7.92119e+08 3.23348e+08 7
