#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.82138e+09 1.16446e+09 2.60031e+07 9.06013e+08 1.01309e+09 4.37948e+08 1.46399e+09 3.49116e+07 1.05478e+09 1.38931e+09 4.78913e+08 1051
1.58183e+10 1.11617e+09 3.00924e+07 8.29125e+08 1.00302e+09 3.6106e+08 1.30499e+09 3.67743e+07 9.41735e+08 1.26673e+09 3.80897e+08 756
2.50305e+10 1.03688e+09 2.83837e+07 8.00274e+08 9.41735e+08 3.50728e+08 1.25407e+09 3.76455e+07 9.41735e+08 1.0327e+09 4.47792e+08 707
3.91991e+10 1.06821e+09 3.22893e+07 8.03239e+08 8.23207e+08 3.50212e+08 1.21486e+09 4.1116e+07 8.29125e+08 1.14211e+09 3.35182e+08 608
6.32302e+10 1.16919e+09 3.64548e+07 9.02545e+08 1.07189e+09 4.44376e+08 1.197e+09 4.35302e+07 9.32842e+08 8.09167e+08 4.38899e+08 560
9.89e+10 1.20392e+09 4.04989e+07 9.41735e+08 9.16891e+08 4.47792e+08 1.20683e+09 5.19365e+07 8.65372e+08 9.15137e+08 3.71429e+08 455
1.57347e+11 1.23208e+09 4.89841e+07 9.23002e+08 1.05144e+09 4.29059e+08 1.22711e+09 6.38835e+07 8.6037e+08 9.97649e+08 3.66428e+08 361
2.46169e+11 1.31117e+09 5.42382e+07 9.51436e+08 1.35498e+09 4.81785e+08 1.30505e+09 4.85352e+07 1.04022e+09 1.07896e+09 4.772e+08 331
3.86357e+11 1.52662e+09 7.43312e+07 1.16825e+09 1.51297e+09 6.05234e+08 1.52241e+09 9.98454e+07 1.14952e+09 1.29457e+09 6.55575e+08 232
6.20184e+11 1.83084e+09 1.18089e+08 1.28215e+09 1.9983e+09 7.04202e+08 1.58217e+09 1.12806e+08 1.14952e+09 1.41295e+09 5.6747e+08 177
1.00033e+12 1.92164e+09 1.40257e+08 1.16825e+09 2.47578e+09 6.09289e+08 1.92339e+09 1.55913e+08 1.16825e+09 2.1122e+09 6.74308e+08 163
1.56657e+12 2.11564e+09 1.5877e+08 1.27584e+09 2.84259e+09 6.70604e+08 2.21611e+09 1.64871e+08 1.51125e+09 2.49911e+09 8.26562e+08 130
2.47081e+12 2.58814e+09 2.21407e+08 1.85802e+09 3.01613e+09 1.14106e+09 2.56638e+09 1.98467e+08 1.75999e+09 2.74258e+09 1.06523e+09 103
3.91107e+12 2.5832e+09 2.71553e+08 1.51125e+09 3.36291e+09 7.94287e+08 2.10662e+09 1.91834e+08 1.72085e+09 1.51799e+09 1.22691e+09 82
6.14159e+12 2.73249e+09 4.0343e+08 1.47879e+09 4.5811e+09 9.84849e+08 2.26399e+09 2.30884e+08 2.00484e+09 2.25112e+09 1.17571e+09 44
9.97276e+12 2.7764e+09 4.58616e+08 1.8907e+09 3.91891e+09 1.32986e+09 1.78081e+09 3.1583e+08 9.60049e+08 3.17297e+09 4.66106e+08 30
1.64742e+13 3.49619e+09 7.33608e+08 1.59729e+09 7.11133e+09 7.68169e+08 1.6335e+09 2.85585e+08 9.99357e+08 2.11613e+09 5.49811e+08 23
2.78307e+13 2.41623e+09 2.00274e+08 2.56247e+09 2.37892e+08 7.0445e+08 8.99122e+08 3.52755e+08 7.0445e+08 1.23061e+09 3.44908e+08 4
3.75116e+13 6.88958e+09 2.70505e+09 8.43664e+09 2.16905e+09 6.81022e+09 1.24873e+09 7.24121e+08 7.1696e+08 1.96427e+09 3.68942e+08 3
5.98057e+13 6.54732e+09 2.18917e+09 9.41556e+09 1.15691e+09 8.47383e+09 1.51388e+09 4.14219e+08 1.39649e+09 1.27885e+09 6.79528e+08 4
8.21765e+13 8.85906e+09 8.85906e+09 8.85906e+09 0 0 1.39649e+09 1.39649e+09 1.39649e+09 0 0 1
