#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.80896e+09 0.19749 0.224546 0.00123773 0 1 0 0.170203 0.000354551 0.137748 0.168804 0.0979618 151795
1.58515e+10 0.200181 0.229829 0.00145619 0 1 0 0.151385 0.000357024 0.123477 0.145731 0.085431 114037
2.49723e+10 0.190755 0.218128 0.00148138 0 1 0 0.150277 0.000361361 0.125606 0.139748 0.0870058 105287
3.946e+10 0.178557 0.202484 0.00153586 0 1 0 0.155478 0.000393572 0.132447 0.14048 0.0931451 90481
6.26014e+10 0.173127 0.193788 0.00163015 0 1 0 0.168765 0.000442129 0.14754 0.144161 0.100556 75696
9.90753e+10 0.175618 0.19553 0.001792 0 1 0 0.183405 0.000500524 0.165772 0.146538 0.110709 62374
1.56491e+11 0.187457 0.210597 0.0021513 0 1 0 0.201589 0.000607458 0.186183 0.149748 0.122058 46672
2.47745e+11 0.211608 0.240042 0.00274363 0 1 0 0.2243 0.000773707 0.21233 0.15878 0.138763 32461
3.92551e+11 0.245933 0.288006 0.00364684 0 1 0 0.253494 0.0010047 0.243318 0.171801 0.154535 22437
6.20891e+11 0.304153 0.371911 0.00494232 0 1 0 0.288473 0.00132615 0.281443 0.182014 0.174968 15821
9.84291e+11 0.374398 0.484419 0.00682268 0 1 0 0.340848 0.00178367 0.339339 0.19817 0.207294 11007
1.55616e+12 0.465132 0.635519 0.0094655 0 1 0 0.402589 0.00239494 0.411936 0.20806 0.237299 7213
2.46689e+12 0.511449 0.741049 0.0126937 1 1 1 0.480875 0.00302088 0.507652 0.186913 0.263937 4804
3.92289e+12 0.506398 0.728727 0.0155955 1 1 1 0.559558 0.00359306 0.59896 0.152649 0.262649 3126
6.20347e+12 0.458932 0.662731 0.0195487 0 1 0 0.628683 0.00415549 0.679574 0.110799 0.252352 1948
9.80687e+12 0.371168 0.507042 0.0217986 0 1 0 0.70236 0.00436152 0.735273 0.0969739 0.167357 1207
1.55234e+13 0.383178 0.526035 0.0283013 0 1 0 0.725447 0.00532 0.756881 0.0902465 0.146131 749
2.48024e+13 0.313107 0.40534 0.0334361 0 1 0 0.76965 0.00539467 0.780497 0.0813999 0.0922554 412
3.85938e+13 0.26971 0.323651 0.0387288 0 1 0 0.794896 0.00747371 0.818821 0.0692497 0.0951473 241
6.1455e+13 0.293333 0.366667 0.0521713 0 1 0 0.796888 0.00800833 0.820704 0.0592362 0.112575 150
9.87579e+13 0.25 0.289474 0.0616037 0 1 0 0.802104 0.0138474 0.837378 0.0537679 0.126826 76
1.53276e+14 0.25 0.277778 0.0855525 0 1 0 0.844143 0.00977168 0.844631 0.0690417 0.0412951 36
2.46626e+14 0.153846 0.153846 0.104154 0 0 0 0.873976 0.0123211 0.86568 0.0589764 0.0283134 13
3.34412e+14 0 0 0 0 0 0 0.727051 0.727051 0.727051 0 0 1
7.53676e+14 0 0 0 0 0 0 0.897917 0.897917 0.897917 0 0 1
