#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
46.6373 4.76293e+08 4.92292e+06 4.11571e+08 2.17846e+08 9.07558e+07 3.21392e+09 3.78335e+07 3.97868e+09 4.77585e+08 2.80631e+09 1478
62.7966 4.31179e+08 4.5237e+06 3.79655e+08 1.66872e+08 6.12052e+07 4.24089e+09 1.84283e+07 4.34047e+09 3.37367e+08 4.2435e+08 1064
80.4496 4.50308e+08 5.25526e+06 3.90856e+08 1.88021e+08 7.24067e+07 4.26944e+09 1.34301e+07 4.34047e+09 3.90856e+08 4.87529e+08 1127
100.393 4.9569e+08 5.42956e+06 4.20356e+08 2.59266e+08 9.77304e+07 4.02649e+09 1.56169e+07 4.10191e+09 5.21663e+08 6.40409e+08 1602
127.099 5.5274e+08 5.92678e+06 4.55301e+08 3.24091e+08 1.27541e+08 3.57611e+09 1.81989e+07 3.72477e+09 6.74262e+08 9.58191e+08 2350
159.924 6.44694e+08 6.4522e+06 5.02745e+08 4.47609e+08 1.64097e+08 2.69223e+09 2.0547e+07 2.88568e+09 1.15493e+09 1.79268e+09 3842
198.537 7.41807e+08 7.09131e+06 5.68287e+08 5.94636e+08 2.0779e+08 1.91255e+09 1.81309e+07 1.64291e+09 1.75138e+09 1.0311e+09 4449
244.693 8.40681e+08 1.23497e+07 6.44668e+08 6.25889e+08 2.56212e+08 1.45223e+09 2.37192e+07 1.093e+09 1.45595e+09 5.58273e+08 1966
307.286 9.92196e+08 2.99406e+07 7.99465e+08 7.65748e+08 3.68735e+08 1.25582e+09 4.44597e+07 8.63865e+08 1.38874e+09 3.32989e+08 442
390.215 1.42126e+09 7.27597e+07 1.25149e+09 1.04614e+09 6.94242e+08 1.01444e+09 7.00938e+07 6.92559e+08 9.50354e+08 2.42813e+08 139
495.789 1.68664e+09 1.21814e+08 1.41477e+09 1.35181e+09 7.07841e+08 9.64115e+08 8.6836e+07 6.96246e+08 8.68967e+08 2.465e+08 59
605.232 1.84269e+09 2.05294e+08 1.58738e+09 1.46307e+09 8.71019e+08 8.69088e+08 9.96284e+07 7.73094e+08 3.99279e+08 3.47344e+08 23
758.068 2.04663e+09 2.18557e+08 2.01807e+09 9.93682e+08 4.46652e+08 4.80164e+08 5.57499e+07 5.30876e+08 1.61682e+08 2.23264e+08 6
927.35 2.68057e+09 2.68057e+09 2.68057e+09 0 0 1.17237e+09 1.17237e+09 1.17237e+09 0 0 1
