#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#vmpeak range: 2.61667 - 2.78333
#HM   Stats: 3.500000e+13 (median) + 1.995590e+13  / - 1.070590e+13
#SM   Stats: 2.905660e+11 (median) + 1.809640e+11  / - 1.327480e+11
#VMP  Stats: 4.754500e+02 (median) + 7.422998e+01  / - 4.561002e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 2.057811e-12 (median) + 3.041239e-12  / - 1.326119e-12
sfh 0.055623 0 0 0 #avg: 0.0102585; avg_err: 0.00400704; sd: 0.217748; counts: 2954
sfh 0.060123 0 0 0 #avg: 0.102371; avg_err: 0.0281687; sd: 1.53073; counts: 2954
sfh 0.062373 0 0 0 #avg: 0.176022; avg_err: 0.0344459; sd: 1.87184; counts: 2954
sfh 0.064623 0 0 0 #avg: 0.394977; avg_err: 0.0689623; sd: 3.74751; counts: 2954
sfh 0.066873 0 0.15115 0 #avg: 0.631724; avg_err: 0.104168; sd: 5.66066; counts: 2954
sfh 0.069123 0 0.466428 0 #avg: 0.725476; avg_err: 0.0925369; sd: 5.02859; counts: 2954
sfh 0.071373 0.00595756 0.97045 0.00595756 #avg: 1.04085; avg_err: 0.145333; sd: 7.89759; counts: 2954
sfh 0.073623 0.0696947 1.54063 0.0696947 #avg: 1.30846; avg_err: 0.093354; sd: 5.073; counts: 2954
sfh 0.075873 0.196887 2.04384 0.196887 #avg: 1.74002; avg_err: 0.120782; sd: 6.56346; counts: 2954
sfh 0.078123 0.371402 2.52231 0.371402 #avg: 2.23004; avg_err: 0.158119; sd: 8.59244; counts: 2954
sfh 0.080373 0.601098 2.94832 0.577977 #avg: 2.58488; avg_err: 0.171458; sd: 9.31731; counts: 2954
sfh 0.082623 0.796019 2.9406 0.727447 #avg: 2.63308; avg_err: 0.138531; sd: 7.52798; counts: 2954
sfh 0.085998 1.25144 4.23724 1.07115 #avg: 3.95294; avg_err: 0.274683; sd: 14.9267; counts: 2954
sfh 0.089373 1.69807 4.85377 1.3761 #avg: 4.5666; avg_err: 0.206822; sd: 11.239; counts: 2954
sfh 0.092748 2.12764 5.92648 1.62514 #avg: 5.5058; avg_err: 0.236231; sd: 12.8371; counts: 2954
sfh 0.096123 2.72662 7.20424 2.02755 #avg: 6.94569; avg_err: 0.329841; sd: 17.9241; counts: 2954
sfh 0.099498 3.24594 8.80276 2.366 #avg: 8.40845; avg_err: 0.379091; sd: 20.6004; counts: 2954
sfh 0.102873 3.90112 10.244 2.76521 #avg: 10.6194; avg_err: 0.578882; sd: 31.4573; counts: 2954
sfh 0.106248 4.82328 11.7547 3.42447 #avg: 12.2386; avg_err: 0.593016; sd: 32.2254; counts: 2954
sfh 0.109623 5.80736 13.633 4.14411 #avg: 14.4519; avg_err: 0.794384; sd: 43.168; counts: 2954
sfh 0.112998 6.72455 16.1796 4.7861 #avg: 16.2598; avg_err: 0.82481; sd: 44.8214; counts: 2954
sfh 0.116373 7.76055 17.9139 5.51797 #avg: 17.607; avg_err: 0.675356; sd: 36.6999; counts: 2954
sfh 0.119748 8.76066 20.8803 6.14051 #avg: 20.8456; avg_err: 0.846476; sd: 45.9988; counts: 2954
sfh 0.123123 9.84903 23.7055 6.90018 #avg: 23.2821; avg_err: 0.955554; sd: 51.9263; counts: 2954
sfh 0.126498 11.2266 27.3462 7.98002 #avg: 26.3139; avg_err: 1.07899; sd: 58.6339; counts: 2954
sfh 0.129873 12.9037 31.1737 9.19435 #avg: 29.5171; avg_err: 1.1264; sd: 61.2102; counts: 2954
sfh 0.133248 13.9318 35.6529 9.67149 #avg: 32.3788; avg_err: 1.11089; sd: 60.3675; counts: 2954
sfh 0.136623 15.7478 39.1827 10.8771 #avg: 35.5309; avg_err: 1.25076; sd: 67.9681; counts: 2954
sfh 0.141685 18.49 45.4845 12.8652 #avg: 41.2658; avg_err: 1.47567; sd: 80.1904; counts: 2954
sfh 0.146748 21.3834 50.6939 15.1173 #avg: 47.5817; avg_err: 1.63119; sd: 88.6412; counts: 2954
sfh 0.15181 23.9946 60.7999 16.673 #avg: 54.0237; avg_err: 1.77089; sd: 96.2331; counts: 2954
sfh 0.156873 27.1093 71.4012 18.8233 #avg: 61.3251; avg_err: 1.99147; sd: 108.219; counts: 2954
sfh 0.161935 30.7661 77.3229 21.5561 #avg: 66.8633; avg_err: 2.03592; sd: 110.635; counts: 2954
sfh 0.166998 35.4306 87.0344 24.853 #avg: 74.1808; avg_err: 2.16564; sd: 117.684; counts: 2954
sfh 0.17206 39.7909 102.03 27.7061 #avg: 83.0142; avg_err: 2.37773; sd: 129.209; counts: 2954
sfh 0.177123 44.3013 111.837 31.7459 #avg: 91.7781; avg_err: 2.56078; sd: 139.157; counts: 2954
sfh 0.182185 48.8388 122.145 34.4402 #avg: 99.6569; avg_err: 2.67847; sd: 145.552; counts: 2954
sfh 0.187248 55.1712 131.947 39.2321 #avg: 106.015; avg_err: 2.7819; sd: 151.173; counts: 2954
sfh 0.19231 59.4386 139.339 42.5333 #avg: 111.261; avg_err: 2.72706; sd: 148.193; counts: 2954
sfh 0.197373 65.342 148.257 46.7985 #avg: 120.769; avg_err: 2.94828; sd: 160.214; counts: 2954
sfh 0.202435 72.1147 164.144 52.129 #avg: 128.655; avg_err: 3.05187; sd: 165.843; counts: 2954
sfh 0.207498 75.7318 167.494 53.987 #avg: 133.711; avg_err: 3.01542; sd: 163.862; counts: 2954
sfh 0.21256 83.9189 173.77 60.546 #avg: 141.071; avg_err: 3.08117; sd: 167.435; counts: 2954
sfh 0.217623 89.2678 173.618 63.6083 #avg: 146.33; avg_err: 3.05675; sd: 166.108; counts: 2954
sfh 0.222685 94.4459 177.774 66.9308 #avg: 150.406; avg_err: 3.03435; sd: 164.891; counts: 2954
sfh 0.227748 101.8 175.582 71.4825 #avg: 156.463; avg_err: 3.08848; sd: 167.833; counts: 2954
sfh 0.23281 106.812 183.93 75.3335 #avg: 162.694; avg_err: 3.20998; sd: 174.435; counts: 2954
sfh 0.237873 111.802 183.941 78.6699 #avg: 167.719; avg_err: 3.30042; sd: 179.35; counts: 2954
sfh 0.242935 118.667 181.828 84.9239 #avg: 171.738; avg_err: 3.31878; sd: 180.348; counts: 2954
sfh 0.247998 122.122 188.421 87.6338 #avg: 175.487; avg_err: 3.32387; sd: 180.624; counts: 2954
sfh 0.25306 127.556 196.083 91.3451 #avg: 180.436; avg_err: 3.34289; sd: 181.658; counts: 2954
sfh 0.258123 130.953 196.933 94.0907 #avg: 183.823; avg_err: 3.32202; sd: 180.524; counts: 2954
sfh 0.263185 136.49 188.22 97.7035 #avg: 186.203; avg_err: 3.27178; sd: 177.793; counts: 2954
sfh 0.268248 143.352 186.883 102.548 #avg: 188.873; avg_err: 3.25731; sd: 177.007; counts: 2954
sfh 0.27331 146.352 188.071 106.655 #avg: 190.147; avg_err: 3.17231; sd: 172.388; counts: 2954
sfh 0.278373 145.572 193.53 105.498 #avg: 190.449; avg_err: 3.15638; sd: 171.523; counts: 2954
sfh 0.283435 146.102 193.595 107.369 #avg: 189.167; avg_err: 3.10331; sd: 168.639; counts: 2954
sfh 0.288498 145.942 189.845 106.99 #avg: 187.995; avg_err: 3.08094; sd: 167.423; counts: 2954
sfh 0.29356 145.632 183.835 110.801 #avg: 186.238; avg_err: 3.09303; sd: 168.08; counts: 2954
sfh 0.298623 142.578 184.114 108.823 #avg: 184.021; avg_err: 3.07922; sd: 167.33; counts: 2954
sfh 0.303685 140.364 181.323 108.867 #avg: 179.852; avg_err: 3.01833; sd: 164.02; counts: 2954
sfh 0.308748 136.506 178.963 105.617 #avg: 176.166; avg_err: 2.96353; sd: 161.043; counts: 2954
sfh 0.31381 134.347 178.992 103.534 #avg: 173.63; avg_err: 2.95941; sd: 160.819; counts: 2954
sfh 0.318873 127.307 178.963 100.573 #avg: 167.43; avg_err: 2.8353; sd: 154.074; counts: 2954
sfh 0.323935 121.809 170.646 96.7031 #avg: 161.381; avg_err: 2.76932; sd: 150.489; counts: 2954
sfh 0.328997 116.38 169.1 93.7987 #avg: 155.723; avg_err: 2.72758; sd: 148.221; counts: 2954
sfh 0.33406 111.455 162.615 91.3345 #avg: 148.551; avg_err: 2.6179; sd: 142.261; counts: 2954
sfh 0.339122 106.169 157.841 87.0784 #avg: 142.125; avg_err: 2.52442; sd: 137.181; counts: 2954
sfh 0.344185 101.293 149.4 84.4133 #avg: 135.972; avg_err: 2.47419; sd: 134.451; counts: 2954
sfh 0.349247 97.6054 140.133 81.0997 #avg: 130.104; avg_err: 2.35465; sd: 127.955; counts: 2954
sfh 0.35431 90.4201 138.283 75.9218 #avg: 123.438; avg_err: 2.24822; sd: 122.171; counts: 2954
sfh 0.359372 84.089 135.672 70.7546 #avg: 117.302; avg_err: 2.16192; sd: 117.482; counts: 2954
sfh 0.364435 78.0769 132.678 65.8386 #avg: 111.877; avg_err: 2.13318; sd: 115.92; counts: 2954
sfh 0.369497 75.4141 123.965 63.7336 #avg: 105.919; avg_err: 2.02083; sd: 109.815; counts: 2954
sfh 0.37456 70.4652 118.964 60.2859 #avg: 100.238; avg_err: 1.94392; sd: 105.636; counts: 2954
sfh 0.379622 64.3279 117.789 54.7927 #avg: 94.4639; avg_err: 1.84566; sd: 100.296; counts: 2954
sfh 0.384685 60.0429 109.792 51.1781 #avg: 88.3163; avg_err: 1.7315; sd: 94.0922; counts: 2954
sfh 0.389747 56.7998 104.539 48.4648 #avg: 83.7815; avg_err: 1.6389; sd: 89.0601; counts: 2954
sfh 0.39481 51.969 100.852 44.6142 #avg: 78.8445; avg_err: 1.54882; sd: 84.1652; counts: 2954
sfh 0.399872 49.6704 92.0156 42.5983 #avg: 73.9727; avg_err: 1.45446; sd: 79.0377; counts: 2954
sfh 0.404935 45.5729 85.2361 39.1589 #avg: 69.7413; avg_err: 1.40163; sd: 76.1666; counts: 2954
sfh 0.409997 42.0939 81.0421 36.1339 #avg: 65.5321; avg_err: 1.35495; sd: 73.6298; counts: 2954
sfh 0.41506 39.6288 78.2012 34.1297 #avg: 61.9415; avg_err: 1.29778; sd: 70.5232; counts: 2954
sfh 0.420122 36.8998 75.5022 31.7598 #avg: 58.2649; avg_err: 1.22398; sd: 66.5127; counts: 2954
sfh 0.425185 34.7967 71.5353 29.8563 #avg: 55.4117; avg_err: 1.16352; sd: 63.2275; counts: 2954
sfh 0.430247 32.8211 68.5939 28.2466 #avg: 52.6825; avg_err: 1.11175; sd: 60.4143; counts: 2954
sfh 0.43531 31.1679 63.677 26.6979 #avg: 49.4264; avg_err: 1.04863; sd: 56.9839; counts: 2954
sfh 0.440372 29.8016 58.0421 25.6682 #avg: 46.494; avg_err: 0.992877; sd: 53.9544; counts: 2954
sfh 0.445435 27.6129 55.8814 23.6873 #avg: 44.054; avg_err: 0.943352; sd: 51.2632; counts: 2954
sfh 0.450497 25.4103 52.7321 21.8282 #avg: 41.1073; avg_err: 0.89354; sd: 48.5563; counts: 2954
sfh 0.45556 24.1114 51.2295 20.6747 #avg: 38.7687; avg_err: 0.839818; sd: 45.637; counts: 2954
sfh 0.460622 22.423 47.7975 19.2542 #avg: 36.2647; avg_err: 0.774289; sd: 42.076; counts: 2954
sfh 0.465685 20.5516 47.0657 17.7601 #avg: 34.0262; avg_err: 0.720184; sd: 39.1359; counts: 2954
sfh 0.470747 19.4894 43.0591 16.8735 #avg: 32.2353; avg_err: 0.689054; sd: 37.4442; counts: 2954
sfh 0.47581 18.1215 42.6431 15.6784 #avg: 30.3746; avg_err: 0.652084; sd: 35.4352; counts: 2954
sfh 0.480872 17.3678 38.6949 15.1203 #avg: 28.4878; avg_err: 0.621446; sd: 33.7703; counts: 2954
sfh 0.485935 16.2359 36.2111 14.0576 #avg: 26.7215; avg_err: 0.58268; sd: 31.6637; counts: 2954
sfh 0.490997 15.0927 33.0488 13.0783 #avg: 24.8958; avg_err: 0.541014; sd: 29.3995; counts: 2954
sfh 0.49606 14.1668 31.412 12.218 #avg: 23.4302; avg_err: 0.514042; sd: 27.9338; counts: 2954
sfh 0.501122 13.4298 29.6253 11.6119 #avg: 22.4196; avg_err: 0.50355; sd: 27.3637; counts: 2954
sfh 0.506185 12.6652 27.0613 10.9068 #avg: 21.2112; avg_err: 0.483685; sd: 26.2842; counts: 2954
sfh 0.511247 11.6557 26.6613 10.0332 #avg: 19.9335; avg_err: 0.451564; sd: 24.5387; counts: 2954
sfh 0.51631 10.7977 24.9055 9.2648 #avg: 18.7993; avg_err: 0.433287; sd: 23.5455; counts: 2954
sfh 0.521372 10.3569 23.6039 8.86008 #avg: 17.7572; avg_err: 0.412408; sd: 22.4109; counts: 2954
sfh 0.526435 9.55719 21.6593 8.14759 #avg: 16.6616; avg_err: 0.387144; sd: 21.038; counts: 2954
sfh 0.531497 9.1008 20.4717 7.72972 #avg: 15.6589; avg_err: 0.363489; sd: 19.7525; counts: 2954
sfh 0.53656 8.4423 19.3667 7.1093 #avg: 14.5291; avg_err: 0.332147; sd: 18.0494; counts: 2954
sfh 0.541622 8.15254 17.9757 6.90837 #avg: 13.8029; avg_err: 0.322871; sd: 17.5453; counts: 2954
sfh 0.546685 7.74511 16.7346 6.55464 #avg: 13.0656; avg_err: 0.31125; sd: 16.9138; counts: 2954
sfh 0.551747 7.1512 16.3088 6.00544 #avg: 12.4637; avg_err: 0.297484; sd: 16.1657; counts: 2954
sfh 0.55681 6.51189 15.6966 5.44063 #avg: 11.6692; avg_err: 0.273688; sd: 14.8726; counts: 2954
sfh 0.561872 5.98922 14.8851 4.96352 #avg: 10.8318; avg_err: 0.249004; sd: 13.5312; counts: 2954
sfh 0.566935 5.74689 13.3034 4.77765 #avg: 10.1919; avg_err: 0.237893; sd: 12.9275; counts: 2954
sfh 0.571997 5.47605 12.8467 4.54657 #avg: 9.6328; avg_err: 0.226208; sd: 12.2925; counts: 2954
sfh 0.57706 5.00429 11.9989 4.12065 #avg: 9.09915; avg_err: 0.21897; sd: 11.8992; counts: 2954
sfh 0.582123 4.64992 11.3514 3.8167 #avg: 8.54261; avg_err: 0.204134; sd: 11.093; counts: 2954
sfh 0.587185 4.41148 10.9192 3.58282 #avg: 7.97961; avg_err: 0.189457; sd: 10.2954; counts: 2954
sfh 0.592248 4.10547 10.5163 3.33325 #avg: 7.55221; avg_err: 0.177161; sd: 9.62719; counts: 2954
sfh 0.59731 3.72591 9.95419 2.99049 #avg: 7.12614; avg_err: 0.171121; sd: 9.29899; counts: 2954
sfh 0.602373 3.53692 9.36828 2.82068 #avg: 6.82011; avg_err: 0.163963; sd: 8.90998; counts: 2954
sfh 0.607435 3.35353 8.51287 2.66543 #avg: 6.42876; avg_err: 0.156663; sd: 8.51333; counts: 2954
sfh 0.612498 3.22954 8.01546 2.55616 #avg: 6.10495; avg_err: 0.148013; sd: 8.04323; counts: 2954
sfh 0.61756 2.97956 7.76404 2.3346 #avg: 5.73094; avg_err: 0.140094; sd: 7.6129; counts: 2954
sfh 0.622623 2.84573 7.23397 2.21005 #avg: 5.40889; avg_err: 0.131325; sd: 7.13642; counts: 2954
sfh 0.627685 2.68926 6.91588 2.0812 #avg: 5.05899; avg_err: 0.118636; sd: 6.44685; counts: 2954
sfh 0.632748 2.55885 6.79017 1.9794 #avg: 4.84632; avg_err: 0.11247; sd: 6.11177; counts: 2954
sfh 0.63781 2.46205 6.38143 1.8924 #avg: 4.69629; avg_err: 0.109157; sd: 5.93178; counts: 2954
sfh 0.642873 2.34524 6.23487 1.78325 #avg: 4.47787; avg_err: 0.105665; sd: 5.742; counts: 2954
sfh 0.647935 2.2218 5.71261 1.69188 #avg: 4.23085; avg_err: 0.0963958; sd: 5.23829; counts: 2954
sfh 0.652998 2.0795 5.74108 1.56016 #avg: 3.99853; avg_err: 0.09093; sd: 4.94127; counts: 2954
sfh 0.65806 1.99155 5.5407 1.47537 #avg: 3.86572; avg_err: 0.0860465; sd: 4.67589; counts: 2954
sfh 0.663123 1.93124 5.07048 1.44104 #avg: 3.74336; avg_err: 0.0858955; sd: 4.66769; counts: 2954
sfh 0.668185 1.87483 5.08854 1.41312 #avg: 3.61918; avg_err: 0.0841502; sd: 4.57285; counts: 2954
sfh 0.673248 1.80711 4.76686 1.35115 #avg: 3.46612; avg_err: 0.0791925; sd: 4.30344; counts: 2954
sfh 0.67831 1.77957 4.67989 1.3445 #avg: 3.37136; avg_err: 0.0760024; sd: 4.13008; counts: 2954
sfh 0.683373 1.68974 4.46531 1.2609 #avg: 3.20546; avg_err: 0.0722699; sd: 3.92726; counts: 2954
sfh 0.690967 1.58303 4.37032 1.16482 #avg: 3.03209; avg_err: 0.0678322; sd: 3.6861; counts: 2954
sfh 0.69856 1.52019 4.1674 1.11135 #avg: 2.86034; avg_err: 0.0636162; sd: 3.457; counts: 2954
sfh 0.706154 1.41599 3.71077 1.02292 #avg: 2.66539; avg_err: 0.059077; sd: 3.21033; counts: 2954
sfh 0.713748 1.30171 3.57768 0.917387 #avg: 2.5497; avg_err: 0.0586561; sd: 3.18746; counts: 2954
sfh 0.721342 1.30436 3.52797 0.941326 #avg: 2.46457; avg_err: 0.0553289; sd: 3.00665; counts: 2954
sfh 0.728935 1.22195 3.35045 0.874175 #avg: 2.35269; avg_err: 0.052907; sd: 2.87504; counts: 2954
sfh 0.736529 1.16425 3.24533 0.815613 #avg: 2.26428; avg_err: 0.0512833; sd: 2.78681; counts: 2954
sfh 0.744123 1.11468 2.89657 0.777749 #avg: 2.12549; avg_err: 0.0484908; sd: 2.63506; counts: 2954
sfh 0.751717 1.07082 2.95815 0.733146 #avg: 2.06162; avg_err: 0.0463916; sd: 2.52099; counts: 2954
sfh 0.75931 1.03375 2.8767 0.713266 #avg: 2.01175; avg_err: 0.0454452; sd: 2.46956; counts: 2954
sfh 0.766904 0.98153 2.76293 0.667132 #avg: 1.97697; avg_err: 0.0455879; sd: 2.47731; counts: 2954
sfh 0.774498 0.960128 2.73853 0.657506 #avg: 1.93283; avg_err: 0.0455203; sd: 2.47364; counts: 2954
sfh 0.782092 0.925042 2.67248 0.634961 #avg: 1.91544; avg_err: 0.0456732; sd: 2.48195; counts: 2954
sfh 0.789685 0.887656 2.58633 0.584794 #avg: 1.84246; avg_err: 0.0435078; sd: 2.36428; counts: 2954
sfh 0.797279 0.842505 2.52782 0.559246 #avg: 1.78068; avg_err: 0.0427295; sd: 2.32199; counts: 2954
sfh 0.804873 0.819475 2.50297 0.541639 #avg: 1.74727; avg_err: 0.0421435; sd: 2.29014; counts: 2954
sfh 0.812467 0.789679 2.39271 0.516791 #avg: 1.73799; avg_err: 0.0429483; sd: 2.33388; counts: 2954
sfh 0.82006 0.753994 2.35705 0.494483 #avg: 1.62959; avg_err: 0.0392388; sd: 2.1323; counts: 2954
sfh 0.827654 0.726418 2.26837 0.480494 #avg: 1.59844; avg_err: 0.0397381; sd: 2.15943; counts: 2954
sfh 0.835248 0.7004 2.15918 0.45669 #avg: 1.55724; avg_err: 0.0384847; sd: 2.09132; counts: 2954
sfh 0.842842 0.701465 2.16423 0.455589 #avg: 1.52821; avg_err: 0.0375312; sd: 2.0395; counts: 2954
