#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 8.75 - 9.25
#HM   Stats: 1.157650e+11 (median) + 6.055900e+10  / - 4.055910e+10
#SM   Stats: 9.420810e+08 (median) + 4.875389e+08  / - 2.846330e+08
#VMP  Stats: 9.375000e+01 (median) + 9.610001e+00  / - 7.050003e+00
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.546247e-12 (median) + 2.432407e-12  / - 9.721340e-13
sfh 0.055623 0 0 0 #avg: 1.51976e-05; avg_err: 1.51889e-05; sd: 0.00395583; counts: 67831
sfh 0.060123 0 0 0 #avg: 0.000154941; avg_err: 0.000154857; sd: 0.0403312; counts: 67831
sfh 0.062373 0 0 0 #avg: 0.000267343; avg_err: 0.00026634; sd: 0.0693661; counts: 67831
sfh 0.064623 0 0 0 #avg: 0.000125838; avg_err: 0.000124886; sd: 0.0325254; counts: 67831
sfh 0.066873 0 0 0 #avg: 0.000134084; avg_err: 0.000120679; sd: 0.0314299; counts: 67831
sfh 0.069123 0 0 0 #avg: 0.000334704; avg_err: 0.000270588; sd: 0.0704724; counts: 67831
sfh 0.071373 0 0 0 #avg: 0.000322047; avg_err: 0.000178977; sd: 0.046613; counts: 67831
sfh 0.073623 0 0 0 #avg: 0.000301363; avg_err: 0.000160083; sd: 0.0416924; counts: 67831
sfh 0.075873 0 0 0 #avg: 0.000360862; avg_err: 0.000136817; sd: 0.035633; counts: 67831
sfh 0.078123 0 0 0 #avg: 0.000713203; avg_err: 0.000255844; sd: 0.0666325; counts: 67831
sfh 0.080373 0 0 0 #avg: 0.0010151; avg_err: 0.000205718; sd: 0.0535775; counts: 67831
sfh 0.082623 0 0 0 #avg: 0.00144294; avg_err: 0.000224641; sd: 0.0585059; counts: 67831
sfh 0.085998 0 0 0 #avg: 0.00223156; avg_err: 0.000202628; sd: 0.0527728; counts: 67831
sfh 0.089373 0 0 0 #avg: 0.00317302; avg_err: 0.000184875; sd: 0.0481492; counts: 67831
sfh 0.092748 0 0 0 #avg: 0.00455231; avg_err: 0.000192988; sd: 0.0502621; counts: 67831
sfh 0.096123 0 0 0 #avg: 0.00605078; avg_err: 0.000202949; sd: 0.0528563; counts: 67831
sfh 0.099498 0 0 0 #avg: 0.00788111; avg_err: 0.000204505; sd: 0.0532616; counts: 67831
sfh 0.102873 0 0.00167514 0 #avg: 0.0100161; avg_err: 0.000258152; sd: 0.0672336; counts: 67831
sfh 0.106248 0 0.00700914 0 #avg: 0.012239; avg_err: 0.0002717; sd: 0.0707621; counts: 67831
sfh 0.109623 0 0.0132309 0 #avg: 0.0142911; avg_err: 0.000266581; sd: 0.069429; counts: 67831
sfh 0.112998 0 0.0190554 0 #avg: 0.0165075; avg_err: 0.000284655; sd: 0.0741361; counts: 67831
