#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.13237e+09 0.000115322 1.09452e-05 187557 12110.9 0 0 0 0.286447 7.8255e-05 0.280037 0.0862505 0.0736898 0.36695 7.00693e-05 0.372932 0.0640802 0.0761133 0.463104 3.36701e-05 0.471932 0.016945 0.0326635 962523
1.58024e+10 2.47523e-05 7.14528e-06 256583 18176.3 0 0 0 0.24667 0.000100238 0.235937 0.0780957 0.0566424 0.346555 9.45275e-05 0.350641 0.0602154 0.0703074 0.459263 4.42949e-05 0.46695 0.0171404 0.0315869 484804
2.4919e+10 1.91905e-05 6.78481e-06 430829 25730.4 0 0 0 0.231095 0.000105941 0.21863 0.0768858 0.0514508 0.341698 9.86078e-05 0.344229 0.0594807 0.0659276 0.460364 4.30072e-05 0.466863 0.0164023 0.028732 416873
3.9349e+10 2.38177e-05 8.42073e-06 692205 37611.6 0 0 0 0.222185 0.000111549 0.211591 0.0695575 0.0490724 0.342871 0.000103746 0.345083 0.0565398 0.062122 0.462942 4.17607e-05 0.4684 0.0146653 0.0250923 335885
6.22024e+10 0.00011483 2.13221e-05 1.14874e+06 57537.1 0 0 0 0.223025 0.000122941 0.21489 0.0643509 0.0498133 0.347949 0.000110197 0.35058 0.0510169 0.057495 0.464848 4.35039e-05 0.469735 0.0133579 0.0227075 252548
9.81471e+10 0.000488025 5.45497e-05 2.57263e+06 113850 0 0 0 0.231118 0.000153127 0.223606 0.0641667 0.0508274 0.356635 0.000128373 0.359101 0.0477479 0.0537562 0.467483 4.9645e-05 0.471983 0.0122752 0.0209415 163926
1.5553e+11 0.0039174 0.000198743 6.72021e+06 264836 0 0 0 0.240836 0.000196258 0.234202 0.0631181 0.0517528 0.367478 0.000156256 0.370207 0.0449188 0.0511624 0.472032 5.73582e-05 0.476134 0.0106001 0.0183172 98790
2.46283e+11 0.0199337 0.000573272 2.29475e+07 729755 0 0 0 0.254483 0.000248133 0.249701 0.0606328 0.0534023 0.384084 0.000188578 0.38849 0.039191 0.0488399 0.477131 7.34441e-05 0.481255 0.00795263 0.0146094 59447
3.90722e+11 0.0825833 0.00145072 8.46629e+07 1.86032e+06 0 0 0 0.271142 0.000317285 0.268207 0.0604709 0.0562309 0.398391 0.000233718 0.405144 0.0321355 0.0451514 0.476332 0.000137197 0.483109 0.00710446 0.0148284 36000
6.1812e+11 0.233504 0.00288397 2.63688e+08 4.24549e+06 0 6.11817e+08 0 0.285049 0.000424363 0.284097 0.0613233 0.0614035 0.3956 0.000343851 0.404653 0.0340835 0.0525547 0.463162 0.000288073 0.478814 0.0105614 0.0419625 21520
9.78938e+11 0.466041 0.00441283 5.98548e+08 7.75434e+06 0 1.48721e+09 0 0.285275 0.000568605 0.284799 0.0633055 0.0645145 0.37705 0.000511815 0.386331 0.0446252 0.0660883 0.437164 0.000498824 0.457854 0.0267993 0.076854 12780
1.55128e+12 0.716791 0.00529481 1.08075e+09 1.20821e+07 9.3351e+08 1.24413e+09 9.3351e+08 0.272496 0.000759097 0.271277 0.0643342 0.0644812 0.351976 0.000704622 0.356229 0.054988 0.0644664 0.405102 0.000739285 0.413671 0.057004 0.0744654 7242
2.4569e+12 0.864936 0.00527585 1.54547e+09 1.64198e+07 1.48721e+09 1.13471e+09 1.03747e+09 0.25556 0.000949318 0.253739 0.0607198 0.0598795 0.326866 0.000930322 0.32831 0.058147 0.0631196 0.37641 0.000975966 0.379227 0.0650181 0.0668359 4198
3.90202e+12 0.944836 0.00465047 2.0399e+09 2.18021e+07 2.02659e+09 1.09363e+09 1.09308e+09 0.235735 0.00121512 0.231257 0.0583513 0.0538673 0.301482 0.00125466 0.299659 0.0585827 0.0577664 0.349189 0.00133513 0.347878 0.0695894 0.0624235 2411
6.16928e+12 0.967818 0.00494641 2.41772e+09 2.9464e+07 2.47555e+09 9.85946e+08 1.14521e+09 0.220274 0.00153175 0.216298 0.0565207 0.0484651 0.283897 0.00168573 0.280598 0.0583007 0.0546085 0.332949 0.00183904 0.3319 0.06538 0.0618799 1274
9.81913e+12 0.984375 0.00490614 2.76758e+09 3.87933e+07 2.83824e+09 8.86535e+08 9.64119e+08 0.205085 0.00206194 0.200057 0.0483743 0.0427274 0.266772 0.00237971 0.259448 0.0608215 0.0498052 0.31631 0.00261688 0.310892 0.0743159 0.0578289 640
1.53813e+13 0.98 0.00809641 2.96634e+09 5.34501e+07 2.98018e+09 8.72755e+08 8.77889e+08 0.199268 0.00292539 0.193571 0.0454753 0.0409624 0.261552 0.00379846 0.251253 0.0712285 0.0519014 0.321656 0.00435487 0.311315 0.09696 0.0643506 300
2.49036e+13 0.962963 0.0163144 3.16442e+09 8.88206e+07 3.32655e+09 7.75354e+08 1.07395e+09 0.195352 0.00499172 0.188445 0.0440219 0.0390745 0.25347 0.00626824 0.243812 0.0658754 0.0519212 0.314092 0.00677499 0.296055 0.106316 0.0575526 135
3.87667e+13 0.982143 0.0178571 3.32161e+09 1.33112e+08 3.4615e+09 8.20345e+08 9.85946e+08 0.184016 0.00684944 0.176135 0.0395665 0.0378148 0.251888 0.0115621 0.22939 0.112995 0.0484455 0.320356 0.0124515 0.305904 0.140147 0.0817644 56
6.02691e+13 1 0 3.31195e+09 1.87043e+08 3.4615e+09 8.7897e+08 8.39574e+08 0.187867 0.0105792 0.18622 0.0412844 0.0534058 0.248817 0.0147637 0.230934 0.159484 0.0523523 0.321889 0.014579 0.317286 0.0912513 0.0773378 30
9.12029e+13 1 0 3.55403e+09 5.84745e+08 4.28184e+09 3.41727e+08 3.50875e+09 0.169587 0.00718167 0.173836 0.0121007 0.0354826 0.292377 0.0455087 0.285877 0.144651 0.128204 0.350841 0.0364188 0.419767 0.0145003 0.196691 6
2.63971e+14 1 1 3.78915e+09 3.78915e+09 3.78915e+09 0 0 0.193678 0.193678 0.193678 0 0 0.385112 0.385112 0.385112 0 0 0.477491 0.477491 0.477491 0 0 1
