#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.96179e+09 0.199715 0.226997 0.000665085 0 1 0 0.173731 0.00018906 0.140808 0.174994 0.100416 529619
1.56337e+10 0.245796 0.293438 0.00128261 0 1 0 0.127487 0.000247132 0.0999543 0.13235 0.0744965 191134
2.47301e+10 0.254878 0.305683 0.00159455 0 1 0 0.11887 0.000282922 0.0929668 0.123517 0.0698246 128689
3.91284e+10 0.259537 0.31129 0.0019424 0 1 0 0.115275 0.000327092 0.091041 0.118718 0.0684436 87918
6.22013e+10 0.262623 0.311794 0.00231327 0 1 0 0.117683 0.000395567 0.0933463 0.12043 0.0699814 60665
9.8859e+10 0.263158 0.310978 0.00270026 0 1 0 0.122126 0.000471381 0.0991048 0.123427 0.0699589 44061
1.57107e+11 0.269772 0.319068 0.00306857 0 1 0 0.128284 0.00054425 0.10641 0.12508 0.0767115 34607
2.49295e+11 0.28426 0.338561 0.00350005 0 1 0 0.139278 0.000627366 0.117602 0.131107 0.0857182 27992
3.94606e+11 0.303053 0.364196 0.00400142 0 1 0 0.157419 0.000746882 0.135456 0.143353 0.0948547 22897
6.25839e+11 0.341134 0.414482 0.00474693 0 1 0 0.179007 0.00095061 0.158695 0.159474 0.112622 18119
9.92286e+11 0.385402 0.488784 0.00580194 0 1 0 0.200934 0.0012133 0.179895 0.178013 0.134286 14577
1.56877e+12 0.429763 0.57262 0.0070827 0 1 0 0.234063 0.00154241 0.21233 0.204596 0.158661 11746
2.48533e+12 0.472158 0.628943 0.00802695 0 1 0 0.278627 0.00190197 0.256234 0.227859 0.178976 9446
3.93948e+12 0.489253 0.659929 0.00946078 0 1 0 0.322397 0.00229338 0.305571 0.232006 0.191661 7025
6.22408e+12 0.463015 0.622351 0.0110847 0 1 0 0.365704 0.0026922 0.360145 0.215893 0.203712 5002
9.86669e+12 0.430791 0.560888 0.0123196 0 1 0 0.392677 0.00308678 0.391055 0.194508 0.197601 3605
1.56545e+13 0.404624 0.514451 0.0143115 0 1 0 0.404047 0.00357017 0.407181 0.181344 0.18807 2422
2.469e+13 0.374702 0.4821 0.0173233 0 1 0 0.410762 0.00407962 0.408555 0.175621 0.173499 1676
3.93942e+13 0.340253 0.416065 0.019137 0 1 0 0.426641 0.00463662 0.432349 0.152516 0.165288 1108
6.18857e+13 0.32235 0.378223 0.0226754 0 1 0 0.412468 0.00513492 0.416074 0.134253 0.135071 698
9.73421e+13 0.300716 0.391408 0.0323958 0 1 0 0.403288 0.00659405 0.396637 0.14968 0.134501 419
1.53967e+14 0.252747 0.29304 0.0333435 0 1 0 0.383986 0.00771344 0.372589 0.136921 0.10447 273
2.44852e+14 0.217687 0.244898 0.0404889 0 1 0 0.358512 0.00852328 0.349466 0.121827 0.0976382 147
3.86367e+14 0.174603 0.206349 0.0605434 0 1 0 0.348991 0.0115968 0.351894 0.0774902 0.106094 63
6.02926e+14 0.0512821 0.0512821 0.0357816 0 0 0 0.32193 0.0147776 0.324064 0.0796208 0.0807235 39
8.75563e+14 0 0 0 0 0 0 0.262581 0.00933471 0.278093 0.000687569 0.0358284 4
1.74499e+15 0 0 0 0 0 0 0.238268 0.0309365 0.269204 0 0.061873 2
