#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.72894e+09 0.110794 0.126463 0.000507769 0 0 0 0.0561625 0.000143863 0 0.137091 0 560573
1.58164e+10 0.109236 0.126183 0.000619154 0 0 0 0.0527334 0.000156421 0 0.129984 0 385131
2.48929e+10 0.107641 0.123846 0.000659924 0 0 0 0.0551709 0.000169121 0 0.13817 0 331824
3.92727e+10 0.10993 0.125797 0.000746254 0 0 0 0.0618449 0.000200985 0 0.156188 0 260038
6.23141e+10 0.120758 0.13661 0.000890324 0 0 0 0.0753473 0.00025675 0.00915844 0.181208 0.00915844 192219
9.87473e+10 0.136829 0.154299 0.00109094 0 0 0 0.0910984 0.00032564 0.0271984 0.196717 0.0271984 141388
1.5599e+11 0.158128 0.180273 0.00142682 0 0 0 0.109666 0.000432926 0.0487706 0.211443 0.0487706 96232
2.4689e+11 0.192855 0.222807 0.00195926 0 1 0 0.131573 0.000591099 0.0786442 0.22109 0.0786442 62166
3.91306e+11 0.237919 0.284909 0.00278738 0 1 0 0.161738 0.000820278 0.116602 0.234593 0.116602 39732
6.19274e+11 0.305328 0.379817 0.00398904 0 1 0 0.202183 0.00114809 0.168603 0.241069 0.168603 25507
9.82095e+11 0.388464 0.517932 0.00592837 0 1 0 0.264103 0.00162973 0.247411 0.246658 0.2299 16089
1.55218e+12 0.493119 0.696749 0.00843777 0 2 0 0.332082 0.00224567 0.331212 0.253741 0.270956 10028
2.46174e+12 0.556108 0.839532 0.0118142 1 1 1 0.424103 0.00293773 0.445699 0.226101 0.301991 6238
3.91423e+12 0.561499 0.842894 0.0148828 1 1 1 0.513113 0.00364843 0.557482 0.182218 0.312165 3870
6.18171e+12 0.513937 0.774826 0.0192696 1 1 1 0.595222 0.00433502 0.655478 0.127229 0.2836 2296
9.79986e+12 0.436691 0.628058 0.0225378 0 1 0 0.674118 0.00477011 0.72069 0.106497 0.207461 1390
1.55842e+13 0.418355 0.584029 0.0277605 0 1 0 0.705394 0.00598983 0.748091 0.094327 0.161054 839
2.47891e+13 0.352018 0.459641 0.0335031 0 1 0 0.756462 0.00617767 0.777665 0.0837099 0.1102 446
3.84561e+13 0.304183 0.380228 0.0403122 0 1 0 0.778942 0.00881893 0.808767 0.0744909 0.121072 263
6.14901e+13 0.322785 0.43038 0.0570493 0 1 0 0.790945 0.00820764 0.81587 0.0579323 0.110068 158
9.83726e+13 0.2625 0.3125 0.0631297 0 1 0 0.790702 0.0166563 0.830478 0.0606687 0.136172 80
1.54115e+14 0.289474 0.394737 0.116489 0 1 0 0.819477 0.0210834 0.839354 0.0722066 0.037316 38
2.44446e+14 0.142857 0.142857 0.0970523 0 0 0 0.879561 0.0127011 0.877188 0.0491737 0.0398211 14
3.34412e+14 0 0 0 0 0 0 0.727051 0.727051 0.727051 0 0 1
7.53676e+14 0 0 0 0 0 0 0.897917 0.897917 0.897917 0 0 1
