#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
45.169 0.226169 0.264478 0.000575364 0 1 0 0.146251 0.000134213 0.114078 0.153267 0.0825841 843387
62.4259 0.219794 0.256679 0.000906921 0 1 0 0.137299 0.000190812 0.111888 0.133597 0.0808699 332057
79.1126 0.203583 0.233333 0.0010881 0 1 0 0.153425 0.000252666 0.132122 0.136752 0.0932882 206353
99.0508 0.218346 0.251065 0.00136829 0 1 0 0.178088 0.000332049 0.159796 0.145994 0.110341 138546
124.576 0.263298 0.309679 0.00196529 0 1 0 0.211287 0.000475561 0.196992 0.158881 0.132451 81607
157.027 0.339102 0.420258 0.00296576 0 1 0 0.255042 0.000724644 0.246383 0.181647 0.168697 48770
197.632 0.439099 0.585241 0.00446201 0 1 0 0.320422 0.00111015 0.313569 0.216403 0.210751 29704
248.365 0.462576 0.628523 0.00616408 0 1 0 0.395978 0.001562 0.399593 0.220272 0.233027 16674
312.341 0.41211 0.539991 0.00787822 0 1 0 0.446727 0.00206793 0.451544 0.206873 0.218907 8852
393.273 0.359065 0.459859 0.0102758 0 1 0 0.459533 0.00270658 0.462603 0.193484 0.197603 4534
493.493 0.323329 0.392451 0.0134341 0 1 0 0.456245 0.00345083 0.452331 0.1738 0.156029 2199
620.857 0.2913 0.351906 0.0187947 0 1 0 0.436783 0.00471089 0.435555 0.149884 0.147503 1023
778.635 0.238095 0.27619 0.026109 0 1 0 0.403591 0.00661582 0.392895 0.143604 0.122504 420
972.213 0.213333 0.24 0.0397757 0 1 0 0.365309 0.00914507 0.36609 0.114685 0.114263 150
1213.98 0.0526316 0.0526316 0.0367098 0 0 0 0.302834 0.0134559 0.322851 0.0374309 0.0805857 38
1622.9 0 0 0 0 0 0 0.238268 0.0309365 0.269204 0 0.061873 2
