#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.72233e+07 0.00105202 5.97194e-05 4.06011e+06 109663 0 0 0 0.169939 6.99301e-05 0.166451 0.0405485 0.0339767 0.235484 6.70012e-05 0.236935 0.0344515 0.0375845 0.309088 2.61643e-05 0.311942 0.00937542 0.0148788 294671
1.56785e+08 0.00270879 0.000162243 6.64392e+06 240307 0 0 0 0.170312 0.000121072 0.167252 0.0409023 0.0355305 0.23673 0.000113327 0.238525 0.033956 0.0375556 0.309586 4.41428e-05 0.31251 0.00905928 0.014673 102629
2.48363e+08 0.00536043 0.000263064 1.04889e+07 359104 0 0 0 0.172588 0.000141613 0.169638 0.0412075 0.0359977 0.239069 0.000128661 0.240854 0.03329 0.0370265 0.310322 5.06329e-05 0.313203 0.0087491 0.0140487 77046
3.93846e+08 0.00989963 0.000410441 1.65411e+07 535052 0 0 0 0.174895 0.000163727 0.172168 0.0411235 0.0360506 0.241093 0.000145327 0.24275 0.0327939 0.0362098 0.310795 5.93451e-05 0.313774 0.00845543 0.0136507 58184
6.24292e+08 0.0173945 0.000626285 2.31425e+07 727662 0 0 0 0.177076 0.000188143 0.174456 0.040732 0.0360382 0.242592 0.000165071 0.244559 0.0319052 0.0361554 0.311112 6.99661e-05 0.314219 0.0083873 0.013743 43577
9.87514e+08 0.0269517 0.000901364 3.15685e+07 976430 0 0 0 0.179092 0.000217353 0.176755 0.0411015 0.0363501 0.243944 0.000190374 0.246133 0.0312214 0.0363931 0.311364 8.4934e-05 0.314808 0.00807971 0.013757 32280
1.56752e+09 0.0482132 0.00139313 4.60775e+07 1.40947e+06 0 0 0 0.181297 0.000253079 0.178838 0.0402125 0.0362051 0.245456 0.000221159 0.247598 0.0310457 0.0356991 0.311048 0.000109571 0.315079 0.00823754 0.0145215 23645
2.47875e+09 0.0711579 0.00197813 6.29253e+07 1.90755e+06 0 0 0 0.183772 0.000300412 0.181511 0.0408013 0.0365289 0.247573 0.000263101 0.249977 0.0311314 0.0366359 0.31123 0.000140166 0.315948 0.00793955 0.0152249 16892
3.93954e+09 0.10769 0.00281285 8.56233e+07 2.6285e+06 0 0 0 0.18677 0.000355516 0.184548 0.0403693 0.0366957 0.250154 0.000312466 0.252474 0.0316914 0.0363883 0.310982 0.000183851 0.316651 0.00813326 0.0170402 12146
6.22943e+09 0.14289 0.00375391 1.10622e+08 3.44498e+06 0 0 0 0.18985 0.000426588 0.18742 0.0419975 0.0369702 0.252838 0.00037512 0.255886 0.0316198 0.038599 0.310898 0.000237715 0.318008 0.00756902 0.0192386 8692
9.87704e+09 0.191879 0.00496943 1.34331e+08 4.32981e+06 0 3.37367e+08 0 0.193845 0.000501448 0.191512 0.0421199 0.0374997 0.256236 0.00044109 0.259862 0.0306944 0.0385967 0.31093 0.000293357 0.318787 0.00734094 0.0211094 6280
1.56989e+10 0.247747 0.00640141 1.69483e+08 5.62443e+06 0 4.74045e+08 0 0.198123 0.000602437 0.195989 0.0432636 0.0388069 0.259418 0.000520387 0.26321 0.0305629 0.0385191 0.309535 0.000381886 0.319367 0.00743672 0.0275844 4549
2.49008e+10 0.318525 0.00778891 2.03547e+08 6.81341e+06 0 6.06006e+08 0 0.201763 0.000660465 0.198869 0.042459 0.0369443 0.261265 0.000573066 0.265906 0.0291193 0.0399587 0.307699 0.000461122 0.319213 0.00754461 0.035372 3579
3.93998e+10 0.358893 0.00953835 2.27418e+08 8.33831e+06 0 6.74785e+08 0 0.203557 0.000819964 0.202457 0.0432416 0.0405506 0.261695 0.000711374 0.266856 0.0303299 0.0417609 0.305881 0.00057436 0.318479 0.00818911 0.0410026 2530
6.21773e+10 0.421687 0.0115597 2.45169e+08 9.94203e+06 0 6.74785e+08 0 0.20588 0.000967657 0.20436 0.0423341 0.0400677 0.260668 0.000858082 0.265081 0.032058 0.0409425 0.303528 0.00071383 0.31657 0.00986975 0.0417699 1826
9.8196e+10 0.457465 0.0146844 2.5204e+08 1.21909e+07 0 7.43049e+08 0 0.208817 0.00119008 0.20606 0.044506 0.0372211 0.259963 0.00104089 0.2645 0.0310079 0.0422565 0.300644 0.000887738 0.312742 0.0129014 0.0434432 1152
1.54755e+11 0.475387 0.0187419 2.76671e+08 1.61826e+07 0 7.43049e+08 0 0.20513 0.00146683 0.203428 0.0453632 0.0391319 0.25484 0.00132237 0.256133 0.0348582 0.037628 0.29512 0.00120786 0.307211 0.0167518 0.0447902 711
2.42538e+11 0.498282 0.0293608 2.49368e+08 2.33686e+07 0 6.74785e+08 0 0.204203 0.00222149 0.201863 0.0417153 0.0352336 0.249377 0.00209977 0.253481 0.0321908 0.038688 0.290936 0.00184515 0.301404 0.0181066 0.0455467 291
3.78071e+11 0.509091 0.0680301 2.28922e+08 5.44792e+07 0 6.74785e+08 0 0.192858 0.00510375 0.19111 0.0521702 0.035717 0.241227 0.00452846 0.240527 0.0346936 0.0358136 0.286761 0.00414287 0.293658 0.0218703 0.0403062 55
5.58211e+11 0.4 0.244949 2.1459e+08 1.33236e+08 0 6.06006e+08 0 0.179508 0.0141054 0.170333 0.0534865 0.0284892 0.237606 0.0124669 0.239247 0.0353761 0.0382861 0.285438 0.0112513 0.287278 0.0241225 0.0326909 5
