#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
44.2839 0.0891105 0.104211 0.000167589 0 0 0 0.0276587 3.37723e-05 0 0.0476319 0 4520332
62.0796 0.0884465 0.104891 0.000334839 0 0 0 0.0252306 5.76936e-05 0 0.0468298 0 1168819
78.3356 0.104815 0.123635 0.000535665 0 0 0 0.029392 9.18406e-05 0 0.061791 0 523954
98.7318 0.149901 0.178158 0.000899179 0 0 0 0.0421901 0.00015778 0 0.101133 0 258698
124.11 0.239035 0.293786 0.00160918 0 1 0 0.0703591 0.000296393 0.00924205 0.166766 0.00924205 127814
156.532 0.3873 0.516834 0.00295684 0 1 0 0.122038 0.000566452 0.0635117 0.218468 0.0635117 63829
197.166 0.599615 0.915473 0.00511179 1 1 1 0.237558 0.00107005 0.199974 0.265722 0.175268 33800
248.098 0.70929 1.17348 0.00771443 1 1 1 0.422804 0.00169406 0.438382 0.227593 0.278853 17299
311.973 0.629393 0.97219 0.0103012 1 1 1 0.593668 0.00207534 0.637255 0.13949 0.249074 8594
392.794 0.501281 0.710827 0.01305 1 1 1 0.70064 0.00230897 0.738092 0.0941891 0.181616 4295
493.67 0.368265 0.513099 0.0176023 0 1 0 0.767954 0.00251077 0.792385 0.0716976 0.118332 2023
619.903 0.284153 0.368306 0.0215638 0 1 0 0.80626 0.00306798 0.8216 0.0604258 0.0859629 915
780.421 0.227749 0.280105 0.0293097 0 1 0 0.837386 0.00390169 0.851432 0.050454 0.069972 382
974.588 0.229167 0.25 0.0412273 0 1 0 0.845901 0.00534829 0.855901 0.0491993 0.0592962 144
1214.48 0.175 0.2 0.0733799 0 1 0 0.855657 0.0183952 0.885147 0.0318928 0.067477 40
1622.9 0 0 0 0 0 0 0.887475 0.00176787 0.889242 0 0.00353575 2
