#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.51944e+07 0.0957447 0.0957447 0.0175529 0 0 0 0.284755 0.0118192 0.261446 0.232711 0.190857 282
1.64505e+08 0.0857143 0.0857143 0.0179214 0 0 0 0.279124 0.011959 0.251697 0.241279 0.16312 245
2.52914e+08 0.0679887 0.0679887 0.0134171 0 0 0 0.284634 0.0107001 0.245647 0.265217 0.166921 353
4.01783e+08 0.0582524 0.0582524 0.010331 0 0 0 0.276451 0.0089372 0.245496 0.266577 0.181914 515
6.37219e+08 0.083958 0.0854573 0.0110386 0 0 0 0.264668 0.00743673 0.231112 0.241612 0.165033 667
1.00924e+09 0.0783055 0.0808729 0.0101066 0 0 0 0.260375 0.00651082 0.23241 0.229256 0.162814 779
1.60178e+09 0.0642023 0.0651751 0.00782431 0 0 0 0.260439 0.00578368 0.231088 0.225508 0.164326 1028
2.49586e+09 0.0751604 0.0751604 0.00798573 0 0 0 0.268518 0.00539038 0.245308 0.209306 0.161099 1091
3.99531e+09 0.0725875 0.0734415 0.00772142 0 0 0 0.262443 0.00535024 0.230054 0.229549 0.161081 1171
6.30127e+09 0.0641476 0.0650264 0.00741741 0 0 0 0.26309 0.005176 0.241069 0.204372 0.158011 1138
9.97047e+09 0.0697888 0.0707071 0.00787915 0 0 0 0.260395 0.0050993 0.234793 0.206934 0.149876 1089
1.58508e+10 0.068599 0.0695652 0.0080291 0 0 0 0.256489 0.00521107 0.2298 0.2067 0.145108 1035
2.52211e+10 0.0701249 0.0701249 0.0079183 0 0 0 0.250105 0.00489882 0.230679 0.195668 0.143368 1041
3.97003e+10 0.0781065 0.0781065 0.00923661 0 0 0 0.255605 0.00552146 0.23241 0.190568 0.146021 845
6.25016e+10 0.0862069 0.0876437 0.0109173 0 0 0 0.248061 0.00602099 0.223484 0.199452 0.132342 696
9.96177e+10 0.0595745 0.0595745 0.0109296 0 0 0 0.225272 0.00674725 0.207466 0.171554 0.14377 470
1.54125e+11 0.039604 0.039604 0.0112225 0 0 0 0.240496 0.00854451 0.217391 0.181776 0.130576 303
2.40116e+11 0.00757576 0.00757576 0.00757576 0 0 0 0.208351 0.011584 0.180107 0.186814 0.116525 132
3.7442e+11 0.0434783 0.0434783 0.0434783 0 0 0 0.226733 0.0315877 0.250921 0.131959 0.190969 23
5.62165e+11 0 0 0 0 0 0 0.167785 0.0322152 0.2 0 0.0644304 2
