#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 8.25 - 8.75
#HM   Stats: 7.475000e+10 (median) + 4.079400e+10  / - 2.689710e+10
#SM   Stats: 3.048420e+08 (median) + 1.539210e+08  / - 9.565898e+07
#VMP  Stats: 7.922000e+01 (median) + 7.260002e+00  / - 6.430000e+00
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.763714e-12 (median) + 2.997798e-12  / - 1.119400e-12
sfh 0.055623 0 0 0 #avg: 3.98618e-09; avg_err: 3.98618e-09; sd: 1.58007e-06; counts: 157123
sfh 0.060123 0 0 0 #avg: 3.51663e-08; avg_err: 3.51663e-08; sd: 1.39394e-05; counts: 157123
sfh 0.062373 0 0 0 #avg: 5.16614e-08; avg_err: 5.16614e-08; sd: 2.04779e-05; counts: 157123
sfh 0.064623 0 0 0 #avg: 4.63639e-07; avg_err: 4.21185e-07; sd: 0.000166952; counts: 157123
sfh 0.066873 0 0 0 #avg: 2.86859e-07; avg_err: 2.48006e-07; sd: 9.8306e-05; counts: 157123
sfh 0.069123 0 0 0 #avg: 1.21128e-06; avg_err: 9.03861e-07; sd: 0.000358278; counts: 157123
sfh 0.071373 0 0 0 #avg: 4.76838e-06; avg_err: 2.42035e-06; sd: 0.000959391; counts: 157123
sfh 0.073623 0 0 0 #avg: 7.31488e-06; avg_err: 2.82306e-06; sd: 0.00111902; counts: 157123
sfh 0.075873 0 0 0 #avg: 2.00363e-05; avg_err: 7.59378e-06; sd: 0.00301007; counts: 157123
sfh 0.078123 0 0 0 #avg: 3.52549e-05; avg_err: 1.08487e-05; sd: 0.00430026; counts: 157123
sfh 0.080373 0 0 0 #avg: 5.92192e-05; avg_err: 1.29173e-05; sd: 0.00512024; counts: 157123
sfh 0.082623 0 0 0 #avg: 0.000103739; avg_err: 1.3053e-05; sd: 0.00517402; counts: 157123
sfh 0.085998 0 0 0 #avg: 0.000213938; avg_err: 1.79967e-05; sd: 0.00713365; counts: 157123
sfh 0.089373 0 0 0 #avg: 0.00040065; avg_err: 2.58319e-05; sd: 0.0102394; counts: 157123
sfh 0.092748 0 0 0 #avg: 0.000669377; avg_err: 2.85076e-05; sd: 0.0113; counts: 157123
sfh 0.096123 0 0 0 #avg: 0.00114724; avg_err: 4.15851e-05; sd: 0.0164838; counts: 157123
sfh 0.099498 0 0 0 #avg: 0.00168675; avg_err: 5.1104e-05; sd: 0.0202569; counts: 157123
sfh 0.102873 0 0 0 #avg: 0.00237323; avg_err: 5.56031e-05; sd: 0.0220403; counts: 157123
sfh 0.106248 0 0 0 #avg: 0.00312463; avg_err: 6.04037e-05; sd: 0.0239432; counts: 157123
sfh 0.109623 0 0 0 #avg: 0.00393621; avg_err: 6.53092e-05; sd: 0.0258877; counts: 157123
sfh 0.112998 0 0.000649307 0 #avg: 0.00469858; avg_err: 6.80149e-05; sd: 0.0269602; counts: 157123
sfh 0.116373 0 0.00282815 0 #avg: 0.00539718; avg_err: 7.26043e-05; sd: 0.0287793; counts: 157123
sfh 0.119748 0 0.00518721 0 #avg: 0.00599623; avg_err: 7.44804e-05; sd: 0.029523; counts: 157123
sfh 0.123123 0 0.00730892 0 #avg: 0.00677472; avg_err: 8.08057e-05; sd: 0.0320303; counts: 157123
sfh 0.126498 0 0.00925136 0 #avg: 0.00758584; avg_err: 8.1433e-05; sd: 0.0322789; counts: 157123
sfh 0.129873 0 0.011269 0 #avg: 0.0085823; avg_err: 8.77887e-05; sd: 0.0347982; counts: 157123
sfh 0.133248 0 0.013376 0 #avg: 0.00956102; avg_err: 9.28065e-05; sd: 0.0367872; counts: 157123
sfh 0.136623 0.00019668 0.0153941 0.00019668 #avg: 0.0106558; avg_err: 9.70621e-05; sd: 0.0384741; counts: 157123
sfh 0.141685 0.000904618 0.0180417 0.000904618 #avg: 0.0122871; avg_err: 0.000101083; sd: 0.0400677; counts: 157123
sfh 0.146748 0.00178701 0.0204757 0.00178701 #avg: 0.0138171; avg_err: 0.000107602; sd: 0.0426518; counts: 157123
sfh 0.15181 0.00275977 0.0221588 0.00275977 #avg: 0.015292; avg_err: 0.000110583; sd: 0.0438334; counts: 157123
sfh 0.156873 0.00387817 0.0235881 0.00387817 #avg: 0.0166513; avg_err: 0.000111923; sd: 0.0443648; counts: 157123
sfh 0.161935 0.00502269 0.0241853 0.00502269 #avg: 0.0178898; avg_err: 0.000118385; sd: 0.046926; counts: 157123
sfh 0.166998 0.00608515 0.0250919 0.00608515 #avg: 0.0188724; avg_err: 0.000114192; sd: 0.0452641; counts: 157123
sfh 0.17206 0.00691223 0.0254272 0.00677454 #avg: 0.0194757; avg_err: 0.000111595; sd: 0.0442349; counts: 157123
sfh 0.177123 0.00752818 0.025864 0.00715225 #avg: 0.0201271; avg_err: 0.000112165; sd: 0.0444608; counts: 157123
sfh 0.182185 0.00822167 0.0267608 0.00755649 #avg: 0.0209195; avg_err: 0.00010894; sd: 0.0431825; counts: 157123
