#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#vmpeak range: 2.95 - 3.11667
#HM   Stats: 4.548530e+14 (median) + 5.191199e+13  / - 1.383820e+14
#SM   Stats: 7.196280e+11 (median) + 3.827319e+11  / - 4.665003e+10
#VMP  Stats: 1.082190e+03 (median) + 5.011011e+01  / - 1.132200e+02
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.898331e-11 (median) + 7.202022e-12  / - 6.851828e-12
sfh 0.055623 0 0 0 #avg: 0.42848; avg_err: 0.42848; sd: 1.04956; counts: 7
sfh 0.060123 0 2.04579 0 #avg: 3.58068; avg_err: 3.25251; sd: 7.96699; counts: 7
sfh 0.062373 0 0.905201 0 #avg: 2.37775; avg_err: 2.19623; sd: 5.37965; counts: 7
sfh 0.064623 0.00787556 4.53067 0.00787556 #avg: 3.30884; avg_err: 2.58068; sd: 6.32135; counts: 7
sfh 0.066873 0.0641136 9.7757 0.0641136 #avg: 4.4093; avg_err: 2.96502; sd: 7.26279; counts: 7
sfh 0.069123 0.492557 10.501 0.492557 #avg: 3.53774; avg_err: 2.04012; sd: 4.99726; counts: 7
sfh 0.071373 1.34336 10.4935 1.34336 #avg: 7.27774; avg_err: 4.92772; sd: 12.0704; counts: 7
sfh 0.073623 3.0309 8.3164 3.0309 #avg: 10.9727; avg_err: 7.22306; sd: 17.6928; counts: 7
sfh 0.075873 5.80921 10.4594 5.80921 #avg: 14.5932; avg_err: 8.80258; sd: 21.5618; counts: 7
sfh 0.078123 6.82373 19.1432 6.72786 #avg: 17.0067; avg_err: 9.35688; sd: 22.9196; counts: 7
sfh 0.080373 8.9017 46.0997 8.51994 #avg: 21.9448; avg_err: 10.2719; sd: 25.1608; counts: 7
sfh 0.082623 11.0956 55.901 10.4327 #avg: 23.9793; avg_err: 11.5552; sd: 28.3043; counts: 7
sfh 0.085998 18.4246 51.6276 16.5477 #avg: 28.9709; avg_err: 12.7359; sd: 31.1965; counts: 7
sfh 0.089373 25.1408 28.7122 20.8681 #avg: 32.0444; avg_err: 11.5904; sd: 28.3906; counts: 7
sfh 0.092748 22.4844 29.2632 16.4444 #avg: 31.5615; avg_err: 11.2431; sd: 27.5399; counts: 7
sfh 0.096123 28.5395 26.9588 18.0188 #avg: 32.3425; avg_err: 8.42924; sd: 20.6473; counts: 7
sfh 0.099498 46.6568 9.823 40.2442 #avg: 40.0827; avg_err: 10.8729; sd: 26.633; counts: 7
sfh 0.102873 48.4127 43.3875 42.8306 #avg: 59.0566; avg_err: 19.8666; sd: 48.663; counts: 7
sfh 0.106248 52.6656 88.6414 45.0063 #avg: 75.1453; avg_err: 24.0582; sd: 58.9304; counts: 7
sfh 0.109623 99.1612 51.1888 91.04 #avg: 96.2051; avg_err: 26.7678; sd: 65.5673; counts: 7
sfh 0.112998 109.765 47.162 101.352 #avg: 95.7185; avg_err: 26.8942; sd: 65.8771; counts: 7
sfh 0.116373 140.958 12.792 131.401 #avg: 100.153; avg_err: 30.4935; sd: 74.6934; counts: 7
sfh 0.119748 126.692 96.894 113.907 #avg: 112.485; avg_err: 36.4911; sd: 89.3846; counts: 7
sfh 0.123123 102.353 85.852 72.3387 #avg: 120.981; avg_err: 32.9531; sd: 80.7184; counts: 7
