#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#vmpeak range: 2.11667 - 2.28333
#HM   Stats: 3.158820e+11 (median) + 1.895590e+11  / - 9.705801e+10
#SM   Stats: 2.080800e+09 (median) + 3.436060e+09  / - 1.155278e+09
#VMP  Stats: 1.487400e+02 (median) + 2.315999e+01  / - 1.330000e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.870012e-09 (median) + 2.661033e-09  / - 9.661952e-10
sfh 0.055623 0 0 0 #avg: 5.6773e-06; avg_err: 3.53301e-06; sd: 0.00186596; counts: 278943
sfh 0.060123 0 0 0 #avg: 0.00013786; avg_err: 2.60561e-05; sd: 0.0137615; counts: 278943
sfh 0.062373 0 0 0 #avg: 0.00074492; avg_err: 0.000192794; sd: 0.101824; counts: 278943
sfh 0.064623 0 0 0 #avg: 0.00186092; avg_err: 0.000221382; sd: 0.116923; counts: 278943
sfh 0.066873 0 0 0 #avg: 0.00357367; avg_err: 0.000323761; sd: 0.170994; counts: 278943
sfh 0.069123 0 0 0 #avg: 0.00575827; avg_err: 0.000342763; sd: 0.18103; counts: 278943
sfh 0.071373 0 0 0 #avg: 0.00932235; avg_err: 0.000576189; sd: 0.304314; counts: 278943
sfh 0.073623 0 0 0 #avg: 0.013565; avg_err: 0.000494164; sd: 0.260992; counts: 278943
sfh 0.075873 0 0 0 #avg: 0.0193932; avg_err: 0.000520085; sd: 0.274683; counts: 278943
sfh 0.078123 0 0 0 #avg: 0.026816; avg_err: 0.000624553; sd: 0.329858; counts: 278943
sfh 0.080373 0 0 0 #avg: 0.0348733; avg_err: 0.000630829; sd: 0.333172; counts: 278943
sfh 0.082623 0 0 0 #avg: 0.0397876; avg_err: 0.000609268; sd: 0.321785; counts: 278943
sfh 0.085998 0 0.016359 0 #avg: 0.059426; avg_err: 0.000772565; sd: 0.40803; counts: 278943
sfh 0.089373 0 0.0489096 0 #avg: 0.0761212; avg_err: 0.000885719; sd: 0.467792; counts: 278943
sfh 0.092748 0 0.0893068 0 #avg: 0.0937626; avg_err: 0.00100014; sd: 0.528226; counts: 278943
sfh 0.096123 0 0.132047 0 #avg: 0.113655; avg_err: 0.00107589; sd: 0.568232; counts: 278943
sfh 0.099498 0.00223031 0.167768 0.00223031 #avg: 0.132787; avg_err: 0.0011124; sd: 0.587513; counts: 278943
sfh 0.102873 0.010222 0.193116 0.010222 #avg: 0.155112; avg_err: 0.00134827; sd: 0.712087; counts: 278943
sfh 0.106248 0.0198532 0.214297 0.0198532 #avg: 0.175312; avg_err: 0.00132301; sd: 0.698748; counts: 278943
sfh 0.109623 0.0300818 0.238386 0.0300818 #avg: 0.198193; avg_err: 0.00140762; sd: 0.743435; counts: 278943
sfh 0.112998 0.0389128 0.262071 0.0389128 #avg: 0.222957; avg_err: 0.00154706; sd: 0.817079; counts: 278943
sfh 0.116373 0.0470453 0.288647 0.0470453 #avg: 0.247639; avg_err: 0.00163248; sd: 0.862191; counts: 278943
sfh 0.119748 0.0556302 0.323584 0.0550419 #avg: 0.276063; avg_err: 0.00189464; sd: 1.00066; counts: 278943
sfh 0.123123 0.0651029 0.360642 0.0627248 #avg: 0.305226; avg_err: 0.00196697; sd: 1.03886; counts: 278943
sfh 0.126498 0.0751628 0.391282 0.0707377 #avg: 0.333748; avg_err: 0.00208525; sd: 1.10133; counts: 278943
sfh 0.129873 0.0862808 0.43206 0.079641 #avg: 0.3663; avg_err: 0.00226739; sd: 1.19752; counts: 278943
sfh 0.133248 0.0979923 0.473755 0.0888888 #avg: 0.400391; avg_err: 0.00246925; sd: 1.30413; counts: 278943
sfh 0.136623 0.110067 0.522954 0.0982527 #avg: 0.433516; avg_err: 0.00248644; sd: 1.31321; counts: 278943
sfh 0.141685 0.129375 0.590666 0.113374 #avg: 0.484299; avg_err: 0.00248801; sd: 1.31404; counts: 278943
sfh 0.146748 0.153395 0.660486 0.132602 #avg: 0.537911; avg_err: 0.00268326; sd: 1.41716; counts: 278943
sfh 0.15181 0.177355 0.735584 0.151811 #avg: 0.596907; avg_err: 0.00290489; sd: 1.53422; counts: 278943
sfh 0.156873 0.203773 0.811757 0.172988 #avg: 0.659075; avg_err: 0.00308408; sd: 1.62886; counts: 278943
sfh 0.161935 0.233298 0.897072 0.196759 #avg: 0.722158; avg_err: 0.00331839; sd: 1.75261; counts: 278943
sfh 0.166998 0.264912 0.980538 0.221862 #avg: 0.783907; avg_err: 0.00340831; sd: 1.8001; counts: 278943
sfh 0.17206 0.295524 1.06238 0.246262 #avg: 0.846245; avg_err: 0.0036229; sd: 1.91343; counts: 278943
sfh 0.177123 0.329315 1.13895 0.272319 #avg: 0.914216; avg_err: 0.00395095; sd: 2.08669; counts: 278943
sfh 0.182185 0.365791 1.22284 0.299481 #avg: 0.983248; avg_err: 0.00404761; sd: 2.13774; counts: 278943
sfh 0.187248 0.40096 1.29792 0.326809 #avg: 1.0522; avg_err: 0.00423389; sd: 2.23613; counts: 278943
sfh 0.19231 0.436542 1.37969 0.352207 #avg: 1.11835; avg_err: 0.00438382; sd: 2.31531; counts: 278943
sfh 0.197373 0.477812 1.45677 0.383712 #avg: 1.18078; avg_err: 0.00447414; sd: 2.36301; counts: 278943
sfh 0.202435 0.519401 1.52624 0.414789 #avg: 1.24736; avg_err: 0.00461428; sd: 2.43703; counts: 278943
sfh 0.207498 0.563489 1.60949 0.447615 #avg: 1.31682; avg_err: 0.0047535; sd: 2.51056; counts: 278943
sfh 0.21256 0.606238 1.68542 0.477921 #avg: 1.38853; avg_err: 0.00497333; sd: 2.62666; counts: 278943
sfh 0.217623 0.647089 1.76407 0.506069 #avg: 1.46022; avg_err: 0.00517156; sd: 2.73136; counts: 278943
sfh 0.222685 0.692097 1.82626 0.536695 #avg: 1.52686; avg_err: 0.00537255; sd: 2.83751; counts: 278943
sfh 0.227748 0.733884 1.89237 0.561858 #avg: 1.59172; avg_err: 0.00545815; sd: 2.88272; counts: 278943
sfh 0.23281 0.775576 1.96443 0.588029 #avg: 1.66658; avg_err: 0.00568698; sd: 3.00358; counts: 278943
sfh 0.237873 0.822714 2.03525 0.61735 #avg: 1.74124; avg_err: 0.00592158; sd: 3.12748; counts: 278943
sfh 0.242935 0.870489 2.11917 0.646312 #avg: 1.81999; avg_err: 0.0060282; sd: 3.18379; counts: 278943
sfh 0.247998 0.910332 2.19328 0.666247 #avg: 1.88646; avg_err: 0.00623644; sd: 3.29378; counts: 278943
sfh 0.25306 0.960124 2.28321 0.6952 #avg: 1.96779; avg_err: 0.00642075; sd: 3.39112; counts: 278943
sfh 0.258123 1.00599 2.33859 0.71908 #avg: 2.04232; avg_err: 0.00661042; sd: 3.49129; counts: 278943
sfh 0.263185 1.0526 2.41354 0.743766 #avg: 2.12028; avg_err: 0.00679297; sd: 3.5877; counts: 278943
sfh 0.268248 1.10408 2.48985 0.771001 #avg: 2.20697; avg_err: 0.00701605; sd: 3.70553; counts: 278943
sfh 0.27331 1.14642 2.58691 0.791506 #avg: 2.2869; avg_err: 0.00720463; sd: 3.80512; counts: 278943
sfh 0.278373 1.19486 2.68595 0.818435 #avg: 2.381; avg_err: 0.00748995; sd: 3.95582; counts: 278943
sfh 0.283435 1.22962 2.77061 0.832417 #avg: 2.46494; avg_err: 0.00770711; sd: 4.07051; counts: 278943
sfh 0.288498 1.27549 2.87801 0.852836 #avg: 2.56877; avg_err: 0.00816599; sd: 4.31286; counts: 278943
sfh 0.29356 1.32599 2.98374 0.87904 #avg: 2.66406; avg_err: 0.00846867; sd: 4.47272; counts: 278943
sfh 0.298623 1.38192 3.11129 0.909599 #avg: 2.77362; avg_err: 0.0086871; sd: 4.58809; counts: 278943
sfh 0.303685 1.44043 3.23828 0.938844 #avg: 2.88741; avg_err: 0.00893729; sd: 4.72023; counts: 278943
sfh 0.308748 1.50416 3.3644 0.970359 #avg: 3.00833; avg_err: 0.00930573; sd: 4.91482; counts: 278943
sfh 0.31381 1.57091 3.50469 1.0035 #avg: 3.12745; avg_err: 0.00950372; sd: 5.01939; counts: 278943
sfh 0.318873 1.64774 3.67206 1.04324 #avg: 3.25078; avg_err: 0.00958483; sd: 5.06222; counts: 278943
sfh 0.323935 1.72665 3.86333 1.09044 #avg: 3.38491; avg_err: 0.00974338; sd: 5.14596; counts: 278943
sfh 0.328997 1.81513 4.09123 1.14561 #avg: 3.53829; avg_err: 0.00987171; sd: 5.21374; counts: 278943
sfh 0.33406 1.89569 4.38353 1.20212 #avg: 3.75397; avg_err: 0.010441; sd: 5.51443; counts: 278943
iclh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 278943
iclh 0.060123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 278943
iclh 0.062373 0 0 0 #avg: 8.1636e-07; avg_err: 8.1636e-07; sd: 0.00043116; counts: 278943
iclh 0.064623 0 0 0 #avg: 1.74373e-06; avg_err: 1.74373e-06; sd: 0.00092095; counts: 278943
iclh 0.066873 0 0 0 #avg: 5.10979e-06; avg_err: 4.8552e-06; sd: 0.00256427; counts: 278943
iclh 0.069123 0 0 0 #avg: 1.21102e-05; avg_err: 8.54538e-06; sd: 0.00451324; counts: 278943
iclh 0.071373 0 0 0 #avg: 1.09161e-05; avg_err: 6.01294e-06; sd: 0.00317573; counts: 278943
iclh 0.073623 0 0 0 #avg: 1.59621e-05; avg_err: 5.19615e-06; sd: 0.00274435; counts: 278943
iclh 0.075873 0 0 0 #avg: 3.35269e-05; avg_err: 9.65422e-06; sd: 0.00509887; counts: 278943
