#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#vmpeak range: 1.61667 - 1.78333
#HM   Stats: 1.057650e+10 (median) + 4.467600e+09  / - 6.475030e+09
#SM   Stats: 2.574300e+08 (median) + 8.315300e+08  / - 2.559588e+08
#VMP  Stats: 5.374000e+01 (median) + 6.699997e+00  / - 7.640003e+00
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 5.841779e-12 (median) + 1.602177e-12  / - 2.556012e-12
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 5
sfh 0.060123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 5
sfh 0.062373 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 5
sfh 0.064623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 5
sfh 0.066873 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 5
sfh 0.069123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 5
sfh 0.071373 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 5
sfh 0.073623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 5
sfh 0.075873 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 5
sfh 0.078123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 5
sfh 0.080373 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 5
sfh 0.082623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 5
sfh 0.085998 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 5
sfh 0.089373 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 5
sfh 0.092748 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 5
sfh 0.096123 0 0.00026485 0 #avg: 5.297e-05; avg_err: 5.297e-05; sd: 0.00010594; counts: 5
sfh 0.099498 0.00231079 0.0147753 0.00231079 #avg: 0.00581281; avg_err: 0.00333005; sd: 0.0066601; counts: 5
sfh 0.102873 0.0205241 0.0323929 0.0205241 #avg: 0.0217458; avg_err: 0.0102525; sd: 0.0205051; counts: 5
sfh 0.106248 0.0213334 0.031999 0.0213334 #avg: 0.0195975; avg_err: 0.00980574; sd: 0.0196115; counts: 5
sfh 0.109623 0.0143476 0.0692934 0.0143476 #avg: 0.023713; avg_err: 0.0155137; sd: 0.0310275; counts: 5
sfh 0.112998 0.00676262 0.216832 0.00676262 #avg: 0.049299; avg_err: 0.0436743; sd: 0.0873486; counts: 5
sfh 0.116373 1.28481e-05 0.180384 1.28481e-05 #avg: 0.0376261; avg_err: 0.035724; sd: 0.071448; counts: 5
