#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final z=0 stellar mass
#sm range: 8.75 - 9.25
#HM   Stats: 1.283090e+11 (median) + 5.624999e+10  / - 4.194140e+10
#SM   Stats: 9.217060e+08 (median) + 4.873741e+08  / - 2.719720e+08
#VMP  Stats: 8.664000e+01 (median) + 6.099998e+00  / - 5.169998e+00
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 2.060049e-10 (median) + 2.347336e-10  / - 1.100149e-10
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 309564
sfh 0.060123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 309564
sfh 0.062373 0 0 0 #avg: 4.36335e-17; avg_err: 4.36335e-17; sd: 2.4277e-14; counts: 309564
sfh 0.064623 0 0 0 #avg: 1.11277e-15; avg_err: 8.40571e-16; sd: 4.6768e-13; counts: 309564
sfh 0.066873 0 0 0 #avg: 1.21843e-15; avg_err: 8.62055e-16; sd: 4.79634e-13; counts: 309564
sfh 0.069123 0 0 0 #avg: 5.1179e-15; avg_err: 3.26068e-15; sd: 1.81419e-12; counts: 309564
sfh 0.071373 0 0 0 #avg: 9.86366e-15; avg_err: 5.09927e-15; sd: 2.83715e-12; counts: 309564
sfh 0.073623 0 0 0 #avg: 1.56522e-14; avg_err: 4.60038e-15; sd: 2.55958e-12; counts: 309564
sfh 0.075873 0 0 0 #avg: 3.93071e-14; avg_err: 1.00557e-14; sd: 5.59484e-12; counts: 309564
sfh 0.078123 0 0 0 #avg: 6.29929e-14; avg_err: 1.02196e-14; sd: 5.68602e-12; counts: 309564
sfh 0.080373 0 0 0 #avg: 1.16452e-13; avg_err: 1.24788e-14; sd: 6.94302e-12; counts: 309564
sfh 0.082623 0 0 0 #avg: 2.05777e-13; avg_err: 1.74382e-14; sd: 9.70233e-12; counts: 309564
sfh 0.085998 0 0 0 #avg: 4.10373e-13; avg_err: 2.0972e-14; sd: 1.16685e-11; counts: 309564
sfh 0.089373 0 0 0 #avg: 8.00324e-13; avg_err: 3.72833e-14; sd: 2.07438e-11; counts: 309564
sfh 0.092748 0 0 0 #avg: 1.31096e-12; avg_err: 3.70728e-14; sd: 2.06267e-11; counts: 309564
sfh 0.096123 0 0 0 #avg: 1.98758e-12; avg_err: 4.34577e-14; sd: 2.41791e-11; counts: 309564
sfh 0.099498 0 0 0 #avg: 2.91626e-12; avg_err: 5.32177e-14; sd: 2.96095e-11; counts: 309564
sfh 0.102873 0 0 0 #avg: 3.9739e-12; avg_err: 5.9201e-14; sd: 3.29385e-11; counts: 309564
sfh 0.106248 0 0 0 #avg: 5.20293e-12; avg_err: 6.6883e-14; sd: 3.72126e-11; counts: 309564
sfh 0.109623 0 1.2893e-12 0 #avg: 6.46076e-12; avg_err: 7.04635e-14; sd: 3.92048e-11; counts: 309564
sfh 0.112998 0 4.67733e-12 0 #avg: 7.59836e-12; avg_err: 6.96131e-14; sd: 3.87316e-11; counts: 309564
sfh 0.116373 0 8.23422e-12 0 #avg: 8.58179e-12; avg_err: 7.05579e-14; sd: 3.92573e-11; counts: 309564
sfh 0.119748 0 1.1206e-11 0 #avg: 9.51991e-12; avg_err: 7.38659e-14; sd: 4.10978e-11; counts: 309564
sfh 0.123123 0 1.39126e-11 0 #avg: 1.0597e-11; avg_err: 7.80653e-14; sd: 4.34343e-11; counts: 309564
sfh 0.126498 0 1.67214e-11 0 #avg: 1.18438e-11; avg_err: 8.13855e-14; sd: 4.52816e-11; counts: 309564
sfh 0.129873 2.42116e-13 1.92832e-11 2.42116e-13 #avg: 1.31903e-11; avg_err: 8.76975e-14; sd: 4.87935e-11; counts: 309564
sfh 0.133248 9.48827e-13 2.17316e-11 9.48827e-13 #avg: 1.46627e-11; avg_err: 9.12544e-14; sd: 5.07725e-11; counts: 309564
sfh 0.136623 1.85719e-12 2.38683e-11 1.85719e-12 #avg: 1.62788e-11; avg_err: 9.82836e-14; sd: 5.46834e-11; counts: 309564
sfh 0.141685 3.20699e-12 2.70041e-11 3.20699e-12 #avg: 1.85662e-11; avg_err: 9.8803e-14; sd: 5.49724e-11; counts: 309564
sfh 0.146748 4.79025e-12 2.9638e-11 4.79025e-12 #avg: 2.07763e-11; avg_err: 1.02631e-13; sd: 5.71022e-11; counts: 309564
sfh 0.15181 6.45174e-12 3.17372e-11 6.45174e-12 #avg: 2.29442e-11; avg_err: 1.03206e-13; sd: 5.7422e-11; counts: 309564
sfh 0.156873 8.12438e-12 3.35342e-11 8.12438e-12 #avg: 2.49876e-11; avg_err: 1.08038e-13; sd: 6.01108e-11; counts: 309564
sfh 0.161935 9.65364e-12 3.47733e-11 9.38109e-12 #avg: 2.66916e-11; avg_err: 1.11098e-13; sd: 6.18129e-11; counts: 309564
sfh 0.166998 1.12522e-11 3.57839e-11 1.05433e-11 #avg: 2.81666e-11; avg_err: 1.07547e-13; sd: 5.98376e-11; counts: 309564
sfh 0.17206 1.24155e-11 3.63398e-11 1.11899e-11 #avg: 2.92685e-11; avg_err: 1.0911e-13; sd: 6.07068e-11; counts: 309564
sfh 0.177123 1.33768e-11 3.74387e-11 1.16249e-11 #avg: 3.04893e-11; avg_err: 1.10519e-13; sd: 6.1491e-11; counts: 309564
sfh 0.182185 1.44456e-11 3.89297e-11 1.22014e-11 #avg: 3.16284e-11; avg_err: 1.06289e-13; sd: 5.91373e-11; counts: 309564
sfh 0.187248 1.54495e-11 3.9817e-11 1.27309e-11 #avg: 3.25928e-11; avg_err: 1.05426e-13; sd: 5.86571e-11; counts: 309564
sfh 0.19231 1.64834e-11 4.09357e-11 1.33264e-11 #avg: 3.38144e-11; avg_err: 1.06656e-13; sd: 5.93416e-11; counts: 309564
sfh 0.197373 1.74605e-11 4.13378e-11 1.38332e-11 #avg: 3.47964e-11; avg_err: 1.06821e-13; sd: 5.94336e-11; counts: 309564
sfh 0.202435 1.8526e-11 4.17941e-11 1.44413e-11 #avg: 3.56859e-11; avg_err: 1.05332e-13; sd: 5.86052e-11; counts: 309564
