#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.51944e+07 1 0 6.28851e+08 3.65533e+07 5.36715e+08 7.95898e+08 5.36715e+08 0.160143 0.00234144 0.153124 0.0456035 0.03136 0.213143 0.00241491 0.214846 0.0394509 0.042554 0.265996 0.00210267 0.27174 0.0277442 0.0418532 282
1.64505e+08 1 0 6.33378e+08 3.72035e+07 5.99643e+08 6.69791e+08 5.99643e+08 0.160782 0.00222067 0.160922 0.0335259 0.0335565 0.217173 0.00226743 0.214248 0.0441397 0.0323694 0.267389 0.00202972 0.270924 0.030949 0.0356416 245
2.52914e+08 1 0 6.63735e+08 3.35627e+07 5.36715e+08 7.95898e+08 5.36715e+08 0.159969 0.00195209 0.156372 0.0413563 0.0317513 0.211212 0.00209016 0.209674 0.0459762 0.0386802 0.265652 0.00185489 0.272259 0.0274919 0.0410845 353
4.01783e+08 1 0 6.4044e+08 2.78412e+07 6.06006e+08 7.26607e+08 6.06006e+08 0.161196 0.00163494 0.158045 0.0413135 0.0321237 0.214946 0.00169493 0.214403 0.0404317 0.0388248 0.267058 0.00158873 0.273186 0.0293888 0.0423642 515
6.37219e+08 1 0 6.16795e+08 2.31465e+07 5.36715e+08 7.32719e+08 5.36715e+08 0.165732 0.0013656 0.164843 0.0350308 0.0342889 0.218195 0.00140531 0.218457 0.035724 0.0362742 0.26955 0.00132768 0.275861 0.0277903 0.0417266 667
1.00924e+09 1 0 5.97516e+08 1.99695e+07 5.36715e+08 6.04553e+08 5.36715e+08 0.162644 0.00127926 0.159954 0.0367597 0.0336628 0.217009 0.00130792 0.217168 0.0374578 0.0363377 0.270486 0.00120042 0.278743 0.0237396 0.0430565 779
1.60178e+09 1 0 6.03e+08 1.82618e+07 5.36715e+08 7.32719e+08 5.36715e+08 0.167367 0.00114912 0.164789 0.0392465 0.0345547 0.220793 0.00116268 0.220542 0.0394851 0.0375602 0.270461 0.0010604 0.277709 0.0250919 0.0413279 1028
2.49586e+09 0.999083 0.00091659 6.31045e+08 1.67509e+07 6.06006e+08 5.99643e+08 6.06006e+08 0.167318 0.00108053 0.164628 0.0392732 0.0329262 0.221366 0.00111739 0.220357 0.0391092 0.0368535 0.27162 0.00101729 0.277546 0.0264145 0.0385748 1091
3.99531e+09 1 0 6.12631e+08 1.66404e+07 5.36715e+08 6.68934e+08 5.36715e+08 0.172007 0.00107163 0.169404 0.0393188 0.0325445 0.225669 0.00110269 0.227869 0.0365788 0.0407122 0.274259 0.00100681 0.281652 0.0260372 0.0418599 1171
6.30127e+09 1 0 6.22311e+08 1.60393e+07 6.06006e+08 5.99643e+08 6.06006e+08 0.175776 0.00113409 0.173035 0.041857 0.0356731 0.228793 0.00110213 0.22978 0.038634 0.0406814 0.274379 0.000987117 0.280995 0.0261165 0.0410531 1138
