#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.64216e+07 0.000575287 0.000583505 3.13935e-05 0 0 0 0.000417734 5.21564e-06 0 0 0 608392
1.57039e+08 0.000759033 0.000759033 6.01725e-05 0 0 0 0.000550744 9.7711e-06 0 0 0 209477
2.49003e+08 0.000991907 0.000991907 7.74168e-05 0 0 0 0.000647925 1.24415e-05 0 0 0 165338
3.94474e+08 0.0013976 0.001436 0.000107709 0 0 0 0.000786335 1.66349e-05 0 0 0 130223
6.25315e+08 0.00183325 0.00186251 0.000136744 0 0 0 0.000894918 2.05831e-05 0 0 0 102550
9.90108e+08 0.00220609 0.0022437 0.000170305 0 0 0 0.00107309 2.68695e-05 0 0 0 79779
1.56897e+09 0.00324727 0.00334325 0.000237429 0 0 0 0.00128472 3.56932e-05 0 0 0 62514
2.49135e+09 0.00452131 0.00476461 0.000326851 0 0 0 0.00169227 5.45558e-05 0 0 0 49322
3.95113e+09 0.00677053 0.00699706 0.000431609 0 0 0 0.00224628 7.40384e-05 0 0 0 39731
6.27354e+09 0.00919743 0.00947062 0.000548952 0 0 0 0.00320777 0.000113346 0 0 0 32944
9.94459e+09 0.013637 0.0140975 0.00072453 0 0 0 0.00467817 0.000158913 0 0 0 28232
1.57897e+10 0.0229422 0.0242705 0.00103434 0 0 0 0.00721178 0.000216861 0 0 0 24845
2.50204e+10 0.03413 0.036319 0.00133085 0 0 0 0.01129 0.000296861 0 0 0 22385
3.96011e+10 0.0435012 0.0459327 0.00160943 0 0 0 0.0144813 0.000354408 0 0.0114464 0 18919
6.23261e+10 0.0462916 0.0485934 0.00180293 0 0 0 0.01726 0.000422098 0 0.0153933 0 15640
9.82336e+10 0.043879 0.0452232 0.00209865 0 0 0 0.020212 0.000565781 0 0.0285991 0 10415
1.53474e+11 0.0402672 0.041195 0.0027704 0 0 0 0.0254731 0.000935208 0 0.042726 0 5389
2.40195e+11 0.0455243 0.0480818 0.00515413 0 0 0 0.0391863 0.0019392 0 0.0803779 0 1955
3.72046e+11 0.0894309 0.0894309 0.0148757 0 0 0 0.069437 0.00588079 0.0141794 0.160107 0.0141794 369
5.81854e+11 0.130435 0.130435 0.0502044 0 0 0 0.138636 0.0225543 0.0943959 0.243589 0.0943959 46
8.91396e+11 0 0 0 0 0 0 0.088197 0.088197 0 0.264591 0 3
1.30387e+12 0 0 0 0 0 0 0.408115 0.408115 0.408115 0 0 1
