#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
39.5029 0.0911765 0.0970588 0.0171238 0 0 0 0.102812 0.00583628 0.0716889 0.106033 0.061372 340
62.8184 0 0 0 0 0 0 0.0657002 0.0177822 0.0263082 0.102933 0.018141 15
82.0966 0 0 0 0 0 0 0.272436 0.0591601 0.189088 0.48044 0.144233 20
100.666 0.0350877 0.0350877 0.0245882 0 0 0 0.182507 0.0244293 0.118724 0.242002 0.0810184 57
131.99 0.0627737 0.0642336 0.00959923 0 0 0 0.0905469 0.00425369 0.0539655 0.11338 0.045732 685
163.737 0.126253 0.134868 0.00435813 0 0 0 0.140331 0.0015836 0.0991041 0.160567 0.0758806 7081
201.62 0.162499 0.177105 0.0029201 0 1 0 0.20392 0.00108263 0.169791 0.193755 0.116798 20677
249.863 0.184096 0.201008 0.00292587 0 1 0 0.301122 0.00115922 0.285442 0.197709 0.171215 22825
311.83 0.166765 0.17729 0.00352048 0 1 0 0.413416 0.00152403 0.41106 0.18458 0.182524 13492
391.796 0.148258 0.154037 0.00484001 0 0 0 0.51629 0.00209733 0.521351 0.161699 0.16946 6057
492.327 0.126681 0.130586 0.00728303 0 0 0 0.583249 0.00297938 0.587445 0.141308 0.139761 2305
617.447 0.124253 0.136201 0.0131214 0 0 0 0.630848 0.0048536 0.645058 0.121745 0.147567 837
779.35 0.117871 0.125475 0.0218374 0 0 0 0.663624 0.00787427 0.67558 0.111222 0.132523 263
958.713 0.113636 0.113636 0.0483983 0 0 0 0.727193 0.0146356 0.723161 0.125118 0.0985804 44
1159.53 0 0 0 0 0 0 0.711589 0.0272393 0.722931 0.0291336 0.0631586 3
1455.08 0 0 0 0 0 0 0.719986 0.00829443 0.72828 0 0.0165889 2
