#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
44.7974 0.000220104 0.000220221 5.0798e-06 0 0 0 0.000214198 1.54304e-06 0 0 0 8541427
62.4912 0.000530404 0.000530994 1.25227e-05 0 0 0 0.00061537 3.87418e-06 0 0 0 3391754
78.5508 0.00150461 0.00150695 2.97322e-05 0 0 0 0.00151806 9.03954e-06 0 0 0 1707423
98.4709 0.00421442 0.00424004 7.22088e-05 0 0 0 0.00327529 2.17569e-05 0 0 0 819567
123.975 0.0104455 0.0105462 0.000170186 0 0 0 0.00688473 5.26715e-05 0 0 0 367241
155.884 0.0226811 0.0230575 0.000382172 0 0 0 0.0142042 0.000122904 0 0.0112416 0 159384
195.812 0.0423371 0.0432292 0.000821758 0 0 0 0.0260552 0.000270398 0 0.0458585 0 63892
245.589 0.0685013 0.0701442 0.00176943 0 0 0 0.0406472 0.000573869 0 0.0908486 0 21912
307.719 0.0910352 0.0943298 0.0039949 0 0 0 0.0551033 0.00133677 0 0.127286 0 5767
384.803 0.112816 0.113718 0.0096268 0 0 0 0.0661971 0.00322111 0.0108223 0.139509 0.0108223 1108
483.062 0.119205 0.119205 0.0264569 0 0 0 0.0955775 0.0117496 0.0223838 0.186718 0.0223838 151
616.43 0.285714 0.285714 0.101015 0 1 0 0.11209 0.0320159 0.0659698 0.142733 0.0659698 21
856.04 1 1 1 1 0 0 0.415152 0.415152 0.415152 0 0 1
