#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
45.8741 2.35767e-05 4.53728e-06 156079 8271.67 0 0 0 0.222253 4.26895e-05 0.218121 0.0546461 0.0427778 0.26272 3.69152e-05 0.265143 0.0409833 0.0443719 0.31429 1.47633e-05 0.317835 0.0108843 0.0172873 1145200
62.8009 1.30108e-05 4.3369e-06 348104 16432.5 0 0 0 0.194458 5.06858e-05 0.188998 0.0480704 0.0352997 0.247186 4.66512e-05 0.247734 0.0400669 0.0402156 0.311394 1.79725e-05 0.314212 0.0108073 0.0160177 691735
79.6172 0.000119255 1.50239e-05 1.63729e+06 44888.4 0 0 0 0.17715 5.55341e-05 0.172702 0.0430015 0.0345003 0.240868 5.065e-05 0.241944 0.035509 0.037552 0.310682 1.87116e-05 0.313172 0.00956097 0.0143638 528279
98.3034 0.00105982 5.90305e-05 5.28569e+06 114600 0 0 0 0.174135 7.26561e-05 0.170587 0.0421878 0.0356758 0.241285 6.47376e-05 0.242582 0.0339272 0.0365683 0.311498 2.31812e-05 0.31385 0.008645 0.0131297 303824
123.721 0.0112849 0.000300003 1.94285e+07 372044 0 0 0 0.179781 0.000113642 0.176918 0.0413839 0.0364475 0.245856 9.71966e-05 0.247429 0.0318395 0.0354199 0.312745 3.72699e-05 0.315389 0.00782317 0.0124507 123971
155.465 0.0687308 0.00115954 6.89043e+07 1.16906e+06 0 0 0 0.186096 0.000181548 0.183685 0.0410104 0.0368178 0.25078 0.000156829 0.253083 0.0312291 0.0363953 0.312712 8.17514e-05 0.317377 0.00742716 0.0141672 47606
195.836 0.236637 0.00320333 1.78742e+08 2.98746e+06 0 5.36715e+08 0 0.195414 0.000311118 0.193064 0.0434968 0.0391403 0.258476 0.000273988 0.262861 0.0313359 0.0408241 0.31024 0.000195193 0.320034 0.00704694 0.0268721 17605
245.909 0.501926 0.00633414 3.51063e+08 6.36986e+06 0 9.12397e+08 0 0.200877 0.000533319 0.199306 0.0448276 0.0404866 0.257623 0.000490388 0.262549 0.0340094 0.0453549 0.299419 0.0004191 0.312844 0.0138109 0.0475205 6232
309.06 0.726209 0.0100617 5.55557e+08 1.26788e+07 4.66944e+08 6.74324e+08 4.66944e+08 0.195671 0.000943287 0.194472 0.0448157 0.0403557 0.246065 0.000907603 0.249372 0.0383311 0.0447573 0.282634 0.000846756 0.290454 0.0307743 0.0478634 1965
386.221 0.860963 0.0146206 7.35536e+08 2.32093e+07 7.01053e+08 5.68381e+08 7.01053e+08 0.182756 0.00157622 0.17937 0.0420366 0.0333574 0.230831 0.00160681 0.233978 0.033692 0.0405517 0.267171 0.00161211 0.27061 0.0364104 0.0442426 561
486.467 0.971429 0.0141307 8.28694e+08 4.67247e+07 8.10788e+08 5.84386e+08 8.10788e+08 0.171579 0.00310419 0.165802 0.0379736 0.0288327 0.216175 0.00337625 0.215245 0.0438343 0.0421415 0.250693 0.00341986 0.252077 0.0465265 0.0485266 140
617.568 1 0 8.5608e+08 6.94748e+07 8.10788e+08 4.58646e+08 2.74073e+08 0.164322 0.00576162 0.160182 0.0398634 0.0201282 0.214012 0.00798998 0.222625 0.0254568 0.0498808 0.250524 0.00758966 0.256005 0.0262038 0.0426937 18
805.615 1 0 1.37176e+09 3.63277e+08 1.0763e+09 1.01803e+09 1.31647e+08 0.130368 0.00995433 0.138848 0.0028801 0.0283186 0.166384 0.0224185 0.156317 0.0529391 0.0227382 0.206332 0.0195575 0.209452 0.0290868 0.0384465 3
