#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
46.995 1.09188e+09 1.9165e+07 8.29125e+08 9.12884e+08 3.69268e+08 1.41452e+09 2.65587e+07 1.05122e+09 1.27486e+09 4.79583e+08 1723
62.6785 1.06068e+09 2.38034e+07 7.97294e+08 9.44714e+08 3.46003e+08 1.18924e+09 2.78762e+07 8.43665e+08 1.03409e+09 3.49722e+08 1115
79.6374 1.15645e+09 2.78694e+07 9.0946e+08 9.48559e+08 4.15517e+08 1.13264e+09 3.30069e+07 8.29125e+08 7.97294e+08 3.35182e+08 873
99.3523 1.26802e+09 3.63124e+07 9.51436e+08 1.13982e+09 4.57493e+08 1.25783e+09 4.19523e+07 9.41735e+08 9.60282e+08 4.47792e+08 662
125.204 1.42823e+09 4.96294e+07 1.14106e+09 1.29341e+09 6.47116e+08 1.39648e+09 5.83099e+07 1.05478e+09 1.25985e+09 5.60837e+08 459
158.144 1.72294e+09 7.81411e+07 1.28215e+09 1.75756e+09 6.84718e+08 1.65564e+09 8.06031e+07 1.16825e+09 1.78733e+09 6.74308e+08 296
197.615 2.22092e+09 1.35625e+08 1.36408e+09 2.76895e+09 7.58842e+08 1.88136e+09 1.16068e+08 1.27827e+09 2.00218e+09 6.72324e+08 201
249.21 2.26758e+09 1.69653e+08 1.62642e+09 2.7867e+09 1.06746e+09 2.24243e+09 1.50567e+08 1.63771e+09 2.66478e+09 1.07035e+09 133
312.097 2.60806e+09 2.82826e+08 2.17726e+09 2.71985e+09 1.48004e+09 1.88778e+09 1.84677e+08 1.74201e+09 1.53844e+09 1.24807e+09 56
384.735 2.32289e+09 5.13131e+08 2.09125e+09 3.36116e+09 1.48602e+09 1.27157e+09 2.45075e+08 8.29125e+08 1.8521e+09 3.74373e+08 18
523.197 3.77111e+09 7.17554e+08 2.80036e+09 5.14124e+09 1.17394e+09 9.1608e+08 2.06213e+08 7.1696e+08 6.79528e+08 3.68942e+08 11
642.88 5.99606e+09 5.99606e+09 5.99606e+09 0 0 1.39649e+09 1.39649e+09 1.39649e+09 0 0 1
