#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
44.4385 0.236514 0.278303 0.000702866 0 1 0 0.144109 0.000159214 0.111491 0.152972 0.0805799 594169
62.1691 0.254192 0.303115 0.00138439 0 1 0 0.123961 0.000250474 0.0995456 0.12421 0.0701443 167712
78.6114 0.25942 0.3061 0.00195302 0 1 0 0.129126 0.000352675 0.10731 0.12424 0.0773459 83012
99.2889 0.290113 0.344964 0.00256451 0 1 0 0.144209 0.00046628 0.123998 0.131208 0.0861204 52707
124.724 0.342642 0.417776 0.00343943 0 1 0 0.178985 0.00065039 0.161923 0.147813 0.111257 34698
157.529 0.429029 0.557717 0.00483739 0 1 0 0.22405 0.000991402 0.211254 0.180495 0.155698 23390
198.137 0.559526 0.815258 0.00686771 1 1 1 0.321082 0.00152503 0.314688 0.224091 0.220425 16791
248.74 0.613968 0.950386 0.0093147 1 1 1 0.483689 0.00208134 0.520852 0.178653 0.29566 10481
312.833 0.508389 0.73943 0.0113861 1 1 1 0.635973 0.00228704 0.677726 0.117418 0.219323 5960
393.728 0.40091 0.542944 0.0135054 0 1 0 0.724381 0.00244756 0.757505 0.0836248 0.148657 3295
494.255 0.30445 0.403396 0.0169845 0 1 0 0.780564 0.00248316 0.799864 0.068763 0.103342 1708
620.943 0.247561 0.312195 0.0210677 0 1 0 0.814105 0.00286052 0.826448 0.0592453 0.075793 820
780.236 0.203343 0.250696 0.0289127 0 1 0 0.840317 0.00382786 0.85237 0.0488397 0.0662793 359
973.069 0.215827 0.23741 0.0415811 0 1 0 0.84579 0.00548571 0.856042 0.0486175 0.0594373 139
1213.42 0.162162 0.189189 0.0759113 0 1 0 0.872048 0.00970803 0.885147 0.0360728 0.067477 37
1622.9 0 0 0 0 0 0 0.887475 0.00176787 0.889242 0 0.00353575 2
