#Observed stellar mass range: 10 < log10(M*/Msun) < 10.2
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of -0.221843 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 40512
#Bestfit SF galaxies in bin: 32676
#Bestfit Q galaxies in bin: 7836
#Bestfit central galaxies in bin: 28089
#Bestfit satellite galaxies in bin: 12423
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 1.25266e-05 1.02594e-05 1.25034e-05 1.0444e-05 1.0925e-05 1.0444e-05 2.12113e-05 2.75501e-05 2.12113e-05 3.49798e-06 2.34287e-06 3.49798e-06 3.29409e-05 3.52305e-05 3.29321e-05 0.000000 0.057873
0.059561 0.000408927 0.00024146 0.000393637 0.000149823 0.000122451 0.000145047 0.00148939 0.00148562 0.00144321 0.000389445 0.000232617 0.000377253 0.000452978 0.000423162 0.000439436 0.057873 0.061248
0.062373 0.000981595 0.000405631 0.000922062 0.000329708 0.000211256 0.000312547 0.00369996 0.00155393 0.00345811 0.00093603 0.000197097 0.000889541 0.00108462 0.000755566 0.00101338 0.061248 0.063498
0.064623 0.00307171 0.00111692 0.00284186 0.000966753 0.000898911 0.000874218 0.0118493 0.00197613 0.011148 0.00247063 0.00109603 0.00229937 0.00443078 0.00244102 0.00411329 0.063498 0.065748
0.066873 0.00544083 0.000673837 0.00483729 0.00144774 0.00113544 0.00122882 0.0220919 0.00159475 0.0204548 0.00566641 0 0.00524788 0.00493078 0.00311772 0.00431955 0.065748 0.067998
0.069123 0.0105317 0.000272011 0.00930361 0.00287797 0.00231922 0.00242947 0.0424478 -0.00249471 0.038893 0.0125497 -0.00150774 0.0115627 0.00596901 0.00638549 0.0046518 0.067998 0.070248
0.071373 0.0111637 0.00431199 0.00896626 0.00452861 0.00313636 0.0036585 0.0388321 0.0115846 0.0320814 0.0119252 0.00396173 0.0100154 0.00944212 0.00759002 0.00694289 0.070248 0.072498
0.073623 0.0167078 0.00513008 0.0129919 0.00667668 0.00538528 0.00505337 0.0585375 0.0105456 0.0464048 0.0173499 0.00257857 0.0140887 0.0152561 0.0126694 0.0111543 0.072498 0.074748
0.075873 0.0209168 0.00997898 0.0144916 0.0108173 0.0068828 0.00807838 0.0630316 0.0296723 0.0453175 0.0192337 0.00871934 0.0131678 0.0247224 0.0155175 0.0169208 0.074748 0.076998
0.078123 0.0301195 0.0132909 0.0204424 0.0138303 0.0106057 0.00970273 0.0980449 0.0261236 0.0713709 0.029716 0.00887958 0.0204887 0.0310317 0.0220692 0.0199675 0.076998 0.079248
0.080373 0.0416958 0.0115997 0.0280996 0.0185899 0.0136143 0.0125874 0.138047 0.0185502 0.102622 0.0413564 0.00828893 0.0281981 0.0424632 0.0215358 0.0267446 0.079248 0.081498
0.082904 0.0428004 0.0189112 0.0271213 0.0225352 0.0149991 0.0140387 0.127306 0.0354203 0.0842727 0.0396801 0.0151633 0.0253667 0.0498555 0.0265435 0.0296912 0.081498 0.084311
