#Peak halo mass range: 10.625 < log10(Mh/Msun) < 10.875
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit halos in bin: 1.00026e+06
#Bestfit SF halos in bin: 952358
#Bestfit Q halos in bin: 47903
#Bestfit central halos in bin: 704886
#Bestfit satellite halos in bin: 295375
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0 1.18802e-08 0 0 6.83786e-10 0 0 0 0 0 0 0 0 4.07376e-08 0 0.000000 0.057873
0.059561 0 1.21024e-07 0 0 1.30321e-08 0 0 0 0 0 0 0 0 4.14994e-07 0 0.057873 0.061248
0.062373 0 4.68812e-07 0 0 2.21833e-07 0 0 0 0 0 0 0 0 1.57002e-06 0 0.061248 0.063498
0.064623 4.12584e-07 2.49395e-06 3.77259e-07 2.04587e-07 9.95258e-07 1.79941e-07 4.54776e-06 1.18962e-05 4.36543e-06 0 0 0 1.39718e-06 8.41976e-06 1.27769e-06 0.063498 0.065748
0.066873 6.06448e-07 3.52407e-06 5.32154e-07 2.42386e-07 7.25226e-07 2.20587e-07 7.84435e-06 1.9232e-05 7.24635e-06 0 0 0 2.05368e-06 1.19688e-05 1.80231e-06 0.065748 0.067998
0.069123 4.92006e-06 3.97848e-06 4.40517e-06 3.90572e-06 1.13821e-06 3.67576e-06 2.5086e-05 3.98363e-05 2.24566e-05 2.01769e-07 3.82047e-07 1.82276e-07 1.61798e-05 1.30521e-05 1.45062e-05 0.067998 0.070248
0.071373 5.38902e-06 8.47123e-06 4.58542e-06 3.54821e-06 3.25459e-06 3.09701e-06 4.19861e-05 6.19318e-05 3.70765e-05 8.98522e-07 1.29243e-06 7.79679e-07 1.61052e-05 2.56521e-05 1.36853e-05 0.070248 0.072498
0.073623 1.17054e-05 1.62957e-05 8.46347e-06 6.64544e-06 6.46571e-06 5.4216e-06 0.000112303 0.000129939 9.20549e-05 8.90703e-07 1.3444e-06 7.64823e-07 3.75138e-05 5.06327e-05 2.65501e-05 0.072498 0.074748
0.075873 2.87157e-05 2.49803e-05 2.13645e-05 2.20193e-05 1.36012e-05 1.71998e-05 0.000161846 0.000172581 0.000133597 3.63969e-06 4.41515e-06 2.83263e-06 8.85574e-05 7.60943e-05 6.63328e-05 0.074748 0.076998
0.078123 3.53675e-05 3.21425e-05 2.65815e-05 2.7003e-05 2.28441e-05 2.00887e-05 0.000201662 0.000206238 0.000160271 7.73204e-06 8.6862e-06 6.03198e-06 0.000101317 9.09775e-05 7.56651e-05 0.076998 0.079248
0.080373 6.78961e-05 6.09636e-05 4.90865e-05 5.16488e-05 4.11044e-05 3.79787e-05 0.000390908 0.000276845 0.000296424 1.63584e-05 1.62494e-05 1.18928e-05 0.000190886 0.000164776 0.000137603 0.079248 0.081498
0.082904 0.000101111 8.03844e-05 7.09889e-05 7.94587e-05 5.88866e-05 5.7758e-05 0.000531571 0.000446475 0.000392465 2.62283e-05 2.57396e-05 1.86342e-05 0.000279811 0.00021611 0.000195188 0.081498 0.084311
0.085998 0.000201017 0.000141073 0.000134478 0.00016625 0.000102425 0.00011335 0.000892221 0.000665062 0.000622602 5.54666e-05 4.9386e-05 3.90337e-05 0.00054836 0.000377273 0.000366998 0.084311 0.087685
0.089373 0.000349857 0.00023113 0.000214005 0.00029545 0.00016097 0.000181873 0.00143153 0.00102942 0.000907502 0.000114505 9.223e-05 7.08336e-05 0.000911503 0.00055347 0.000546255 0.087685 0.091061
0.092748 0.000525935 0.000345814 0.000299529 0.00045351 0.00024941 0.000262506 0.00196581 0.00135068 0.00118035 0.000191187 0.000142987 0.000106871 0.00132478 0.000820239 0.000753238 0.091061 0.094435
0.096123 0.000751456 0.000458956 0.00039532 0.00065636 0.000351116 0.000355495 0.00264206 0.00174227 0.00146265 0.000297674 0.00020012 0.000157207 0.00183437 0.00107621 0.000966468 0.094435 0.097811
0.099498 0.00106315 0.000619319 0.000520349 0.000931426 0.000494774 0.000471384 0.00368188 0.00214654 0.00192592 0.000452405 0.000292265 0.000219457 0.00252063 0.00138612 0.00121426 0.097811 0.101186
0.102873 0.00142723 0.000766237 0.000638727 0.00126412 0.000619369 0.000592779 0.00467 0.00271627 0.00227248 0.000656081 0.000388727 0.000289973 0.00326751 0.00169131 0.00143173 0.101186 0.104560
0.106248 0.00188032 0.000951536 0.000740818 0.00166427 0.000799477 0.000710353 0.00617542 0.00335865 0.00284762 0.000922163 0.000527913 0.000367426 0.00416686 0.00199968 0.00166056 0.104560 0.107936
0.109623 0.00239025 0.00110504 0.000878768 0.00212067 0.000900814 0.000838081 0.00774984 0.00382242 0.00347454 0.00123243 0.000637335 0.000451141 0.00515328 0.00224093 0.00187398 0.107936 0.111310
0.112998 0.00283363 0.00123724 0.000974038 0.00252847 0.000982632 0.000925805 0.00890065 0.00421287 0.00373332 0.00151157 0.000765271 0.000508005 0.00598863 0.0024279 0.002054 0.111310 0.114686
0.116373 0.00317807 0.00130272 0.00103987 0.00285285 0.0010808 0.000977957 0.00964372 0.0042322 0.00376065 0.00176301 0.000812805 0.000570677 0.00655497 0.00251675 0.00211883 0.114686 0.118060
0.119748 0.00354693 0.00138856 0.00104754 0.0031989 0.00123553 0.00102646 0.0104659 0.00446934 0.00404548 0.00200042 0.000885133 0.000620507 0.00723754 0.00258376 0.00224407 0.118060 0.121435
0.123123 0.00393417 0.00151262 0.00112663 0.00354685 0.00127772 0.00102779 0.0116345 0.00490095 0.00462578 0.00225382 0.000966586 0.000648999 0.00794419 0.00266496 0.00215823 0.121435 0.124811
0.126498 0.00445222 0.00157829 0.0011857 0.00402136 0.00130027 0.00115119 0.0130181 0.00522399 0.005172 0.00259381 0.00113462 0.000718112 0.00888714 0.00294907 0.00227905 0.124811 0.128185
0.129873 0.00499987 0.00178922 0.00126158 0.00455378 0.00152197 0.00119605 0.0138687 0.00538414 0.00541963 0.00297384 0.00131195 0.000759217 0.00983482 0.00328355 0.00247181 0.128185 0.131561
0.133248 0.0056154 0.00201598 0.00139172 0.00514509 0.00172279 0.00130682 0.0149656 0.0059617 0.0054797 0.00340246 0.00146714 0.000870507 0.0108964 0.00356665 0.00260729 0.131561 0.134935
0.137045 0.00625481 0.00211824 0.00154206 0.00574725 0.00184806 0.00147021 0.0163455 0.00650767 0.00568872 0.00386023 0.00135989 0.000994768 0.0119693 0.00375472 0.00285495 0.134935 0.139154
0.141685 0.00732959 0.00236624 0.00178066 0.00675961 0.00202715 0.00175275 0.0186614 0.00626468 0.00625171 0.00461546 0.00159641 0.00113153 0.0138066 0.00382738 0.00324889 0.139154 0.144217
0.146748 0.00824589 0.00283492 0.00182041 0.00766937 0.00235535 0.00199309 0.0197077 0.00667429 0.0063975 0.00537371 0.00201595 0.00132979 0.0151001 0.00446147 0.003591 0.144217 0.149279
0.151810 0.00924754 0.00319662 0.00214312 0.0086425 0.00284191 0.00212 0.0212763 0.00734759 0.00668511 0.00619109 0.00249075 0.00150076 0.0165415 0.00508349 0.00365132 0.149279 0.154342
0.156873 0.0101976 0.00345428 0.00223954 0.00955183 0.00317447 0.00225863 0.0230355 0.00680772 0.00753324 0.0069766 0.00264154 0.00167897 0.0178841 0.00548066 0.0038423 0.154342 0.159404
0.161935 0.0110115 0.00358824 0.00248493 0.0103088 0.00314637 0.00249189 0.024982 0.00744941 0.00802214 0.00761764 0.00280044 0.0017284 0.0191106 0.00560914 0.00437601 0.159404 0.164467
0.166998 0.0118597 0.00393112 0.00272869 0.0111007 0.00361028 0.00261015 0.0269497 0.00684409 0.00862482 0.00827407 0.00313907 0.00184253 0.0204166 0.006049 0.00491159 0.164467 0.169529
