#Observed stellar mass range: 9.8 < log10(M*/Msun) < 10
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of -0.261984 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 4389
#Bestfit SF galaxies in bin: 4036
#Bestfit Q galaxies in bin: 353
#Bestfit central galaxies in bin: 3912
#Bestfit satellite galaxies in bin: 477
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0.00194958 5.52783e-05 0.00194606 0.0021201 -0.000272154 0.00211643 0 0.00382461 0 0.0018425 0.000180294 0.00183886 0.00282784 -0.000151371 0.00282784 0.000000 0.057873
0.059561 0.0153106 0.0173447 0.0147672 0.0150772 0.015991 0.014664 0.0179789 0.0530908 0.0174437 0.0136882 0.0205381 0.0131184 0.028616 0.0186416 0.028369 0.057873 0.061248
0.062373 0.0335872 0.0290989 0.0320704 0.0322481 0.0273109 0.0308707 0.0488976 0.0715893 0.0460591 0.0312646 0.0255327 0.0298084 0.0526354 0.049617 0.0511019 0.061248 0.063498
0.064623 0.0610563 0.0587008 0.0563061 0.0563629 0.0570032 0.0520454 0.114718 0.132702 0.10497 0.0583483 0.0460529 0.0536341 0.083265 0.128089 0.077736 0.063498 0.065748
0.066873 0.105814 0.111208 0.0939055 0.0952598 0.109435 0.0854488 0.226483 0.148364 0.203042 0.105882 0.0798379 0.0947701 0.105255 0.311284 0.0935849 0.065748 0.067998
0.069123 0.16935 0.0879733 0.14664 0.139751 0.0822787 0.121749 0.507769 0.0126403 0.456435 0.169933 0.0820785 0.147679 0.164564 0.164894 0.144219 0.067998 0.070248
0.071373 0.221365 0.141514 0.184781 0.186725 0.120212 0.154615 0.61742 0.0733394 0.543138 0.214142 0.128104 0.177379 0.280602 0.167337 0.239418 0.070248 0.072498
0.073623 0.264557 0.153595 0.20675 0.219422 0.145318 0.168693 0.780606 0.160612 0.670751 0.249089 0.141308 0.194242 0.391412 0.173253 0.324564 0.072498 0.074748
0.075873 0.316764 0.202635 0.229893 0.271128 0.163127 0.196815 0.838539 0.264296 0.634915 0.278342 0.191191 0.195325 0.631869 0.102938 0.515077 0.074748 0.076998
0.078123 0.415495 0.170519 0.274946 0.355236 0.174594 0.243773 1.10446 0.373337 0.821526 0.381357 0.185594 0.246356 0.695468 0.0790281 0.522208 0.076998 0.079248
0.080373 0.519882 0.205437 0.337738 0.435766 0.186894 0.294648 1.48161 0.263787 1.07863 0.466383 0.206371 0.298697 0.958638 0.0960014 0.712122 0.079248 0.081498
0.082904 0.478852 0.242039 0.268665 0.407865 0.223923 0.232562 1.29047 0.395112 0.838721 0.445523 0.222443 0.254833 0.752187 0.323464 0.491488 0.081498 0.084311
0.085998 0.755011 0.253079 0.420466 0.660203 0.244952 0.349667 1.83899 0.305568 1.14781 0.709097 0.258152 0.3835 1.13156 0.158129 0.710853 0.084311 0.087685
