#Peak halo mass range: 9.375 < log10(Mh/Msun) < 9.625
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit halos in bin: 1.99973e+06
#Bestfit SF halos in bin: 1.99972e+06
#Bestfit Q halos in bin: 11
#Bestfit central halos in bin: 1.79269e+06
#Bestfit satellite halos in bin: 207036
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000000 0.057873
0.059561 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.057873 0.061248
0.062373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.061248 0.063498
0.064623 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.063498 0.065748
0.066873 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.065748 0.067998
0.069123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.067998 0.070248
0.071373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.070248 0.072498
0.073623 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.072498 0.074748
0.075873 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.074748 0.076998
0.078123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.076998 0.079248
0.080373 8.6821e-10 1.83235e-09 7.97564e-10 8.68215e-10 1.80183e-09 8.18382e-10 0 0 0 9.68479e-10 2.04397e-09 8.89674e-10 0 0 0 0.079248 0.081498
0.082904 6.39757e-09 1.314e-08 5.22359e-09 6.39761e-09 1.03796e-08 5.53313e-09 0 2.15373e-08 0 7.13642e-09 1.46575e-08 5.82686e-09 0 0 0 0.081498 0.084311
0.085998 6.00087e-09 1.07351e-08 4.5554e-09 6.0009e-09 1.00311e-08 4.7377e-09 0 9.00172e-13 0 6.6939e-09 1.19749e-08 5.08149e-09 0 0 0 0.084311 0.087685
0.089373 1.02681e-08 1.71398e-08 7.16071e-09 1.02681e-08 1.58306e-08 7.3292e-09 0 5.25084e-09 0 1.14539e-08 1.91193e-08 7.9877e-09 0 0 0 0.087685 0.091061
0.092748 2.69007e-08 3.30684e-08 1.69727e-08 2.69009e-08 2.81038e-08 1.89525e-08 0 1.71341e-07 0 2.90164e-08 3.50367e-08 1.81098e-08 8.58144e-09 1.24336e-08 8.32633e-09 0.091061 0.094435
0.096123 3.90781e-08 4.79928e-08 2.48546e-08 3.90783e-08 3.896e-08 2.71399e-08 0 3.81108e-07 0 3.65931e-08 4.31238e-08 2.3267e-08 6.05955e-08 8.87436e-08 3.94901e-08 0.094435 0.097811
0.099498 8.53451e-08 7.48082e-08 4.75079e-08 8.53456e-08 5.96787e-08 6.3525e-08 0 1.45428e-06 0 6.50801e-08 5.72578e-08 3.69415e-08 2.60817e-07 2.62474e-07 1.30366e-07 0.097811 0.101186
0.102873 9.35602e-08 1.06204e-07 4.36733e-08 9.35607e-08 7.90151e-08 5.94488e-08 0 1.98836e-06 0 7.162e-08 5.87533e-08 3.86618e-08 2.83537e-07 6.36141e-07 1.37782e-07 0.101186 0.104560
0.106248 1.20807e-07 1.2579e-07 5.32624e-08 1.20808e-07 1.04646e-07 7.42477e-08 0 2.20219e-05 0 9.88595e-08 8.35731e-08 4.99899e-08 3.10849e-07 7.01844e-07 1.3958e-07 0.104560 0.107936
