#Peak halo mass range: 10.625 < log10(Mh/Msun) < 10.875
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit halos in bin: 1.0749e+06
#Bestfit SF halos in bin: 1.07486e+06
#Bestfit Q halos in bin: 42
#Bestfit central halos in bin: 739093
#Bestfit satellite halos in bin: 335809
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0 5.99198e-09 0 0 2.22388e-09 0 0 0 0 0 0 0 0 1.9027e-08 0 0.000000 0.057873
0.059561 0 6.3919e-08 0 0 1.73553e-08 0 0 0 0 0 0 0 0 2.02811e-07 0 0.057873 0.061248
0.062373 1.53798e-07 8.88502e-07 1.44738e-07 1.53804e-07 4.32024e-07 1.44957e-07 0 0 0 0 0 0 4.92296e-07 2.99162e-06 4.63211e-07 0.061248 0.063498
0.064623 6.19793e-07 2.3079e-06 5.73658e-07 6.19817e-07 1.37785e-06 5.82664e-07 0 1.67684e-05 -1.84811e-09 2.63621e-07 5.10438e-07 2.49314e-07 1.4037e-06 5.47114e-06 1.28861e-06 0.063498 0.065748
0.066873 7.27935e-06 6.36567e-06 6.8136e-06 7.27964e-06 2.72974e-06 6.95421e-06 0 0.000103728 -7.43982e-08 2.16925e-07 3.19916e-07 2.04139e-07 2.28233e-05 1.95724e-05 2.13223e-05 0.065748 0.067998
0.069123 1.56763e-05 1.02919e-05 1.3565e-05 1.56769e-05 8.58017e-06 1.38623e-05 0 0.000464946 -2.65951e-06 9.55965e-07 1.4205e-06 8.58796e-07 4.80748e-05 3.37552e-05 4.17648e-05 0.067998 0.070248
0.071373 1.68874e-05 1.24578e-05 1.43648e-05 1.68635e-05 1.02914e-05 1.47262e-05 0.000629424 0.00116138 0.00060935 2.02158e-06 2.19115e-06 1.74094e-06 4.9606e-05 3.63968e-05 4.20363e-05 0.070248 0.072498
0.073623 3.46691e-05 2.83655e-05 2.77809e-05 3.44675e-05 1.9632e-05 2.90213e-05 0.0051961 0.00128366 0.00510225 2.28208e-06 3.051e-06 1.957e-06 0.000105951 8.44969e-05 8.41272e-05 0.072498 0.074748
0.075873 6.87644e-05 4.82016e-05 5.33948e-05 6.82564e-05 3.98343e-05 5.4882e-05 0.0130687 -0.00101465 0.0129336 7.03158e-06 8.37721e-06 5.57421e-06 0.000204634 0.000140123 0.000157847 0.074748 0.076998
0.078123 9.63451e-05 7.75088e-05 7.20829e-05 9.56624e-05 6.41617e-05 7.49816e-05 0.0175678 -0.00196992 0.0173889 1.36164e-05 1.49278e-05 1.06984e-05 0.000278425 0.000219418 0.000207423 0.076998 0.079248
0.080373 0.00017074 0.000119085 0.000127364 0.000169151 0.000103058 0.000127869 0.0408502 -0.027791 0.0406191 3.11469e-05 2.94621e-05 2.27271e-05 0.000477976 0.000316297 0.000355381 0.079248 0.081498
0.082904 0.000231388 0.000159037 0.000164911 0.000228638 0.00014677 0.000165414 0.0706341 -0.0531164 0.0702933 5.40463e-05 4.8286e-05 3.78305e-05 0.000621707 0.00041272 0.000436151 0.081498 0.084311
0.085998 0.000426717 0.000282987 0.000291275 0.000421137 0.000258767 0.000294238 0.143243 -0.105855 0.142542 0.0001185 9.93111e-05 7.94702e-05 0.00110508 0.000717254 0.000747059 0.084311 0.087685
0.089373 0.000690507 0.000432653 0.000422805 0.000683231 0.000400531 0.000439047 0.18688 -0.131435 0.185631 0.000232471 0.000183336 0.000142659 0.00169861 0.00101796 0.00103019 0.087685 0.091061
