#Observed stellar mass range: 7.8 < log10(M*/Msun) < 8
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of -0.267082 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 91748
#Bestfit SF galaxies in bin: 89438
#Bestfit Q galaxies in bin: 2310
#Bestfit central galaxies in bin: 76900
#Bestfit satellite galaxies in bin: 14848
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 9.64981e-07 -2.25444e-07 9.64981e-07 9.89904e-07 -4.73243e-07 9.89904e-07 0 1.91763e-06 0 0 0 0 5.96276e-06 -1.3842e-06 5.96276e-06 0.000000 0.057873
0.059561 6.23837e-05 1.56665e-05 5.84523e-05 6.26653e-05 -1.07981e-05 6.07978e-05 5.14795e-05 0.000259609 5.13405e-05 2.68304e-05 3.69154e-06 2.62249e-05 0.000246519 2.77688e-05 0.000233962 0.057873 0.061248
0.062373 0.000132145 0.000105145 0.000110835 0.000127111 5.09531e-05 0.000115207 0.00032706 0.00116313 0.000203986 6.42967e-05 5.44762e-05 5.54676e-05 0.000483543 0.00040592 0.000412989 0.061248 0.063498
0.064623 0.000366747 0.000252062 0.000307273 0.000335495 0.000149997 0.000286711 0.00157677 0.00253794 0.0011906 0.000224344 0.000133542 0.000192083 0.00110427 0.000809353 0.000923047 0.063498 0.065748
0.066873 0.00081694 0.000525806 0.00064471 0.000694616 0.000414449 0.000563031 0.00555303 0.00252457 0.00459841 0.000557313 0.000274821 0.00045347 0.00216159 0.0015742 0.00175529 0.065748 0.067998
0.069123 0.00182698 0.000999672 0.00142756 0.00164311 0.00071821 0.00132891 0.0089463 0.00598448 0.00674347 0.00132238 0.000628905 0.00102856 0.00444041 0.00256581 0.00358031 0.067998 0.070248
0.071373 0.00344477 0.00189999 0.00271266 0.00303853 0.00149969 0.00239491 0.0191734 0.00931825 0.0150929 0.00234726 0.00123366 0.00175555 0.00912892 0.0040617 0.00746073 0.070248 0.072498
0.073623 0.00577427 0.00323576 0.00422689 0.00514138 0.00311307 0.00392696 0.0302785 0.0118128 0.0235354 0.00392216 0.00288945 0.00284465 0.0153667 0.00647273 0.0124483 0.072498 0.074748
0.075873 0.00905573 0.00530717 0.00657485 0.00826619 0.00561552 0.00609713 0.0396248 0.0150193 0.0291518 0.00672458 0.00454317 0.00479522 0.0211291 0.0106644 0.0163301 0.074748 0.076998
0.078123 0.0132765 0.00870639 0.00928879 0.0123267 0.00768889 0.00870231 0.0500501 0.0237904 0.0354126 0.0103608 0.006709 0.0072133 0.0283773 0.0147996 0.0203274 0.076998 0.079248
