#Peak halo mass range: 9.875 < log10(Mh/Msun) < 10.125
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit halos in bin: 4.13501e+06
#Bestfit SF halos in bin: 4.13476e+06
#Bestfit Q halos in bin: 250
#Bestfit central halos in bin: 3.47235e+06
#Bestfit satellite halos in bin: 662663
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000000 0.057873
0.059561 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.057873 0.061248
0.062373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.061248 0.063498
0.064623 3.43136e-08 -1.95203e-09 3.43136e-08 3.43157e-08 -1.84901e-09 3.43157e-08 0 0 0 0 0 0 2.14117e-07 -1.22111e-08 2.14117e-07 0.063498 0.065748
0.066873 5.4728e-08 7.118e-08 5.4728e-08 5.47313e-08 7.11829e-08 5.47313e-08 0 0 0 0 0 0 3.41502e-07 4.44195e-07 3.41502e-07 0.065748 0.067998
0.069123 1.02173e-07 9.58919e-08 1.02173e-07 1.02179e-07 9.58955e-08 1.02179e-07 0 0 0 0 0 0 6.37559e-07 5.98416e-07 6.37559e-07 0.067998 0.070248
0.071373 1.86379e-07 1.87996e-07 1.71893e-07 1.8639e-07 1.81738e-07 1.71893e-07 0 0 0 0 0 0 1.163e-06 1.172e-06 1.07259e-06 0.070248 0.072498
0.073623 2.86367e-07 3.11448e-07 2.54631e-07 2.86384e-07 3.16169e-07 2.54611e-07 0 2.23045e-07 0 0 0 0 1.78692e-06 1.94347e-06 1.58877e-06 0.072498 0.074748
0.075873 1.23635e-06 7.10239e-07 1.01996e-06 1.23643e-06 7.42738e-07 1.02221e-06 0 2.73011e-07 0 0 0 0 7.71483e-06 4.43318e-06 6.36439e-06 0.074748 0.076998
0.078123 1.85424e-06 1.24829e-06 1.4015e-06 1.85435e-06 1.24835e-06 1.38941e-06 0 1.33167e-06 0 0 0 0 1.15704e-05 7.79307e-06 8.7449e-06 0.076998 0.079248
0.080373 1.83281e-06 1.49632e-06 1.29305e-06 1.83292e-06 1.48176e-06 1.28831e-06 0 3.09972e-06 0 2.59681e-09 6.2692e-09 2.08884e-09 1.14231e-05 9.29994e-06 8.05925e-06 0.079248 0.081498
0.082904 1.51134e-06 1.14268e-06 1.17117e-06 1.51143e-06 9.50026e-07 1.18409e-06 0 4.81092e-06 0 1.21569e-08 2.25495e-08 9.75103e-09 9.36702e-06 7.16616e-06 7.26453e-06 0.081498 0.084311
0.085998 2.88582e-06 1.84766e-06 2.219e-06 2.886e-06 1.62354e-06 2.22971e-06 0 8.02115e-06 0 7.58963e-08 1.07302e-07 5.60072e-08 1.76098e-05 1.1233e-05 1.36077e-05 0.084311 0.087685
0.089373 4.14612e-06 2.41827e-06 2.98754e-06 4.13463e-06 1.99428e-06 2.97948e-06 0.000194243 0.000227624 0.00019114 2.67624e-07 2.65504e-07 1.75977e-07 2.44694e-05 1.34406e-05 1.79486e-05 0.087685 0.091061
0.092748 5.63996e-06 2.86924e-06 3.89013e-06 5.61689e-06 2.24217e-06 3.94098e-06 0.00038714 0.000338878 0.000380409 3.98265e-07 4.18406e-07 2.50064e-07 3.31064e-05 1.69647e-05 2.35639e-05 0.091061 0.094435
