#Peak halo mass range: 10.625 < log10(Mh/Msun) < 10.875
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit halos in bin: 1.01084e+06
#Bestfit SF halos in bin: 974223
#Bestfit Q halos in bin: 36622
#Bestfit central halos in bin: 710579
#Bestfit satellite halos in bin: 300266
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0 1.17603e-08 0 0 1.01629e-09 0 0 0 0 0 0 0 0 4.01217e-08 0 0.000000 0.057873
0.059561 0 1.19802e-07 0 0 1.27128e-08 0 0 0 0 0 0 0 0 4.08719e-07 0 0.057873 0.061248
0.062373 0 4.63763e-07 0 0 2.17869e-07 0 0 0 0 0 0 0 0 1.54304e-06 0 0.061248 0.063498
0.064623 4.08264e-07 2.46754e-06 3.73311e-07 3.56068e-07 1.09114e-06 3.27515e-07 1.79678e-06 9.21506e-06 1.7514e-06 2.74199e-07 5.30921e-07 2.59319e-07 7.25528e-07 5.00386e-06 6.41942e-07 0.063498 0.065748
0.066873 6.52526e-07 3.47365e-06 5.76644e-07 3.16596e-07 6.90576e-07 2.94353e-07 9.58898e-06 2.41294e-05 8.90848e-06 2.25629e-07 3.32754e-07 2.12331e-07 1.66278e-06 9.11128e-06 1.46728e-06 0.065748 0.067998
0.069123 5.13624e-06 3.80807e-06 4.57363e-06 4.21548e-06 1.30392e-06 3.95566e-06 2.96303e-05 4.69119e-05 2.66928e-05 8.72554e-07 1.27516e-06 7.7909e-07 1.52262e-05 1.08934e-05 1.37672e-05 0.067998 0.070248
0.071373 6.71374e-06 8.44056e-06 5.7573e-06 5.46497e-06 3.74982e-06 4.91294e-06 3.99335e-05 9.44416e-05 3.3429e-05 2.08989e-06 2.35692e-06 1.79994e-06 1.76561e-05 2.28545e-05 1.53432e-05 0.070248 0.072498
0.073623 1.4345e-05 1.5241e-05 1.07287e-05 1.0399e-05 7.17306e-06 8.76569e-06 0.000119318 0.000180125 9.48063e-05 1.44104e-06 2.01271e-06 1.2381e-06 4.48823e-05 5.08682e-05 3.29676e-05 0.072498 0.074748
0.075873 3.21095e-05 2.63792e-05 2.40738e-05 2.64278e-05 1.57289e-05 2.03205e-05 0.000183256 0.000318416 0.000149152 4.66934e-06 5.29468e-06 3.63033e-06 9.70467e-05 7.84422e-05 7.32857e-05 0.074748 0.076998
0.078123 3.98432e-05 3.60696e-05 2.90941e-05 3.41909e-05 2.47909e-05 2.53666e-05 0.000190206 0.000357686 0.000147142 8.9512e-06 9.42263e-06 6.94439e-06 0.000112949 0.000101259 8.12278e-05 0.076998 0.079248
0.080373 7.08576e-05 6.39158e-05 5.10651e-05 6.07518e-05 4.43717e-05 4.4216e-05 0.000339694 0.000481509 0.000259357 1.70965e-05 1.62789e-05 1.23696e-05 0.000198083 0.000174037 0.000142372 0.079248 0.081498
0.082904 0.000107259 8.28452e-05 7.45478e-05 9.10154e-05 5.70021e-05 6.55237e-05 0.000539369 0.000750914 0.000388282 2.73161e-05 2.60435e-05 1.9415e-05 0.000296443 0.000223929 0.000205537 0.081498 0.084311
0.085998 0.000211173 0.000152751 0.000139795 0.00018398 0.000107909 0.000125178 0.000934556 0.0011172 0.000627437 6.15514e-05 5.28494e-05 4.19709e-05 0.000565252 0.000401727 0.000374154 0.084311 0.087685
0.089373 0.000365095 0.000245335 0.000222341 0.000319257 0.000177354 0.000198029 0.00158447 0.00139104 0.00100227 0.000121103 9.7293e-05 7.48718e-05 0.000942499 0.00058658 0.00056926 0.087685 0.091061
0.092748 0.000551941 0.00036699 0.000315902 0.000495855 0.000269218 0.000286608 0.00204396 0.00172263 0.00122826 0.00020007 0.000145581 0.000112707 0.00138464 0.00085904 0.000790053 0.091061 0.094435
0.096123 0.00079317 0.000488318 0.000417012 0.000719672 0.000380075 0.00038723 0.00274838 0.0023166 0.00153715 0.000309622 0.000208317 0.000165152 0.00193749 0.0011429 0.00101809 0.094435 0.097811
0.099498 0.00112476 0.000659453 0.000548583 0.00102267 0.000539938 0.000512137 0.00384053 0.0026218 0.00208266 0.000476177 0.000306909 0.000231741 0.00265964 0.00146945 0.0012755 0.097811 0.101186
0.102873 0.00151337 0.000821166 0.000680841 0.00137973 0.000693796 0.000638122 0.00506852 0.00289028 0.00261953 0.000688444 0.000406216 0.000304631 0.00346555 0.00177828 0.00151452 0.101186 0.104560
0.106248 0.00198424 0.0010161 0.00077939 0.00181549 0.00088707 0.000770152 0.00647343 0.00408613 0.00308484 0.000967887 0.000556317 0.00038488 0.00438944 0.0021427 0.00175062 0.104560 0.107936
0.109623 0.00251444 0.00117444 0.000905903 0.00229332 0.000984374 0.000904992 0.00839674 0.00520668 0.00380554 0.00129385 0.000670733 0.000473943 0.00540296 0.00239586 0.00193744 0.107936 0.111310
0.112998 0.00298166 0.00130727 0.00102027 0.00273283 0.00107088 0.000994307 0.00960106 0.00584558 0.0041339 0.00158893 0.000804993 0.000533619 0.00627756 0.00258763 0.00211671 0.111310 0.114686
0.116373 0.0033503 0.00139056 0.00108908 0.00308557 0.00118515 0.00106332 0.0103927 0.00560681 0.00430111 0.0018555 0.00085475 0.000600435 0.00688774 0.00265711 0.00221836 0.114686 0.118060
0.119748 0.00374586 0.00146006 0.00110825 0.00346849 0.00127951 0.00113004 0.0111247 0.00602112 0.00445198 0.00210573 0.000929002 0.000653354 0.00762724 0.00273066 0.00236092 0.118060 0.121435
0.123123 0.00415007 0.00159491 0.00119494 0.00383983 0.0012964 0.00112972 0.0124031 0.00604233 0.00518242 0.00237506 0.00101722 0.000681429 0.00835062 0.00285582 0.00225947 0.121435 0.124811
0.126498 0.0046882 0.0016612 0.00125306 0.00433685 0.001391 0.00123332 0.0140349 0.00689004 0.00586208 0.00273206 0.00119732 0.000756248 0.00931741 0.00323562 0.00239422 0.124811 0.128185
0.129873 0.00527921 0.00186541 0.00132298 0.00490056 0.00161067 0.00128697 0.0153523 0.00740119 0.00647009 0.00314009 0.00137318 0.000798361 0.0103414 0.00352749 0.00257411 0.128185 0.131561
0.133248 0.00592653 0.00210497 0.00145652 0.00552236 0.00182818 0.00141298 0.0166781 0.00795803 0.00660698 0.00358155 0.00153873 0.000915156 0.0114759 0.00364914 0.00273943 0.131561 0.134935
0.137045 0.00660368 0.00221552 0.00164096 0.00617419 0.00195097 0.00160298 0.0180291 0.0092652 0.00688963 0.00405633 0.00141889 0.00104587 0.012632 0.0038709 0.00304939 0.134935 0.139154
0.141685 0.00770626 0.00248732 0.00187876 0.00724253 0.00214653 0.0019081 0.0200424 0.00892157 0.00736007 0.00483681 0.00167892 0.00118342 0.0144968 0.00399297 0.00342361 0.139154 0.144217
0.146748 0.00865398 0.00297552 0.00191179 0.00819264 0.00258767 0.00212115 0.0209264 0.00913001 0.00708713 0.00562273 0.00211713 0.00139144 0.0158274 0.0046957 0.00372703 0.144217 0.149279
0.151810 0.00968424 0.00330768 0.00222087 0.00920891 0.0029921 0.00225818 0.0223289 0.00952146 0.0073177 0.00646716 0.00259728 0.00156741 0.0172975 0.00530467 0.00377106 0.149279 0.154342
0.156873 0.0106663 0.00359793 0.00233506 0.0101489 0.00326254 0.00241236 0.0244297 0.00887493 0.00822402 0.0072714 0.00275109 0.00174991 0.0187004 0.00567504 0.00397549 0.154342 0.159404
0.161935 0.0115056 0.00372326 0.00258153 0.0109254 0.00331462 0.0025505 0.0269401 0.0102576 0.00925778 0.00793542 0.00291342 0.00180034 0.0199545 0.00580025 0.00448291 0.159404 0.164467
0.166998 0.0123689 0.00407487 0.00282532 0.0117347 0.00378089 0.00277598 0.0292408 0.00941546 0.0100975 0.0086062 0.00325155 0.00191008 0.0212734 0.00619593 0.00510089 0.164467 0.169529
0.172060 0.0128725 0.00441682 0.00298548 0.0122432 0.00405405 0.003012 0.0296147 0.00909312 0.00988552 0.00898487 0.00363171 0.00205073 0.0220727 0.00643804 0.00486494 0.169529 0.174591
0.177123 0.0133201 0.00440178 0.00296511 0.0126741 0.00409968 0.00312275 0.030506 0.00891967 0.00999328 0.00923749 0.00362258 0.00201007 0.0229816 0.00672029 0.00526981 0.174591 0.179654
0.182185 0.0137613 0.00455102 0.00316228 0.0130932 0.00421587 0.00321157 0.0315357 0.00894511 0.00992973 0.00947892 0.00370084 0.00212245 0.0238957 0.00726345 0.00529266 0.179654 0.184716
0.187248 0.0142232 0.00453105 0.00321212 0.0135257 0.00407774 0.00339644 0.032778 0.00902066 0.0102884 0.00978671 0.00361085 0.00221193 0.0247223 0.00708069 0.00555612 0.184716 0.189779
0.192310 0.0146368 0.00451755 0.00334874 0.0139192 0.00421043 0.00328979 0.0337269 0.00964586 0.010628 0.0100543 0.00357882 0.00225537 0.0254813 0.00693396 0.0059151 0.189779 0.194842
0.197373 0.0149978 0.00459589 0.00350322 0.014266 0.00414763 0.00347517 0.0344632 0.00981032 0.0110421 0.0102788 0.00370404 0.00234763 0.0261652 0.00717862 0.00628093 0.194842 0.199904
0.202435 0.0153064 0.00489147 0.00354331 0.0145865 0.00448791 0.00349278 0.034456 0.00976884 0.010869 0.0105374 0.00390307 0.00238175 0.0265921 0.00736732 0.00621388 0.199904 0.204967
0.207498 0.0156399 0.00512136 0.00367762 0.01494 0.00461022 0.00358102 0.0342595 0.0104195 0.0104592 0.0107998 0.00406219 0.00247987 0.0270939 0.00764717 0.00637922 0.204967 0.210029
0.212560 0.0159621 0.00513305 0.0036474 0.0152648 0.00486415 0.00356208 0.0345104 0.0111954 0.0106859 0.01104 0.00423738 0.00251764 0.0276102 0.00794089 0.00650099 0.210029 0.215091
0.217623 0.0162744 0.00513563 0.00384349 0.0155697 0.00483128 0.00380566 0.035022 0.0113197 0.0111265 0.0112924 0.00421018 0.00257369 0.0280645 0.00799617 0.00667171 0.215091 0.220154
0.222685 0.0164539 0.00520211 0.0040627 0.0157214 0.0046883 0.00409137 0.0359394 0.011612 0.0116306 0.0113471 0.00394591 0.00264391 0.0285393 0.00812453 0.00676998 0.220154 0.225217
