#Observed stellar mass range: 7.2 < log10(M*/Msun) < 7.4
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of -0.211649 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 689031
#Bestfit SF galaxies in bin: 685018
#Bestfit Q galaxies in bin: 4013
#Bestfit central galaxies in bin: 507712
#Bestfit satellite galaxies in bin: 181319
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000000 0.057873
0.059561 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.057873 0.061248
0.062373 0 3.23174e-10 0 0 0 0 0 0 0 0 0 0 0 8.46581e-13 0 0.061248 0.063498
0.064623 0 7.79701e-10 0 0 0 0 0 0 0 0 0 0 0 1.55828e-09 0 0.063498 0.065748
0.066873 0 5.65082e-10 0 0 0 0 0 0 0 0 0 0 0 1.33465e-09 0 0.065748 0.067998
0.069123 0 1.32155e-09 0 0 0 0 0 0 0 0 0 0 0 4.34091e-09 0 0.067998 0.070248
0.071373 0 1.21919e-08 0 0 1.4175e-09 0 0 7.39798e-08 0 0 0 0 0 4.36377e-08 0 0.070248 0.072498
0.073623 0 1.40198e-08 0 0 2.53407e-09 0 0 1.41696e-07 0 0 0 0 0 4.85113e-08 0 0.072498 0.074748
0.075873 0 5.73489e-08 0 0 5.80826e-09 0 0 9.01317e-07 0 0 0 0 0 2.20075e-07 0 0.074748 0.076998
0.078123 3.27938e-08 1.15845e-07 2.52259e-08 3.29859e-08 6.72239e-08 2.90522e-08 0 2.4575e-06 0 1.81721e-08 1.18903e-08 1.78023e-08 7.37359e-08 4.34514e-07 5.76355e-08 0.076998 0.079248
0.080373 1.47906e-07 2.95672e-07 1.10488e-07 1.4353e-07 1.53488e-07 1.14921e-07 8.94894e-07 4.54269e-06 8.94894e-07 6.58371e-08 7.1947e-08 5.86156e-08 3.77708e-07 9.14362e-07 2.75446e-07 0.079248 0.081498
0.082904 4.55056e-07 4.7311e-07 3.20428e-07 3.59039e-07 3.6687e-07 2.75487e-07 1.68452e-05 3.79128e-05 1.65471e-05 2.62354e-07 1.19529e-07 2.17209e-07 9.94645e-07 1.46139e-06 6.9011e-07 0.081498 0.084311
0.085998 1.32213e-06 1.29717e-06 9.28635e-07 1.18756e-06 8.44742e-07 8.90138e-07 2.42935e-05 6.27252e-05 2.29118e-05 8.7407e-07 5.96705e-07 6.72049e-07 2.57674e-06 3.34737e-06 1.73047e-06 0.084311 0.087685
0.089373 2.99118e-06 3.1983e-06 1.85684e-06 2.80152e-06 2.62954e-06 1.86812e-06 3.53662e-05 7.34113e-05 3.20338e-05 2.13314e-06 1.88721e-06 1.48663e-06 5.39378e-06 7.72227e-06 3.23654e-06 0.087685 0.091061
0.092748 7.53421e-06 7.19147e-06 4.59752e-06 7.28818e-06 5.64927e-06 4.93364e-06 4.95314e-05 8.67799e-05 4.22355e-05 5.28298e-06 4.77529e-06 3.37067e-06 1.38379e-05 1.34309e-05 8.75716e-06 0.091061 0.094435
0.096123 1.53316e-05 1.32213e-05 9.21259e-06 1.48303e-05 1.08588e-05 9.80051e-06 0.000100906 0.000177939 7.58664e-05 1.05053e-05 9.32799e-06 6.47247e-06 2.88457e-05 2.7786e-05 1.74678e-05 0.094435 0.097811
