#Observed stellar mass range: 7.8 < log10(M*/Msun) < 8
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of -0.221843 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 364587
#Bestfit SF galaxies in bin: 364576
#Bestfit Q galaxies in bin: 11
#Bestfit central galaxies in bin: 233922
#Bestfit satellite galaxies in bin: 130665
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0 5.40116e-10 0 0 4.12093e-10 0 0 0 0 0 0 0 0 1.64804e-09 0 0.000000 0.057873
0.059561 0 7.2509e-09 0 0 6.51196e-09 0 0 0 0 0 0 0 0 2.10945e-08 0 0.057873 0.061248
0.062373 0 1.62195e-08 0 0 1.20585e-08 0 0 0 0 0 0 0 0 4.58628e-08 0 0.061248 0.063498
0.064623 2.33506e-07 0 2.33506e-07 2.33513e-07 -3.53515e-08 2.33513e-07 0 0 0 0 0 0 6.51539e-07 -1.67616e-08 6.51539e-07 0.063498 0.065748
0.066873 9.46129e-12 3.46185e-07 9.46129e-12 9.46157e-12 1.11899e-07 9.46157e-12 0 3.77949e-06 0 0 0 0 2.63993e-11 9.22952e-07 2.63993e-11 0.065748 0.067998
0.069123 7.22304e-07 8.55896e-07 6.49732e-07 7.22326e-07 4.83739e-07 6.82966e-07 0 1.71284e-05 0 4.06245e-07 5.0527e-07 3.9493e-07 1.28813e-06 1.99257e-06 1.18887e-06 0.067998 0.070248
0.071373 3.52764e-06 1.48333e-06 3.27692e-06 3.52775e-06 2.3395e-07 3.32046e-06 0 4.42314e-05 0 1.49906e-06 6.35372e-07 1.38e-06 7.15929e-06 3.50408e-06 6.70225e-06 0.070248 0.072498
0.073623 6.61608e-06 3.69756e-06 5.94889e-06 6.61628e-06 1.46265e-06 6.03064e-06 0 0.000108894 0 2.19504e-06 7.2683e-07 1.94899e-06 1.45308e-05 7.55756e-06 1.32863e-05 0.072498 0.074748
0.075873 1.47189e-05 1.01059e-05 1.21696e-05 1.47194e-05 6.57534e-06 1.25744e-05 0 0.000223933 0 4.84158e-06 2.65835e-06 4.09103e-06 3.24018e-05 2.47984e-05 2.65212e-05 0.074748 0.076998
0.078123 3.38105e-05 1.59291e-05 2.78154e-05 3.38115e-05 1.20211e-05 2.849e-05 0 0.000343277 0 1.39693e-05 4.59271e-06 1.14492e-05 6.9331e-05 4.28906e-05 5.73493e-05 0.076998 0.079248
