#Observed stellar mass range: 7.8 < log10(M*/Msun) < 8
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of -0.254338 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 252680
#Bestfit SF galaxies in bin: 250633
#Bestfit Q galaxies in bin: 2047
#Bestfit central galaxies in bin: 176178
#Bestfit satellite galaxies in bin: 76502
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0 2.99844e-09 0 0 9.41319e-12 0 0 0 0 0 0 0 0 6.05612e-09 0 0.000000 0.057873
0.059561 1.77099e-06 1.62979e-06 1.76773e-06 1.78545e-06 1.12208e-06 1.78541e-06 0 7.72057e-06 0 0 0 0 5.84943e-06 5.35535e-06 5.84035e-06 0.057873 0.061248
0.062373 1.4123e-05 -6.82487e-07 1.36796e-05 1.42169e-05 -2.72206e-06 1.40539e-05 2.6299e-06 7.90117e-05 2.6299e-06 0 7.26974e-07 0 4.66471e-05 -4.05135e-06 4.52881e-05 0.061248 0.063498
0.064623 3.13135e-05 4.52964e-06 2.96051e-05 3.15039e-05 -2.96343e-06 3.04122e-05 7.99035e-06 0.000258641 7.99035e-06 2.64451e-06 4.23697e-06 2.52785e-06 9.73357e-05 0 9.38246e-05 0.063498 0.065748
0.066873 5.94089e-05 1.14041e-05 5.52909e-05 5.923e-05 -4.00643e-06 5.59601e-05 8.13056e-05 0.000386992 8.13056e-05 8.5804e-06 1.10972e-05 7.3417e-06 0.000176463 2.21067e-05 0.000166596 0.065748 0.067998
0.069123 0.000104547 5.47637e-05 9.31463e-05 0.000103158 3.56048e-05 9.27704e-05 0.000274587 0.000634051 0.000274587 3.2007e-05 3.0451e-05 2.7041e-05 0.000271601 0.000123409 0.000246847 0.067998 0.070248
0.071373 0.000190992 0.000144304 0.000161596 0.000187873 0.00011008 0.000164915 0.000572865 0.00111458 0.000572741 6.55574e-05 7.42066e-05 5.26911e-05 0.000479857 0.000290416 0.000415729 0.070248 0.072498
0.073623 0.000327035 0.000311719 0.000265196 0.000316397 0.000245151 0.000264943 0.00162953 0.00178414 0.00149329 0.000142875 0.000159414 0.000109608 0.000751142 0.000705989 0.000621102 0.072498 0.074748
0.075873 0.000620615 0.000603514 0.000493958 0.000589538 0.000468712 0.000486252 0.00442567 0.00153668 0.00387598 0.000309514 0.000314058 0.000240522 0.00133706 0.00138735 0.00105395 0.074748 0.076998
0.078123 0.00104404 0.000907085 0.000824985 0.000998943 0.000755538 0.000799351 0.0065662 0.00266903 0.00565935 0.000528591 0.000532156 0.000400081 0.00223109 0.00211362 0.00173576 0.076998 0.079248
0.080373 0.00165901 0.0015728 0.00126579 0.00159608 0.0012241 0.00124252 0.00936361 0.00344177 0.00764402 0.000946697 0.000868724 0.000704792 0.00329941 0.00307504 0.0024982 0.079248 0.081498
0.082904 0.00240275 0.001921 0.00176296 0.0023251 0.00170331 0.00173157 0.011911 0.00386673 0.00965524 0.00144723 0.00130085 0.00101671 0.00460325 0.0036299 0.00342599 0.081498 0.084311
0.085998 0.00411392 0.00329716 0.00283672 0.00400093 0.00268419 0.00284099 0.0179473 0.00622931 0.0136024 0.00257609 0.00232618 0.00173203 0.00765541 0.00575659 0.0052966 0.084311 0.087685
0.089373 0.00622577 0.00481664 0.00402098 0.0060945 0.00416919 0.00411063 0.0222982 0.00984666 0.0148874 0.00409704 0.00353242 0.00262101 0.0111281 0.00759486 0.00721877 0.087685 0.091061
0.092748 0.00882297 0.0064351 0.00545864 0.00865803 0.00597398 0.00552216 0.0290174 0.0121 0.0185663 0.00619056 0.00479231 0.00381731 0.0148852 0.0100214 0.00913569 0.091061 0.094435
0.096123 0.0114922 0.00809396 0.00662937 0.0112993 0.00740785 0.00672697 0.0351085 0.0128219 0.021335 0.00837401 0.00632383 0.00484676 0.0186732 0.0123914 0.0104449 0.094435 0.097811
0.099498 0.014485 0.00982948 0.00779993 0.0142864 0.00881208 0.00804523 0.0387976 0.0143186 0.021711 0.0108447 0.00758395 0.00594616 0.0228683 0.0146798 0.0123008 0.097811 0.101186
0.102873 0.017275 0.011217 0.00877327 0.0170375 0.0097958 0.0088831 0.046357 0.0137383 0.0252594 0.0132944 0.0089628 0.00674195 0.026442 0.0151387 0.0129783 0.101186 0.104560
0.106248 0.0200433 0.0116374 0.0093427 0.0197729 0.0101517 0.00943131 0.0531522 0.0129314 0.0281598 0.015699 0.00976976 0.00715537 0.0300479 0.0150254 0.0137397 0.104560 0.107936
0.109623 0.0229327 0.0119505 0.00991076 0.0226097 0.0102954 0.00993234 0.0624856 0.012667 0.0327629 0.0182204 0.0105088 0.00754285 0.0337849 0.015752 0.0141301 0.107936 0.111310
0.112998 0.0255808 0.0118634 0.0103884 0.0252574 0.0108351 0.0105771 0.0651759 0.0152461 0.0304733 0.0205818 0.0106412 0.00803229 0.0370932 0.0155296 0.0142207 0.111310 0.114686
0.116373 0.0276452 0.0118801 0.0101094 0.0273217 0.0109551 0.0105558 0.0672542 0.0182475 0.0285379 0.0223133 0.0104157 0.00813481 0.0399241 0.0154539 0.014565 0.114686 0.118060
0.119748 0.0297053 0.0120867 0.0103407 0.029348 0.0109291 0.0105172 0.0734576 0.0164286 0.0305072 0.0239068 0.0106749 0.00799962 0.0430588 0.0149686 0.0146561 0.118060 0.121435
0.123123 0.0317438 0.012279 0.0103008 0.0313553 0.011386 0.0104831 0.0793069 0.0159606 0.0318384 0.0256098 0.0105966 0.0078394 0.0458698 0.0151715 0.0147901 0.121435 0.124811
0.126498 0.0341187 0.0120847 0.0100994 0.0337164 0.0110521 0.0105078 0.0833746 0.0169667 0.032403 0.0278466 0.0105514 0.00782452 0.0485628 0.0150058 0.014556 0.124811 0.128185
0.129873 0.0365887 0.012388 0.00994116 0.0361612 0.0111303 0.0104962 0.0889407 0.0184258 0.0331181 0.0301438 0.0109077 0.00782201 0.051431 0.0164942 0.0143092 0.128185 0.131561
0.133248 0.0391062 0.0125891 0.00964953 0.0386877 0.0112985 0.0103625 0.0903538 0.0199485 0.030977 0.0325991 0.0108497 0.00798705 0.0540916 0.016955 0.0139409 0.131561 0.134935
0.137045 0.0416802 0.0128592 0.00988171 0.0412273 0.0121583 0.0103397 0.0971252 0.0176372 0.0342212 0.0350492 0.0113009 0.0077396 0.0569508 0.017076 0.0141459 0.134935 0.139154
0.141685 0.0452888 0.0134051 0.0102497 0.0448425 0.0127258 0.0107007 0.0999301 0.0192949 0.032287 0.0386504 0.0114692 0.00826057 0.0605766 0.0171013 0.0143778 0.139154 0.144217
0.146748 0.0490895 0.0137958 0.0105824 0.0486461 0.0129567 0.010665 0.103379 0.0205747 0.0334685 0.0425175 0.012452 0.00880514 0.0642242 0.0172227 0.0144973 0.144217 0.149279
0.151810 0.0524432 0.0145145 0.0105426 0.051994 0.0129817 0.011201 0.107437 0.0202544 0.0325416 0.0461538 0.0129691 0.00905337 0.0669271 0.0188535 0.0146835 0.149279 0.154342
0.156873 0.0555381 0.015912 0.0112091 0.0550748 0.0152205 0.012446 0.112261 0.0234869 0.0346682 0.0496118 0.0143439 0.00979825 0.0691859 0.0181888 0.0146133 0.154342 0.159404
0.161935 0.0585103 0.0165868 0.0115553 0.0580598 0.0154274 0.0130541 0.113672 0.0230458 0.0343238 0.0529377 0.0158646 0.010541 0.0713435 0.0194329 0.0155125 0.159404 0.164467
0.166998 0.061536 0.0167585 0.012523 0.0610693 0.01506 0.0134899 0.118672 0.0208255 0.0377641 0.0564718 0.0151243 0.011154 0.0731984 0.0199765 0.0158257 0.164467 0.169529
0.172060 0.0636573 0.0163247 0.0129048 0.0632412 0.0157474 0.0136554 0.114606 0.0274267 0.0320989 0.0592186 0.0155752 0.0115794 0.0738792 0.0196159 0.015753 0.169529 0.174591
0.177123 0.066497 0.0170536 0.0136054 0.0661103 0.0158544 0.0140427 0.113839 0.0318832 0.0325315 0.0627568 0.0158697 0.0124905 0.0751101 0.0205868 0.0159932 0.174591 0.179654
0.182185 0.0693083 0.0166885 0.0143386 0.0689514 0.015741 0.0148674 0.113006 0.0375622 0.0314411 0.066393 0.016203 0.0133136 0.0760217 0.0210903 0.0168261 0.179654 0.184716
0.187248 0.0715825 0.0185226 0.0153489 0.0712654 0.0164357 0.0154514 0.11041 0.0339196 0.0322476 0.0694887 0.0171688 0.0146562 0.0764043 0.0205414 0.0164661 0.184716 0.189779
