#Peak halo mass range: 9.625 < log10(Mh/Msun) < 9.875
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit halos in bin: 4.63379e+06
#Bestfit SF halos in bin: 4.62991e+06
#Bestfit Q halos in bin: 3885
#Bestfit central halos in bin: 4.19214e+06
#Bestfit satellite halos in bin: 441647
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000000 0.057873
0.059561 3.84305e-08 4.84412e-08 3.84305e-08 3.84627e-08 5.136e-08 3.84627e-08 0 0 0 0 0 0 4.03215e-07 5.08305e-07 4.03215e-07 0.057873 0.061248
0.062373 5.3471e-08 7.36213e-08 5.3471e-08 5.35158e-08 7.35775e-08 5.35158e-08 0 0 0 0 0 0 5.61021e-07 7.72434e-07 5.61021e-07 0.061248 0.063498
0.064623 1.05782e-07 1.45843e-07 1.05782e-07 1.05871e-07 1.40783e-07 1.05871e-07 0 0 0 0 0 0 1.10988e-06 1.52936e-06 1.10988e-06 0.063498 0.065748
0.066873 1.15308e-07 1.63253e-07 1.15308e-07 1.15405e-07 1.50354e-07 1.15405e-07 0 5.88606e-09 0 0 0 0 1.20982e-06 1.71291e-06 1.20982e-06 0.065748 0.067998
0.069123 3.2918e-07 3.02576e-07 3.17349e-07 3.29456e-07 2.80756e-07 3.18656e-07 0 1.01852e-06 0 9.86805e-09 2.75096e-08 9.25994e-09 3.36011e-06 2.92563e-06 3.30421e-06 0.067998 0.070248
0.071373 4.86505e-07 5.06974e-07 4.59429e-07 4.86913e-07 3.80425e-07 4.6333e-07 0 1.58815e-06 0 4.57552e-08 8.6463e-08 4.14615e-08 4.67013e-06 4.25209e-06 4.52888e-06 0.070248 0.072498
0.073623 1.27008e-06 4.68925e-07 1.19566e-06 1.23892e-06 3.24732e-07 1.16918e-06 3.84012e-05 -1.17281e-05 3.84012e-05 8.38427e-08 1.4046e-07 7.41844e-08 1.25299e-05 4.30058e-06 1.18988e-05 0.072498 0.074748
0.075873 3.01256e-06 7.4738e-07 2.79305e-06 2.93798e-06 -1.19349e-07 2.77053e-06 9.19009e-05 -3.26477e-06 9.19009e-05 1.49347e-07 2.24893e-07 1.29262e-07 3.01904e-05 7.0687e-06 2.84578e-05 0.074748 0.076998
0.078123 3.62101e-06 9.94559e-07 3.2734e-06 3.60436e-06 -2.28672e-08 3.33045e-06 2.34587e-05 8.46775e-05 2.34587e-05 3.02937e-07 4.0521e-07 2.51308e-07 3.51163e-05 8.7556e-06 3.28741e-05 0.076998 0.079248
