#Observed stellar mass range: 10.8 < log10(M*/Msun) < 11
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of -0.180109 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 23899
#Bestfit SF galaxies in bin: 11408
#Bestfit Q galaxies in bin: 12491
#Bestfit central galaxies in bin: 17215
#Bestfit satellite galaxies in bin: 6684
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0.000263432 2.81586e-05 0.000255867 7.11338e-06 1.10401e-05 7.10685e-06 0.000497526 3.79048e-05 0.000486541 0.000114534 0 0.000113641 0.000646924 0.000152697 0.000640235 0.000000 0.057873
0.059561 0.00452234 0.00414572 0.00434618 0.00179221 0.00224063 0.00173426 0.00701575 0.00546097 0.00677967 0.00431898 0.00354213 0.00420525 0.00504609 0.00518062 0.00484063 0.057873 0.061248
0.062373 0.00659239 0.00915352 0.00601753 0.00166199 0.00450124 0.00148542 0.0110953 0.013662 0.0102436 0.00569662 0.00898852 0.00524941 0.00889946 0.0137094 0.00822553 0.061248 0.063498
0.064623 0.0161849 0.0164428 0.0144702 0.00849025 0.00600339 0.00782632 0.0232124 0.0232434 0.0207591 0.0154426 0.0134724 0.014194 0.0180967 0.0232729 0.0160192 0.063498 0.065748
0.066873 0.0317512 0.0158057 0.0278003 0.0178099 0.00511874 0.0158636 0.0444837 0.0295543 0.0392637 0.0319836 0.0130015 0.0283658 0.0311525 0.0277058 0.0266826 0.065748 0.067998
0.069123 0.0436387 0.028335 0.0360663 0.0142349 0.0180205 0.0105505 0.070493 0.0364877 0.0591252 0.0411607 0.0252207 0.0345367 0.0500208 0.0386004 0.0403992 0.067998 0.070248
0.071373 0.0657659 0.0370657 0.0527601 0.02392 0.0224249 0.0183407 0.103984 0.04664 0.0837717 0.0582495 0.0383703 0.0465231 0.0851248 0.0367928 0.0672813 0.070248 0.072498
0.073623 0.0977173 0.0363809 0.0751813 0.0403123 0.0274309 0.0296651 0.150145 0.0460522 0.115602 0.0775405 0.0418923 0.058544 0.149684 0.0207841 0.118346 0.072498 0.074748
0.075873 0.121157 0.0481138 0.0861828 0.0466409 0.0312685 0.0313185 0.189212 0.0646999 0.136185 0.108376 0.0479061 0.0784119 0.154073 0.0471886 0.106003 0.074748 0.076998
0.078123 0.152775 0.0662478 0.102002 0.064869 0.0426239 0.0396228 0.23306 0.0823469 0.158193 0.142801 0.0652142 0.0949861 0.178465 0.075835 0.114997 0.076998 0.079248
0.080373 0.183936 0.0730047 0.114743 0.0759676 0.0483236 0.0429058 0.282544 0.0940536 0.187044 0.172976 0.0749631 0.106956 0.212166 0.0691106 0.136555 0.079248 0.081498
0.082904 0.190739 0.0838937 0.110486 0.0799106 0.0550906 0.0405816 0.291959 0.121205 0.18146 0.177805 0.0789723 0.103331 0.224051 0.0781227 0.134155 0.081498 0.084311
0.085998 0.291225 0.107816 0.159058 0.122644 0.0653946 0.0577137 0.445189 0.167023 0.25828 0.28154 0.105571 0.151611 0.316166 0.10497 0.173708 0.084311 0.087685
0.089373 0.368158 0.127314 0.188029 0.16081 0.0693382 0.073803 0.557528 0.182248 0.296892 0.355593 0.122463 0.178011 0.400519 0.138601 0.213118 0.087685 0.091061
0.092748 0.434408 0.164899 0.19467 0.197963 0.0829252 0.0803226 0.650352 0.253147 0.318264 0.407429 0.154628 0.181716 0.503894 0.147511 0.239402 0.091061 0.094435
0.096123 0.509954 0.165297 0.209707 0.245486 0.0936085 0.0888854 0.751492 0.255036 0.343147 0.487288 0.176419 0.194702 0.56833 0.163403 0.250816 0.094435 0.097811
