#Peak halo mass range: 10.625 < log10(Mh/Msun) < 10.875
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit halos in bin: 1.02078e+06
#Bestfit SF halos in bin: 992578
#Bestfit Q halos in bin: 28207
#Bestfit central halos in bin: 715652
#Bestfit satellite halos in bin: 305133
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0 1.16503e-08 0 0 9.97573e-10 0 0 0 0 0 0 0 0 3.95293e-08 0 0.000000 0.057873
0.059561 0 1.18682e-07 0 0 1.24747e-08 0 0 0 0 0 0 0 0 4.02685e-07 0 0.057873 0.061248
0.062373 0 4.59092e-07 0 0 2.14624e-07 0 0 0 0 0 0 0 0 1.51689e-06 0 0.061248 0.063498
0.064623 4.34752e-07 2.45439e-06 3.99471e-07 3.49484e-07 1.24255e-06 3.19564e-07 3.43526e-06 7.55614e-06 3.35921e-06 2.72256e-07 5.27157e-07 2.5748e-07 8.15867e-07 5.57217e-06 7.33564e-07 0.063498 0.065748
0.066873 8.86983e-07 3.22323e-06 8.01466e-07 3.10741e-07 9.86568e-07 2.88456e-07 2.11644e-05 3.09976e-05 2.00374e-05 2.2403e-07 3.30395e-07 2.10826e-07 2.44186e-06 9.82968e-06 2.19044e-06 0.065748 0.067998
0.069123 5.28171e-06 4.58242e-06 4.69598e-06 4.17035e-06 1.72319e-06 3.91019e-06 4.43894e-05 8.6969e-05 3.99758e-05 8.66369e-07 1.26612e-06 7.73567e-07 1.56374e-05 1.08201e-05 1.40978e-05 0.067998 0.070248
0.071373 6.92353e-06 8.28753e-06 5.89516e-06 5.41988e-06 4.28237e-06 4.72321e-06 5.98359e-05 0.00010658 5.26915e-05 2.07508e-06 2.36538e-06 1.78719e-06 1.8295e-05 2.30343e-05 1.55665e-05 0.070248 0.072498
0.073623 1.53147e-05 1.75251e-05 1.15959e-05 1.10265e-05 8.8857e-06 9.3023e-06 0.000166212 0.000310442 0.000135623 1.43082e-06 1.99844e-06 1.22932e-06 4.78777e-05 5.77271e-05 3.57952e-05 0.072498 0.074748
0.075873 3.29935e-05 3.00335e-05 2.44384e-05 2.85446e-05 1.78894e-05 2.19991e-05 0.000189546 0.000389456 0.000151594 4.55257e-06 5.00908e-06 3.54194e-06 9.96983e-05 9.4844e-05 7.39584e-05 0.074748 0.076998
0.078123 4.18834e-05 4.03429e-05 3.0438e-05 3.7463e-05 2.72508e-05 2.78372e-05 0.000197431 0.00038729 0.000144546 9.0375e-06 9.56387e-06 7.01211e-06 0.000118919 0.000115707 8.54999e-05 0.076998 0.079248
0.080373 7.73891e-05 6.62862e-05 5.57997e-05 6.8777e-05 4.87277e-05 5.12317e-05 0.00038044 0.000651093 0.000268049 1.78487e-05 1.73726e-05 1.29202e-05 0.000217034 0.000184219 0.000156385 0.079248 0.081498
0.082904 0.000115742 9.23505e-05 8.11234e-05 0.000101926 6.7682e-05 7.3874e-05 0.000601932 0.000848895 0.000424462 2.88869e-05 2.7521e-05 2.05567e-05 0.000319451 0.000254946 0.000223939 0.081498 0.084311
0.085998 0.000235775 0.000158427 0.000159441 0.000209324 0.00011505 0.000144534 0.00116656 0.00141952 0.000795757 6.43281e-05 5.51524e-05 4.34576e-05 0.000637884 0.000438228 0.000433064 0.084311 0.087685
0.089373 0.000397826 0.000265665 0.000244214 0.00035715 0.000200595 0.000222908 0.00182919 0.00188132 0.00118161 0.00012706 0.000101837 7.85422e-05 0.00103287 0.000627125 0.000621202 0.087685 0.091061
0.092748 0.000600737 0.000388753 0.000345078 0.000551043 0.00029275 0.000319398 0.0023494 0.00245405 0.00143161 0.000210905 0.00015415 0.000118512 0.00151504 0.000911652 0.000858921 0.091061 0.094435
0.096123 0.000856811 0.000515553 0.000452943 0.00079255 0.000412581 0.000426696 0.0031181 0.00311528 0.00177771 0.000330397 0.000221858 0.000175931 0.00209145 0.00121382 0.00110819 0.094435 0.097811
0.099498 0.00120785 0.000703315 0.000590386 0.00111815 0.000574749 0.000563204 0.00436441 0.00341138 0.00243536 0.000512664 0.000328838 0.000249534 0.00283832 0.00156541 0.00137201 0.097811 0.101186
0.102873 0.00161394 0.000869322 0.000726498 0.00150073 0.000725829 0.000697943 0.00559756 0.00434189 0.00296053 0.000738792 0.000433425 0.000327161 0.0036665 0.0018713 0.00161219 0.101186 0.104560
0.106248 0.0021194 0.00107265 0.000836852 0.00196916 0.000952087 0.000834185 0.00740622 0.00521551 0.00380674 0.00103411 0.000595174 0.000410121 0.00466479 0.00223716 0.00185246 0.104560 0.107936
0.109623 0.00268628 0.0012319 0.00097412 0.0024886 0.00106453 0.00096599 0.00964242 0.00690168 0.00472682 0.00138217 0.000721248 0.000506217 0.00574492 0.00249918 0.00205999 0.107936 0.111310
0.112998 0.00316761 0.00138147 0.00109906 0.00295513 0.00114824 0.00108433 0.0106446 0.00752478 0.00477042 0.00169248 0.000858094 0.00056803 0.00662735 0.00267209 0.00222915 0.111310 0.114686
0.116373 0.00355066 0.00146964 0.00116174 0.00333003 0.00125588 0.00116772 0.0113148 0.00822402 0.00490989 0.00196864 0.00090526 0.000635722 0.00726111 0.0027894 0.00237285 0.114686 0.118060
0.119748 0.00395848 0.0015435 0.00118081 0.00372703 0.00131294 0.00120484 0.0121031 0.00860958 0.00516648 0.00224257 0.000986224 0.000693959 0.00798293 0.00285701 0.00247353 0.118060 0.121435
0.123123 0.00437067 0.00166926 0.00125784 0.00411655 0.00134801 0.00123544 0.013313 0.00867961 0.00566265 0.00251811 0.00108017 0.000718454 0.00871564 0.00304066 0.00238082 0.121435 0.124811
0.126498 0.00493556 0.00174 0.00131711 0.00464832 0.00147059 0.00131259 0.0150433 0.00961619 0.00639718 0.00288214 0.00125883 0.000796645 0.00975159 0.00341297 0.00249454 0.124811 0.128185
0.129873 0.00556291 0.00194316 0.00138637 0.00525603 0.00168676 0.00137919 0.0163615 0.0101998 0.00692704 0.00330691 0.00143865 0.000838883 0.0108541 0.0037851 0.00268798 0.128185 0.131561
0.133248 0.00624101 0.00221035 0.0015298 0.00591413 0.00190968 0.00152715 0.0177436 0.0118739 0.00710098 0.00376854 0.00161623 0.000959343 0.0120399 0.00388378 0.00286236 0.131561 0.134935
0.137045 0.00695694 0.00233113 0.00173153 0.00659939 0.00207613 0.00173847 0.0195386 0.0111393 0.00755899 0.0042534 0.00149489 0.00109434 0.0132978 0.00407366 0.0031735 0.134935 0.139154
0.141685 0.00810302 0.00262068 0.001981 0.00771326 0.00235582 0.00206536 0.0218181 0.0115449 0.00839072 0.00507094 0.0017663 0.00123878 0.0152144 0.00418005 0.00360542 0.139154 0.144217
0.146748 0.0090854 0.00309758 0.00202554 0.00869096 0.00276328 0.00222499 0.0229654 0.0127445 0.00829923 0.00590551 0.00223384 0.00146525 0.0165434 0.00492715 0.0038547 0.144217 0.149279
0.151810 0.0101459 0.00341833 0.00230002 0.0097409 0.00312202 0.00236357 0.024396 0.0144082 0.00852745 0.0067862 0.00270908 0.00164592 0.0180255 0.00540229 0.00386967 0.149279 0.154342
0.156873 0.0111598 0.00374134 0.00246546 0.0107317 0.00343962 0.00254624 0.0262251 0.0124946 0.00927725 0.00760754 0.0028568 0.00182567 0.0194912 0.00575201 0.00415686 0.154342 0.159404
0.161935 0.0120243 0.00385142 0.00268694 0.0115507 0.00349229 0.00270032 0.0286904 0.0139081 0.0102092 0.00826377 0.00302579 0.00187561 0.0208442 0.00596902 0.00467453 0.159404 0.164467
0.166998 0.0128905 0.00420499 0.00293222 0.0123762 0.00388402 0.00295813 0.0309892 0.0155652 0.0109436 0.00893472 0.00336567 0.00197238 0.0221682 0.00630232 0.00523847 0.164467 0.169529
0.172060 0.013411 0.00454491 0.00309539 0.0129 0.00421384 0.00313113 0.0313921 0.0140358 0.0109269 0.00932337 0.00375077 0.00212482 0.0229979 0.00676796 0.00510031 0.169529 0.174591
0.177123 0.0138785 0.004572 0.00308924 0.013361 0.00425149 0.00315322 0.0320909 0.0147623 0.0107751 0.00959125 0.00375936 0.0020849 0.0239338 0.00684308 0.00549528 0.174591 0.179654
0.182185 0.0143492 0.00475244 0.00326771 0.0138178 0.00437301 0.00329703 0.0330463 0.0158843 0.0108275 0.00985121 0.00381882 0.00220784 0.0248986 0.00749995 0.00552123 0.179654 0.184716
0.187248 0.0148217 0.00469597 0.00332669 0.0142703 0.00431551 0.00341405 0.034223 0.0163603 0.0112532 0.0101625 0.00370167 0.0022937 0.0257492 0.00732955 0.00583738 0.184716 0.189779
0.192310 0.0152472 0.00465074 0.00348304 0.0146761 0.00434892 0.00350081 0.0353418 0.0161107 0.0119423 0.0104267 0.00371569 0.00233945 0.026553 0.00719723 0.00614876 0.189779 0.194842
0.197373 0.0156312 0.00477034 0.00366218 0.0150408 0.00425425 0.00362814 0.0364078 0.0177582 0.0124183 0.0106697 0.00384277 0.0024362 0.0272677 0.00756525 0.00652203 0.194842 0.199904
0.202435 0.0159521 0.00507601 0.0036984 0.0153801 0.00468166 0.00371041 0.0360805 0.0175092 0.0118453 0.0109464 0.0040735 0.00247736 0.0276924 0.00761439 0.00645349 0.199904 0.204967
0.207498 0.0162966 0.00529328 0.00382556 0.0157434 0.00492021 0.00377779 0.0357642 0.0166951 0.0111668 0.0112297 0.00421732 0.00258811 0.0281806 0.00783975 0.00668141 0.204967 0.210029
0.212560 0.016619 0.00533692 0.00379267 0.0160572 0.00508188 0.00374778 0.0363877 0.0167863 0.0114604 0.011467 0.00439832 0.00262527 0.0287024 0.00819633 0.0067454 0.210029 0.215091
0.217623 0.016942 0.00541505 0.00399089 0.0163774 0.00506859 0.0039485 0.0368112 0.0174537 0.0115406 0.0117437 0.00435713 0.00267428 0.0291341 0.00826802 0.00680982 0.215091 0.220154
0.222685 0.0171335 0.00538402 0.00417142 0.0165528 0.0049272 0.00431999 0.0375675 0.018594 0.0115828 0.0117978 0.00408432 0.00274469 0.0296477 0.00837056 0.00704607 0.220154 0.225217
0.227748 0.017354 0.00524043 0.00452046 0.0167783 0.00478359 0.00450528 0.0376093 0.0183759 0.0122763 0.0119333 0.00403408 0.00283309 0.0300674 0.00841024 0.00743853 0.225217 0.230279
0.232810 0.0176406 0.00519714 0.00442833 0.0170621 0.00474995 0.00454383 0.0379995 0.0189689 0.0125192 0.0121512 0.00389961 0.00290839 0.0305154 0.00827991 0.00779852 0.230279 0.235342
0.237873 0.0178385 0.00505215 0.00449146 0.0172429 0.00469027 0.00453685 0.0387967 0.0188452 0.0133728 0.0122678 0.00358567 0.00294964 0.0309037 0.00852178 0.00795571 0.235342 0.240404
0.242935 0.0180454 0.00468265 0.00454721 0.0174637 0.0044232 0.00459761 0.0385142 0.0188083 0.0131603 0.0124521 0.00370935 0.00302716 0.0311639 0.00810163 0.00797259 0.240404 0.245467
0.247998 0.0184583 0.00491307 0.00475907 0.0178731 0.00435419 0.00473121 0.0390504 0.0185459 0.0131951 0.0127818 0.00374116 0.00326494 0.0317717 0.00798874 0.00828902 0.245467 0.250529
0.253060 0.0186518 0.00483279 0.00497685 0.0180725 0.00444794 0.00494316 0.0390366 0.018649 0.0131957 0.0129851 0.00377406 0.00321247 0.0319424 0.00793394 0.00824173 0.250529 0.255592
0.258123 0.0189344 0.0049762 0.00496153 0.018342 0.00426252 0.0049438 0.0397777 0.0193352 0.013306 0.0131855 0.00384449 0.00334682 0.0324176 0.00747519 0.00837149 0.255592 0.260654
0.263185 0.0191123 0.0051266 0.00494005 0.0185159 0.00442561 0.00491623 0.0401005 0.0199494 0.013229 0.0133622 0.00390681 0.00349559 0.0325984 0.00734203 0.00845582 0.260654 0.265716
0.268248 0.0192247 0.00528612 0.00491695 0.0186302 0.00459052 0.00485764 0.0401435 0.0200221 0.0136333 0.0135146 0.00380256 0.00340439 0.0326169 0.00728754 0.00847395 0.265716 0.270779
0.273310 0.0194722 0.0054455 0.00490148 0.018871 0.00479087 0.0050082 0.0406281 0.0198692 0.0138742 0.0137276 0.00373655 0.00346993 0.0329456 0.00746859 0.0085739 0.270779 0.275842
0.278373 0.0196244 0.00536982 0.00501458 0.0190395 0.00489045 0.00502391 0.0402047 0.0201439 0.0136022 0.0138687 0.00402658 0.00357249 0.0331236 0.00763091 0.00845362 0.275842 0.280904
0.283435 0.0199954 0.00535355 0.00518551 0.0194157 0.00496467 0.00527174 0.0403971 0.0205142 0.0132894 0.0141472 0.00422526 0.00360454 0.0337118 0.00807157 0.00870799 0.280904 0.285967
0.288498 0.020101 0.00520641 0.00524309 0.0195147 0.00504306 0.00532611 0.0407326 0.0197074 0.0134546 0.0142503 0.00430884 0.0036553 0.0338232 0.00837001 0.008903 0.285967 0.291029
0.293560 0.0203122 0.0054637 0.00533964 0.0197245 0.00503462 0.00539231 0.0409918 0.0205644 0.0133812 0.0144624 0.00436601 0.0037366 0.0340323 0.00868648 0.00908491 0.291029 0.296091
0.298623 0.0204808 0.00571232 0.00545322 0.0198927 0.00531072 0.00545945 0.0411757 0.0198021 0.0136797 0.0146215 0.00445436 0.00374005 0.0342233 0.00905591 0.00924264 0.296091 0.301154
0.303685 0.0206924 0.00603632 0.00559981 0.0201039 0.00564931 0.00560721 0.0414041 0.0199351 0.0138217 0.0148079 0.00465227 0.00367567 0.0344938 0.00967042 0.00950417 0.301154 0.306217
