#Peak halo mass range: 10.625 < log10(Mh/Msun) < 10.875
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit halos in bin: 1.02951e+06
#Bestfit SF halos in bin: 1.00858e+06
#Bestfit Q halos in bin: 20924
#Bestfit central halos in bin: 719376
#Bestfit satellite halos in bin: 310132
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0 9.43577e-09 0 0 9.81196e-10 0 0 0 0 0 0 0 0 3.1664e-08 0 0.000000 0.057873
0.059561 0 1.05043e-07 0 0 1.23002e-08 0 0 0 0 0 0 0 0 3.72107e-07 0 0.057873 0.061248
0.062373 0 4.47404e-07 0 0 1.96768e-07 0 0 0 0 0 0 0 0 1.48038e-06 0 0.061248 0.063498
0.064623 4.31068e-07 2.24205e-06 3.96088e-07 3.43938e-07 1.07859e-06 3.14111e-07 4.63096e-06 1.76327e-05 4.54032e-06 2.70846e-07 5.24428e-07 2.56147e-07 8.02716e-07 4.83267e-06 7.19827e-07 0.063498 0.065748
0.066873 9.07229e-07 3.70297e-06 8.21437e-07 6.44262e-07 6.68904e-07 6.18638e-07 1.35828e-05 7.83857e-05 1.25039e-05 2.2287e-07 3.28685e-07 2.09734e-07 2.49465e-06 9.79197e-06 2.2409e-06 0.065748 0.067998
0.069123 5.42695e-06 5.56081e-06 4.7881e-06 5.21255e-06 1.02137e-06 4.90275e-06 1.57617e-05 0.000115815 1.19937e-05 6.95887e-07 9.57222e-07 6.1912e-07 1.6401e-05 1.59788e-05 1.46918e-05 0.067998 0.070248
0.071373 7.24172e-06 8.76289e-06 6.1969e-06 6.738e-06 4.52849e-06 5.91518e-06 3.15221e-05 0.000182703 2.50957e-05 2.10866e-06 2.41371e-06 1.8173e-06 1.91483e-05 2.21952e-05 1.63868e-05 0.070248 0.072498
0.073623 1.62966e-05 1.91824e-05 1.2374e-05 1.50856e-05 8.60343e-06 1.24854e-05 7.46688e-05 0.00040673 4.80033e-05 4.98098e-06 4.41756e-06 3.73936e-06 4.25439e-05 5.72213e-05 3.36269e-05 0.072498 0.074748
0.075873 3.5855e-05 3.07119e-05 2.67332e-05 3.38628e-05 2.21822e-05 2.59169e-05 0.000131886 0.000445608 9.92523e-05 5.39029e-06 6.1812e-06 4.08977e-06 0.00010652 9.6408e-05 7.87609e-05 0.074748 0.076998
0.078123 4.67798e-05 4.42287e-05 3.42315e-05 4.32695e-05 3.57134e-05 3.21405e-05 0.00021598 0.000572685 0.000163262 1.02774e-05 1.07307e-05 7.90136e-06 0.00013145 0.000127387 9.49835e-05 0.076998 0.079248
