#Peak halo mass range: 10.625 < log10(Mh/Msun) < 10.875
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit halos in bin: 1.00547e+06
#Bestfit SF halos in bin: 963212
#Bestfit Q halos in bin: 42256
#Bestfit central halos in bin: 707786
#Bestfit satellite halos in bin: 297682
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0 1.1821e-08 0 0 6.75189e-10 0 0 0 0 0 0 0 0 4.04467e-08 0 0.000000 0.057873
0.059561 0 1.2042e-07 0 0 1.28683e-08 0 0 0 0 0 0 0 0 4.12031e-07 0 0.057873 0.061248
0.062373 0 4.66322e-07 0 0 2.19857e-07 0 0 0 0 0 0 0 0 1.55723e-06 0 0.061248 0.063498
0.064623 4.10447e-07 2.48077e-06 3.75307e-07 3.60139e-07 1.10487e-06 3.31951e-07 1.55721e-06 9.35581e-06 1.50774e-06 2.75281e-07 5.33016e-07 2.60342e-07 7.31826e-07 5.03963e-06 6.49794e-07 0.063498 0.065748
0.066873 6.03307e-07 3.54568e-06 5.29397e-07 2.65195e-07 6.79355e-07 2.47137e-07 8.31048e-06 2.38704e-05 7.67179e-06 2.2652e-07 3.34067e-07 2.13169e-07 1.49918e-06 9.37223e-06 1.30201e-06 0.065748 0.067998
0.069123 5.03377e-06 4.03172e-06 4.49e-06 4.12804e-06 1.27182e-06 3.88562e-06 2.56797e-05 4.98457e-05 2.25314e-05 8.64434e-07 1.26793e-06 7.70882e-07 1.4947e-05 1.10613e-05 1.35292e-05 0.067998 0.070248
0.071373 5.84806e-06 9.3233e-06 4.9216e-06 4.43449e-06 3.85308e-06 3.89899e-06 3.80699e-05 8.6958e-05 3.24007e-05 2.13305e-06 2.3959e-06 1.83469e-06 1.46811e-05 2.44637e-05 1.25164e-05 0.070248 0.072498
0.073623 1.27129e-05 1.72896e-05 9.12658e-06 8.42374e-06 8.29003e-06 7.06239e-06 0.000110484 0.000157567 8.8879e-05 1.37019e-06 1.76544e-06 1.16543e-06 3.96821e-05 5.52533e-05 2.80441e-05 0.072498 0.074748
0.075873 3.13014e-05 2.76543e-05 2.32941e-05 2.55659e-05 1.53849e-05 1.96559e-05 0.000162041 0.000272518 0.000128872 4.6032e-06 5.41376e-06 3.57753e-06 9.47806e-05 8.37617e-05 7.07453e-05 0.074748 0.076998
0.078123 3.92436e-05 3.54661e-05 2.87823e-05 3.19039e-05 2.4237e-05 2.43354e-05 0.00020655 0.000356852 0.000156122 8.90549e-06 9.42962e-06 6.90948e-06 0.000111377 0.000102021 8.01051e-05 0.076998 0.079248
0.080373 7.08625e-05 6.42085e-05 5.10857e-05 5.4135e-05 4.15641e-05 4.04445e-05 0.000452161 0.00043187 0.000339775 1.75754e-05 1.69733e-05 1.27239e-05 0.000197561 0.00017177 0.000142042 0.079248 0.081498
0.082904 0.000103556 8.17574e-05 7.23982e-05 8.19855e-05 5.77395e-05 5.91934e-05 0.000595252 0.000596021 0.000430618 2.74585e-05 2.59737e-05 1.94545e-05 0.00028449 0.000218671 0.000198353 0.081498 0.084311
0.085998 0.000204183 0.000145123 0.000136055 0.000171734 0.000103978 0.000117083 0.000943858 0.000840677 0.000638584 5.8991e-05 5.14622e-05 4.07228e-05 0.000549401 0.00038639 0.000366327 0.084311 0.087685
0.089373 0.000356173 0.000233616 0.0002172 0.000301533 0.000168986 0.000185265 0.00160167 0.00117136 0.00104274 0.00012116 9.48219e-05 7.47513e-05 0.000914954 0.000573136 0.000552901 0.087685 0.091061
0.092748 0.000539451 0.000355852 0.00030747 0.00047168 0.000260368 0.000272417 0.00208428 0.00145316 0.00127693 0.000197556 0.000147126 0.000110261 0.00135236 0.000829776 0.000770007 0.091061 0.094435
