#Scale: 0.759310
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1302.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(Q)/W_p(SF)(1) Err+(2) Err-(3) W_p(SF)/W_p(All)(4) Err+(5) Err-(6) W_p(Q)/W_p(All)(7) Err+(8) Err-(9) (10) W_p(SFxQ)/W_p(All)(11) Err+(12) Err-(13) Bin_left_edge(14) Bin_right_edge(15) 
0.132512 0 0 0 0.236016 0.119252 0.012226 1.61053 0.0288672 0.187981 0.593442 0.0465659 0.0497693 0.1 0.158489
0.210017 0 0 0 0.225356 0.141105 0.00848651 1.57387 0.0616666 0.161733 0.632217 0.00156111 0.0790005 0.158489 0.251189
0.332855 0 0 0 0.474845 -0.0250219 0.137092 1.50412 0.0929711 0.12865 0.637453 0.0231683 0.0539379 0.251189 0.398107
0.52754 0 0 0 0.531453 0.0269039 0.100029 1.38643 0.058291 0.0936985 0.738864 0.0235836 0.0514885 0.398107 0.630957
0.836094 0 0 0 0.605415 -0.0584224 0.198415 1.31102 0.0431819 0.082649 0.794258 0.0482415 0.0184997 0.630957 1
1.32512 0 0 0 0.658788 0.0267265 0.0808409 1.26983 0.0317256 0.0723284 0.821225 0.0357101 0.0407832 1 1.58489
2.10017 0 0 0 0.621992 0.0866859 0.0100697 1.27141 -0.00456691 0.101875 0.829013 0.0443901 0.0115995 1.58489 2.51189
3.32855 0 0 0 0.589741 0.121651 0.0445559 1.20591 0.0126003 0.0867909 0.90165 0.0275468 0.0209574 2.51189 3.98107
5.2754 0 0 0 0.592181 0.132119 -0.0128095 1.18451 0.0201765 0.0615586 0.922087 0.00896049 0.039785 3.98107 6.30957
8.36094 0 0 0 0.611615 0.142648 0.012597 1.21948 0.0103221 0.0973279 0.882743 0.0298064 0.0225247 6.30957 10
