#Scale: 0.141685
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 6982.5 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 12441.2 20259.3 12601.2 13372.1 20767.3 13532.1 -160 0 0 -160 0 0 0.1 0.158489
0.210017 -160 7371.59 0 -160 8151.86 0 -160 0 0 -160 0 0 0.158489 0.251189
0.332855 1837.15 1634.36 1997.15 1984.7 1756.07 2144.7 -160 0 0 -160 0 0 0.251189 0.398107
0.52754 635.08 207.352 795.08 693.819 92.0156 853.819 -160 0 0 -160 0 0 0.398107 0.630957
0.836094 -160 861.563 0 -160 549.053 0 -160 0 0 -160 4909.83 0 0.630957 1
1.32512 218.035 580.491 102.415 245.964 597.746 137.332 -160 4939.43 0 -160 160 0 1 1.58489
2.10017 140.997 0.225006 300.997 109.362 47.8952 269.362 -160 0 0 580.745 -295.29 740.745 1.58489 2.51189
3.32855 19.7435 151.676 4.21573 33.0228 131.048 13.6709 -160 0 0 -160 706.471 0 2.51189 3.98107
5.2754 -48.6888 64.3482 16.9641 -57.5417 63.1847 33.6147 -160 446.373 0 74.8003 188.799 234.8 3.98107 6.30957
8.36094 33.0814 24.9284 30.3574 37.1487 21.449 35.4169 -160 160 0 -19.7865 128.455 68.8556 6.30957 10
