#Scale: 0.496060
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1994.3 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 446.904 19.0676 22.8654 211.094 17.1355 22.3577 987.869 66.1116 84.2808 413.14 13.479 47.2472 0.1 0.158489
0.210017 261.325 21.7587 6.60077 122.04 14.7627 10.1555 578.461 31.6956 46.8924 242.251 26.2494 15.9027 0.158489 0.251189
0.332855 161.782 10.9888 4.0685 94.8929 9.1634 4.82375 313.46 13.4329 28.913 152.846 13.8849 6.52821 0.251189 0.398107
0.52754 102 5.26235 1.83151 63.2811 5.2065 1.92943 170.063 13.9756 6.79405 103.987 3.83029 6.78518 0.398107 0.630957
0.836094 66.1392 3.22237 0.579453 46.3941 3.95243 0.346088 103.397 4.67447 6.05544 66.2282 3.06636 1.74813 0.630957 1
1.32512 46.9606 2.39288 0.188343 34.1872 2.48137 0.714512 70.1538 2.39237 3.10229 47.3483 2.74561 0.237343 1 1.58489
2.10017 34.8766 1.63552 0.210648 26.7377 1.64173 0.465036 51.2068 1.25888 2.39729 34.5604 2.12817 0.309486 1.58489 2.51189
3.32855 25.1724 0.880781 0.312624 19.3879 1.07099 0.343801 33.3815 1.12644 0.787403 26.1802 0.747889 0.716536 2.51189 3.98107
5.2754 16.9899 0.5714 0.143017 12.8175 0.778172 0.256439 22.7569 0.708935 0.501585 17.7727 0.4569 0.416782 3.98107 6.30957
8.36094 10.9433 0.206278 0.199226 8.48787 0.19509 0.365442 14.9002 0.333341 0.668876 11.1997 0.253604 0.264162 6.30957 10
