#Scale: 0.318873
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 3102.5 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 412.032 21.9816 47.5104 281.198 28.4839 44.5706 1239.05 314.137 152.12 651.003 35.8242 134.257 0.1 0.158489
0.210017 220.454 17.804 11.467 153.872 22.9377 8.18243 751.048 187.548 103.858 330.95 23.1784 63.8466 0.158489 0.251189
0.332855 153.176 2.29678 11.0332 116.579 5.10585 11.7628 432.348 51.8625 91.6441 215.175 11.6291 30.1891 0.251189 0.398107
0.52754 91.6467 1.69073 5.79452 76.4264 2.40075 6.77168 191.205 18.4184 31.6063 119.108 6.41151 11.4423 0.398107 0.630957
0.836094 70.371 0.939705 4.47157 61.7923 0.867043 6.28541 134.445 2.98538 24.7797 85.0426 5.55459 5.12846 0.630957 1
1.32512 48.2354 0.797173 1.91162 41.4449 2.33858 2.46594 98.7245 -1.54635 20.9296 59.8719 1.39503 4.24977 1 1.58489
2.10017 37.1422 0.32386 2.00041 33.0762 0.584129 2.31412 63.0276 4.23242 6.05127 44.5504 0.932827 3.40788 1.58489 2.51189
3.32855 25.6183 0.644276 0.639729 22.4865 1.27376 0.613909 47.3061 1.13208 8.11163 31.1469 0.752728 2.31511 2.51189 3.98107
5.2754 16.2705 0.799969 0.107477 13.9158 1.35837 0.0454102 32.1035 -0.646681 5.78193 20.4752 0.6626 1.5614 3.98107 6.30957
8.36094 11.1992 0.285304 0.324816 9.58582 0.647249 0.317919 19.4857 0.256256 3.09772 14.3399 0.155957 1.20835 6.30957 10
