#Scale: 0.566935
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1745.0 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 407.554 25.1555 9.07697 198.889 19.2369 7.46716 868.89 38.9684 71.0287 360.211 23.8545 25.2281 0.1 0.158489
0.210017 264.289 16.9013 6.89374 126.767 17.017 5.02586 541.437 24.656 39.8593 243.617 10.0425 19.4074 0.158489 0.251189
0.332855 166.412 11.1093 2.04308 89.9697 10.1703 4.32945 311.525 15.3127 14.4652 158.421 9.98357 9.37691 0.251189 0.398107
0.52754 105.913 5.95161 1.8856 63.4157 8.05191 -0.0087471 178.014 4.98051 11.6665 104.826 5.51768 5.27019 0.398107 0.630957
0.836094 68.4951 4.04361 0.46302 46.9212 3.33064 1.49197 104.572 4.85026 4.07139 68.1497 4.08463 1.59111 0.630957 1
1.32512 48.3121 1.87584 0.608093 35.7858 1.73778 1.45394 68.0914 2.61403 1.62783 48.5684 1.58106 1.49598 1 1.58489
2.10017 34.8153 1.3332 0.318867 26.8384 0.970819 1.18647 49.0934 0.987659 1.61323 34.32 1.41788 0.676571 1.58489 2.51189
3.32855 24.7634 1.0543 0.0946922 19.5147 0.821362 0.532532 33.0012 1.26767 0.564423 24.8904 0.884365 0.299488 2.51189 3.98107
5.2754 17.1202 0.546633 0.209797 13.2928 0.461116 0.517821 22.5611 0.65991 0.480289 17.4344 0.413992 0.353165 3.98107 6.30957
8.36094 10.7063 0.50322 0.00876331 8.39853 0.423701 0.31653 13.7471 0.835791 0.00530052 10.9897 0.395641 0.139657 6.30957 10
