#Scale: 0.465685
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2124.4 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 297.104 13.8881 31.2324 175.04 15.0874 16.3462 959.537 43.1761 149.84 390.866 24.4489 58.9239 0.1 0.158489
0.210017 198.656 9.20024 16.4289 121.768 11.3843 10.9363 566.752 60.7789 57.7421 265.349 12.8515 35.9465 0.158489 0.251189
0.332855 131.477 4.32399 10.2609 92.3649 4.8936 8.85474 341.863 20.2828 46.4765 161.812 5.92131 16.8808 0.251189 0.398107
0.52754 86.7533 1.77646 5.572 69.0051 1.14632 7.37129 180.034 15.8748 21.5629 100.858 4.07264 5.7122 0.398107 0.630957
0.836094 57.7004 1.09536 2.37673 47.4925 1.22186 3.08205 99.4392 7.62737 6.31257 67.6618 1.1683 4.24466 0.630957 1
1.32512 41.0673 0.300903 1.46704 33.676 1.10984 1.1473 68.337 0.465988 5.45295 48.7384 -0.0267906 2.97045 1 1.58489
2.10017 30.0105 0.305859 0.876028 25.0215 0.878035 0.733051 53.0005 -0.584496 5.53737 34.4769 0.0839157 1.94382 1.58489 2.51189
3.32855 21.6577 -0.0164585 0.857721 18.1793 0.256182 0.931229 37.5544 -0.60146 4.46724 24.7923 0.19379 1.21818 2.51189 3.98107
5.2754 14.535 0.259667 0.245845 12.6274 0.344316 0.398016 22.2471 0.524775 1.15546 16.4101 0.298311 0.396538 3.98107 6.30957
8.36094 9.62506 0.20791 0.236508 8.32571 0.334515 0.220336 14.4154 0.106914 0.995405 10.9741 0.134238 0.369805 6.30957 10
