#Scale: 0.404935
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2443.1 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1227.55 200.693 157.619 412.643 305.309 65.995 2896.59 0 774.093 893.379 146.721 115.244 0.1 0.158489
0.210017 562.082 195.99 43.2726 215.485 109.534 48.7139 1290.86 224.807 255.692 411.194 132.461 30.9951 0.158489 0.251189
0.332855 354.564 42.4039 32.9455 138.967 63.3046 22.5981 700.187 51.5164 146.755 310.624 13.7496 49.3601 0.251189 0.398107
0.52754 164.444 39.5367 6.67607 84.4176 43.8005 9.59415 290.002 36.4573 40.2984 149.4 23.7459 10.0879 0.398107 0.630957
0.836094 120.196 12.5822 9.35669 63.3771 32.4013 -8.89175 175.658 16.4246 20.6292 125.126 -0.322777 23.8468 0.630957 1
1.32512 80.1456 9.71829 3.40552 56.0884 7.28396 9.08317 112.35 10.1309 9.50728 78.1908 7.6227 5.27068 1 1.58489
2.10017 60.1268 1.4255 5.44907 39.7447 2.4489 7.12011 82.9023 -1.44999 10.2051 60.5605 1.63631 7.09612 1.58489 2.51189
3.32855 38.9553 2.38337 1.62177 26.8542 2.96343 4.26291 51.2582 2.58123 3.68798 39.7779 1.88557 3.0425 2.51189 3.98107
5.2754 25.5396 2.01621 0.31341 18.2336 2.29558 0.836382 35.5654 0.841045 3.3639 24.8322 2.12522 0.349709 3.98107 6.30957
8.36094 17.9016 0.365173 0.988155 12.9819 0.775846 1.66484 25.9852 0.470999 2.91219 16.8078 0.0579624 1.37243 6.30957 10
