#Scale: 0.490997
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2014.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 437.905 29.4256 14.2646 174.492 42.6132 3.2977 1001.54 45.4919 77.9426 418.21 30.9319 40.9942 0.1 0.158489
0.210017 278.528 15.1891 13.0181 137.59 14.8792 5.56752 581.342 41.4237 42.6692 267.542 11.0357 27.0727 0.158489 0.251189
0.332855 162.941 6.37822 8.12454 89.0108 9.80476 5.52162 320.051 12.1689 34.2433 157.802 4.74316 14.9676 0.251189 0.398107
0.52754 104.473 2.85561 3.56538 67.2381 3.83547 3.91533 172.317 10.3719 9.7984 105.944 2.17907 7.37497 0.398107 0.630957
0.836094 66.0748 2.62434 1.44 45.5717 4.80601 0.34024 104.45 1.92599 8.65566 66.5186 2.47784 2.66225 0.630957 1
1.32512 48.0724 1.54687 0.922379 34.239 2.9138 0.792622 71.7343 1.31554 4.69787 49.1742 1.31298 1.80035 1 1.58489
2.10017 35.1791 1.03787 0.651398 26.6438 1.35139 1.06433 50.7914 1.29593 2.72111 35.4945 1.27963 0.805206 1.58489 2.51189
3.32855 25.23 0.810286 0.363308 19.5951 0.983723 0.571135 34.5495 0.896587 1.08111 25.7934 0.813377 0.740973 2.51189 3.98107
5.2754 17.6411 0.301682 0.461802 13.492 0.508707 0.482093 24.7174 -0.171602 1.44805 17.9789 0.452744 0.599161 3.98107 6.30957
8.36094 10.8983 0.254186 0.315564 8.26015 0.381166 0.228889 15.0986 0.356754 0.834483 11.2208 0.175851 0.490258 6.30957 10
