#Scale: 0.197373
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 5012.4 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 843.858 138.416 62.5148 676.061 160.095 105.008 6259.47 2376.17 3803.46 1424.56 408.025 473.762 0.1 0.158489
0.210017 515.259 51.8904 36.8977 439.115 77.864 49.8433 691.88 2803.46 -142.714 891.375 36.1302 345.996 0.158489 0.251189
0.332855 289.871 22.3509 33.9358 244.145 38.145 31.6223 1196.56 124.966 869.463 476.211 15.4338 176.261 0.251189 0.398107
0.52754 186.181 31.8399 11.4863 180.25 29.6178 12.4335 245.041 240.96 224.677 213.255 78.4268 31.1727 0.398107 0.630957
0.836094 144.328 6.69969 15.3053 135.85 6.96742 20.9128 270 85.3128 122.438 180.974 33.7534 25.9745 0.630957 1
1.32512 81.6183 18.6129 4.1116 76.9187 15.7638 8.36562 214.469 6.14613 141.513 98.8116 53.8027 4.93135 1 1.58489
2.10017 50.1572 7.49127 3.23312 47.4436 8.52285 6.11267 146.677 32.0187 83.701 59.1066 14.1105 5.30797 1.58489 2.51189
3.32855 29.1928 5.24421 -0.0479927 27.0166 5.33735 1.02466 60.4406 13.6052 35.7769 38.6486 12.4697 3.35625 2.51189 3.98107
5.2754 17.8193 3.75048 0.201422 17.6089 2.55606 2.63515 57.3723 8.96767 27.3671 16.9296 16.579 -4.56537 3.98107 6.30957
8.36094 12.9542 1.41427 0.758925 10.8607 1.63672 1.6064 20.0624 17.9674 8.66823 23.1838 9.66107 5.54181 6.30957 10
