#Scale: 0.344185
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2874.4 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1577.33 147.416 293.989 662.226 353.454 43.3033 3818.75 563.613 1110.93 1671.04 -105.326 547.009 0.1 0.158489
0.210017 770.729 245.077 94.4449 538.313 187.583 89.8522 1972.26 617.168 369.927 605.4 137.171 102.748 0.158489 0.251189
0.332855 370.3 71.6119 24.7694 248.317 33.5524 40.2578 785.883 96.3013 160.625 347.852 88.0349 27.4927 0.251189 0.398107
0.52754 216.22 34.8356 32.2019 172.025 12.1549 56.4147 515.882 28.2314 142.304 163.487 47.3123 7.38298 0.398107 0.630957
0.836094 139.013 22.7428 17.5574 78.2023 13.9563 11.821 347.396 -9.79779 104.917 127.461 25.2716 10.5919 0.630957 1
1.32512 82.3679 18.665 6.77997 47.475 16.601 4.75904 172.837 12.2557 35.6219 84.4445 14.5026 7.82365 1 1.58489
2.10017 56.8854 9.70018 5.04044 33.6726 7.9283 4.59899 116.585 -1.49413 26.9695 58.4123 10.8563 3.89966 1.58489 2.51189
3.32855 40.562 9.08228 2.30217 25.1762 8.0113 2.45896 71.4989 9.06406 8.44206 44.1564 5.92832 2.87646 2.51189 3.98107
5.2754 27.7715 3.31035 2.45549 24.7928 0.000839233 4.19919 38.999 8.2645 3.45473 26.9005 2.35829 2.45936 3.98107 6.30957
8.36094 17.3334 2.50939 0.461426 10.59 3.25735 -0.091486 27.5058 4.77286 1.83925 19.9219 1.16458 2.14587 6.30957 10
