#Scale: 0.617560
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1602.0 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 415.468 25.9261 6.73834 187.42 11.4531 15.4535 895.234 41.329 63.1819 362.594 22.0008 23.3026 0.1 0.158489
0.210017 255.7 22.1543 1.85472 133.251 12.7526 4.28598 504.565 36.2703 22.5975 230.843 17.1555 12.9029 0.158489 0.251189
0.332855 168.166 12.6602 1.22218 92.5244 7.81816 6.70461 311.384 20.9147 10.64 157.062 9.99443 8.52199 0.251189 0.398107
0.52754 111.484 7.36167 1.3358 66.42 6.49481 2.93013 193.519 7.79094 9.65944 106.196 6.45387 3.1514 0.398107 0.630957
0.836094 73.2225 4.12638 0.804733 47.6819 4.19424 1.29671 117.7 2.1392 6.39987 71.0416 4.13846 1.46286 0.630957 1
1.32512 50.8818 2.27959 0.348316 36.6196 2.88166 0.879574 74.9023 1.07632 3.74075 49.9938 2.29045 0.876347 1 1.58489
2.10017 35.802 1.36104 0.0786095 26.1697 1.87796 0.280853 50.5809 0.523106 2.33905 35.7859 1.46737 0.464985 1.58489 2.51189
3.32855 25.4132 1.06948 -0.0660686 19.7176 1.10665 0.233057 34.2591 0.609314 0.969513 25.3604 0.950342 0.0111084 2.51189 3.98107
5.2754 17.4056 0.564695 0.0462704 13.0744 0.857126 0.182911 23.1445 0.621311 0.482351 17.7648 0.334515 0.304577 3.98107 6.30957
8.36094 11.2894 0.584341 -0.0637941 8.84574 0.838589 0.0713673 14.7846 0.43648 0.244722 11.3879 0.436793 0.0238304 6.30957 10
