#Scale: 0.136623
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 7241.2 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 -160 0 0 -160 0 0 -160 0 0 -160 0 0 0.1 0.158489
0.210017 -160 22665.9 0 -160 23986 0 -160 0 0 -160 0 0 0.158489 0.251189
0.332855 -160 2784.98 0 -160 3272.71 0 -160 0 0 -160 0 0 0.251189 0.398107
0.52754 5722.76 801.334 5882.76 4429.57 1970.59 4589.57 -160 0 0 13817.3 -3467.8 13977.3 0.398107 0.630957
0.836094 1401.31 1145.73 1188.34 753.571 1838.09 913.571 -160 0 0 5404.48 -1875.53 5564.48 0.630957 1
1.32512 -160 386.564 0 -160 370.332 0 -160 0 0 -160 160 0 1 1.58489
2.10017 -36.2742 291.9 123.726 -15.2087 353.549 144.791 -160 0 0 -160 0 0 1.58489 2.51189
3.32855 -12.2317 204.302 147.768 12.9273 186.147 172.927 -160 0 0 -160 341.606 0 2.51189 3.98107
5.2754 55.7013 40.5499 79.1464 92.4266 9.20808 110.729 -160 160 0 -160 266.107 0 3.98107 6.30957
8.36094 19.5511 46.8394 16.4606 13.5785 62.3678 13.6446 -160 470.841 0 62.5792 83.4672 222.579 6.30957 10
