#Scale: 0.820060
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1206.4 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1017.15 107.847 3.40344 440.789 20.0012 119.528 1500.36 188.146 37.0439 669.078 61.2269 63.7021 0.1 0.158489
0.210017 637.784 73.3177 -2.41962 180.829 117.851 0 994.936 102.51 31.5506 388.138 43.2237 28.4771 0.158489 0.251189
0.332855 365.966 34.8551 -0.381805 106.612 68.1964 -12.7011 521.296 55.9524 20.3032 272.329 19.9236 17.2729 0.251189 0.398107
0.52754 228.721 16.2933 -0.451477 103.455 30.3157 -0.171486 309.01 33.5642 1.73773 178.155 2.32095 17.283 0.398107 0.630957
0.836094 135.934 9.58954 1.50063 56.1805 17.1566 6.22231 176.584 16.6122 3.1194 114.357 5.24157 6.32696 0.630957 1
1.32512 83.6247 6.64631 -0.796127 49.1496 5.26421 5.21625 107.227 10.5947 0.124588 68.1814 5.72654 1.41511 1 1.58489
2.10017 56.702 2.8399 0.059864 32.9571 9.19189 -2.46497 69.0041 2.46932 2.09372 50.0755 2.75502 1.42533 1.58489 2.51189
3.32855 38.5074 1.87418 0.0605659 25.4739 3.41333 0.233347 46.7919 0.833309 1.65157 33.3163 2.80656 -0.17672 2.51189 3.98107
5.2754 27.1589 1.71454 -0.194206 18.3724 1.67762 1.12669 32.5368 1.7905 0.125965 23.8694 1.96281 0.0870628 3.98107 6.30957
8.36094 17.3281 1.41223 0.262667 9.78844 3.18879 -0.140291 20.9743 1.12766 0.478447 15.4878 1.05007 0.645792 6.30957 10
